text,is_spam,sentiment
saya download aplikasi gojek sudah. saya mau daftar nama berulang 2x kali tidak bisa masuk .saya dulu bisa daftar namanya aplikasi gojek sudah bisa. kenapa aplikasi gojek daftar namanya sudah ada daftar yang dulu ya. saya penting kalau ada keperluan mendadak keperluan di luar rumah .kadang saya menunggu lambat didaftar namanya gojek .,False,negative
sangat mengecewakan dari segi pelayanan costumer servis ny sangat slow respon dn malahan tidak di respon sama sekali bai itu di email atau di sosmed! dan pemberian point untuk costumer tidak adil untuk yang tidak memakai go pay dan sekarang bakal hilang 100 point lebih aplikasi penipu! bye bye gojek.,False,very_negative
"permisi. tolong untuk pengemudi goride di tambahkan ya, ini penting banget apalagi ketika jam sibuk beroperasi untuk beberapa konsumen. saya, mau pesan tapi sudah sebanyak 6x belum mendapatkan goride. kalau kayak gini, bukan rating tentang pengemudi nya melainkan tentang seberapa banyak aplikasi menyediakan pengemudi untuk konsumen. jadi mohon untuk di pertimbangkan kembali ya. terimakasih",False,negative
"sangat baik,, multifungsi,, praktis,, rekomended. terimakasih banyak gojek",False,very_positive
"kurang puas, saya beli sldo data slalu gagal",False,very_negative
"gojek kira kira dong kalau ngasih driver. masa jaraknya smpe 10mnt. buruk banget ngabisin waktu, belum lagi kalau dia nyasar",False,negative
pesan gocar dicancel terus sama pengemudi nya,False,neutral
seharusnya ada fitur membatalkan pesanan gofood jika pengemudi tidak ketemu dibandingkan harus menunggu berjam2 dan pengemudi pun juga belum nemu untuk antar pesanan,False,negative
"alhamdulillah aplikasi go jek sangat menolong di saat kerja malam,untuk pulang ke rumah, terimakasih go jek indonesia,terus tingkatkan layanan yang lebih baik lagi.",False,positive
sering banget dapet pengemudi yang kebanyakan muter2 bukan karena tidak tau jalan tapi karena anter orang dulu dll habis itu tidak dikasih tau,False,very_negative
"sangat membantu, terima kasih sudah berinovasi dalam bidang ini",False,very_positive
saya kasih bintang 1 dulu karena pas saya disuruh masukin kode saya tidak mendapatkan kode lewat sms dan disuruh tunggu 24 jam tolong diperbaiki dan tolong smsnya dikirim dengan cepat.,False,neutral
masa jarak 3 km tidak ada pengemudi padahal di depan lapaknya banyak gojek di warkop. tpi aplikasi tidak detek dulu masih bisa walau jarak 6km kirim gofoodnya skrang tidak bisa tolong perbaiki soalnya aplikasi sebelah mahal,False,very_negative
"ongkir nya mahal banget, dulu di kasih voucher sekarang gaada sama sekali",False,negative
"kalau untuk pesanan gofood terlalu lambat menunggu, kadang makanan sudah siap tapi pengemudi belum di tentukan oleh aplikasi go-jek, efeknya makanan sampai dingin jadi tidak enak lagi untuk dimakan. belum lagi kalau pengemudi dabel pesan beda arah tambah lambat nunggu makanan, seharusnya setiap satu pesanan satu pengemudi jangan dabel pesan pendapatan juga tidak seberapa untuk pengemudi tapi potongan ongkir tetap sama kasihan drivernya",False,very_negative
"saya cukup kecewa menyimpan uang saya di gopay, tiba saldo gopay nya terkunciterblokir. padahal tidak pernah ngelanggar persyaratan dan ketentuan dari gojek nya. tolong dong untuk segera membuka kembali dompetsaldo saya yang terkunciterblokir. saya sudah buat laporan dan belum juga ada respon, saya juga sudah mengirim data nya. tolong kepada pihak gojek",False,negative
"1,2 km ongkir 10-12k kgk masuk akal. digrab ongkirnya cman 3-5k. aneh. di gojek 2,1km ongkirnya 7-8k di grab 5-10k, padahal sama sama bayar gopay ovo, makanya gojek di jkt dan sekitar kgk laku. gojek kasih prmo kgk mau rugi. pakai promosi atau kgk harganya beda 2-5k meskipun 20-30. kalau tidak niat kasih promosi tidak usah lah dikasi prmo. tapi tolong untuk ongkirny jangan dibuat selangit. harga makanan yang dibeli lebih murah ketimbang harga ongkirnya",False,very_negative
"developer gojek,sebenarnya aplikasi ini mudah digunakan dan nyaman banget.tapi sayangnya untuk bagus up game kurang lengkap yaitu game lifeafter buat bagus up tidak ada,tolong ditambahkan game lifeafter dihalaman bagus up game.singkat,padat,jelas,lengkap-",False,very_positive
"makanan saya dingin ,, seharus nya makanan cepat sampai ini pengemudi harus antar pesanan yang laen dulu . bukan pelayanan tambah bagus malah buruk . pakai gojek karena duku memang cepat dan tepat ,, ini malah ikutin aplikasi sebelah ada oderan double buat pengemudi dimana harus antar lebih dari 1 pesanan",False,positive
biaya tambahan d gofood terlalu besar,False,neutral
"aplikasi sebenernya bagus. cuma kurang suka saja sama sistem deliverynya saja. sudah disuruh tunggu 1 jam, tidak ada progress, gabisa di batal dari customer, ditungguin lebih lambat lagi tiba2 di batal dari gojeknya karena tidak dapet driver! gada kompensasi apapun, buang buang waktu.",False,very_negative
kangen gofood dengan 2 voucher,False,neutral
harganya mahal banget gila kalau pas hujan!,False,negative
"ini csnya sudah kek robot pertanyaan tidak bisa diketik sendiri, jawaban pun tidak membantu karena ada pesan cepat dan ketika cs menjawab langsung di tutup chat tolong diperbaiki! pesan cepat tidak berguna csnya pun tidak becus",False,very_negative
amanah dan tanggung jawab,False,neutral
"saya bagus up gopay dan tidak masuk sudah 2 kali walaupun uang kembali tetapi lambat mohon segera di perbaiki, sulit dapat pengemudi saat pesan gofood dan tidak bisa di batalkan nungu hampir 2 jam",False,very_negative
"sudah bagus tapi saran saya, untuk lokasi nya lebih di akuratin lagi soalnya kasian ama abang abang nya. apk sebelah akurat, dan untuk promonya juga bisa di sesuaikan seperti dari harga yang murah bisa dapat promosi",False,positive
"masih sama untuk aplikasinya. belum ada perubahan pada maps untuk daerah rancabungur setiap pesan selalu nyangkut sama pengemudi di seberang sungai, kasian pengemudi nya muter jauh, dan penumpang jadi menunggu lama. fitur batal ? berkali2 ngecancel ntar kena di reputasi baik penumpang maupun drivernya",False,negative
belanja pake gopay di alamar pas nunjukin kode batang untuk scan barcode eror karena waktunya 5 detik. jadi gagal scan. ko bisa ya?,False,negative
"promonya palsu. beli tiket bioskop jelas2 ada di tulis cashback 35rb, tapi tidak ada masuk setelah di cek. bye saatnya uninstal.",False,negative
sebenarnya si enak ada gojek kmna2 simple klau mau pesan mknan qta langsung sms. tapi pengemudi nya ada yang baek . ada yang tidak pkai jaket gojeknyaa. saya itu takut klau drivernya go ride gadungan,False,neutral
saya senang dengan go-jek apalagi karya cipta anak bangsa tapi saya mau tanya kenapa saya sudah berlangganan go-jek tetapi jarang dapat voucher apalagi dengan aplikasi yang terbaru belum pernah dapat voucher mohon di mana nyarinya ditunggu jawabannya,False,positive
saya beberapa kali mendapatkan pesan di batal customer peporma turun alangkah baiknya di batal customer jangan turun dan customer di kasih denda bila pengemudi dalam penjemputan,False,very_negative
selalu ada d saat darurat,False,neutral
maaf bintang 4 aplikasi ini memang bagus tapi kenapa saat saya mau bayar bagus up game dengan gopayqris ada kesalahan pada pinnya ya? padahal sudah sesuai kenapa jadi salah? saya mau ganti pin juga pesannya belum berhasil tolong segera di benarkan!,False,positive
tidak ada promosi ya,False,negative
baiknya potongan ongkos aplikasi cukup dibawah 20,False,neutral
"outlet untuk penukaran pointnya tolong dong sesuaikan dengan daerah gojeknya berada, misalnya di pekanbaru riau, ditambah dong. masa di daerah jabodetabek dan jakarta saja banyakan. kan tidak asik dong, jdnya tidak banyak pilihan kita mau tuker pointnya. terus, saya sering naik gocar malah voucher goride yang dapat.",False,very_negative
"kenapa disaat mau go food pasti aktifkan lokasi , padahal sudah aktif , lalu aku update aku coba lagi bisa . setelah itu aku keluar dan mau pesan eh tiba tiba muncul lagi aktifkan lokasi padahal idah aktif",False,neutral
"sering banget, nominal yang harus d bayar berubah, misal awalnya 10k pas bayar jadi 15k. dan itu terjadi d aplikasinya.",False,neutral
aplikasi rusak. masak sudah seringkali verifikasi ke gopay plus tidak bisa sih. mau narik ke rek. bank saja susahnya. mending brenti dah pake ni apk. rusak sekarang apk ni,False,very_negative
mau verifikasi ktp saja susah banget. di kamera jadi gelap banget gambar. padahal cahaya terang. diingetin juga malas mau verif lagi,False,negative
tidak suka.merepotkan malah tidak bisa membantu yang terburu. terlalu ribet aplikasinya yang baru.,False,very_negative
"kurangin bintangnya ada paylater gabisa dipake sama sekali padahal limit full gaada tagihan, aplikasi suka lag kalau dibuka, ada saja kendalanya kadang aplikasi ketutup sendiri, dahlah pindah ke sebelah saja biar enakeun. otw uninstall",False,positive
sistem semakin buruk padahal bnyak pengemudi terdekat kenapa selalu dapat yang jauh. buang-buang waktu saja semoga di perbaiki sistem nya agar tidak beralih ke lain hati,False,very_negative
"kamu nanya apa yang bikin aku kesel? yaitu dapet potongan ongkir minimal belanja 40.00,tolong sayang bagi kita yang duitnya pas-pas an,itu berat. mau belanja keluar lagi sakit,lewat gojek kemahalan bayar ongkir.galau aku tu",False,neutral
ini voucher ini gopay tidak ada yang bisa dpke kenapa cobak ? uda di upgrade aplikasinya smpe qw hpus dan instal ulang ttep tidak bisa dipake kan tolol,False,very_negative
"kenapa di aplikasi gopay saya sering terjadi bagus up gopay tidak masuk, tpi di struk yang orang bagus up ke saya di situ suda berhasil,",False,positive
"over all layanan go-jek memuaskan bagi saya, terutama saat ada di kota2 besar. di sanasini mmg masih ada kesalahan ketidak-nyamanan, ttpi tidak significant. saya punya 2 akun, karena ada 2 no hp yang saya daftarkan. bagaimana cara menggabungkan keduanya ? karena masing2 masih ada saldo go pay nya ?",False,neutral
"knpa saya daftar dulu tidak bisa dn sangat susah sekli, saya dftr pke email susah, saya dftar pke nmer hp juga tidak bisa, dn masuk lewat fb juga tidak bisa, apliksi apaan ch bnere klu tidak bisa di gnakan dn cma buat ksel yang downlod saja,jadi bintang 1 saja",False,very_negative
"gajelas tiba tiba saldo gopay kesedot buat langganan gojek plus 90 harii, padahal tidak pernah nyalain auto subscribtion, dan gaada opsi untuk mematikan auto subscriptionnya.",False,negative
"min, kenapa fitur gopinjam tidak bisa d akses, padahal saya mau bayar. di klik tidak bisa, trus juga di daftarnya tidak ada fitur gopinjamnya. bagaimana ini mau bayarnya",False,very_negative
gofoodnya terbaik paling bisa diandalkan meskipun kadang kadang suka error.,False,positive
tolong untuk ongkos kirim nya disesuaikan dengan jarak. masa cuma sebelah desa saja sampe 15 ribu. jangan alasannya bbm naik saja. sekarang bbm sudah turun sedikit demi sedikit,False,negative
layanan nya baik,False,positive
"tidak bisa daftar, selalu ada tulisan email sudah pernah di daftarkan,tapi tidak bisa masuk,pake email yang laen pun tetep saja kha bisa gitu gitu lagi",False,negative
mahal.skali pantasan maxim berjaya di makassar,False,negative
pertama siih awalnya saya tidak ngerti bagaimana siih cara pesan nya.trs byarnya.tapi lambat kelamaan saya cb dan nenggunakan nya buat temen saya bukan buat saya.awalnya byrnya ckp byktp klu sering2 pesan gojek kita juga serring dapat vocher promosi looh.jadi bayar nya murah pakek banget.terima kasih gojek berkat aplikasi ini perjalan saya tidak ribet lagi.tidak susah pakek nungguin lama. sukses trs ya gojek jangan lp vocher nya d banyakin lagi terutama buat gofood nya,False,very_negative
"nyeselpakaigojek akun gopaylater saya diblokir dan setiap saya lapor selalu di jawab pakai template dan di silent close tanpa ada penjelasan yang jelas, tier gopay hampir anak sultan tapi kelakuan cs nya buruk sekali, menyesal bangetlah. saya minta di call buat penjelasan dan solusinya tapi di abaikan begitu saja dan cuma di silent close, aneh sekali ,",False,negative
"makin buruk gojek sekarang lambat, mau pesan goffod loadingnya lambat banget muncul notif tidak ada koneksi aneh jelas pakai wifi lancar, pesan 1 pesan goffod proses di aplikasi y saja bisa sampai 1 jam karena lambat ya, hp mendukung wifi mendukung, aplikasi lain lancar, memang gojek y yang salah",False,negative
"pakai aplikasi ini sudah dari dulu,dulu banyak diskonnya sekarang jarang.",False,neutral
"hi, ceodirektur2x.ketidak puasan. klaim rdk integrasi dng order. dimana staf call center prioritaskan wanti2x warning keras. menu bantuan. no.1kan.ulanjut kerja .jangan. selesaikan.no.1. wajib mutlak. ,manajemen. bobrok? tidak edukasi staf call center customerservice. goride .menu klaim di kontak karena pengemudi di w.a physing. urus bukti pengemudi lupa! syarat. wajib.mutlak itu, hanya system. petugas.yang. akan lanjuti. setelah. foto2x struk .donasi.yang. si anggap. manajemen. memfitnah!badan. yatim",False,negative
"penggunaan aplikasi semakin mudah, akurasi maps bagus, warung gofood semakin banyak pilihan",False,positive
"permisi pihak gojek , kenapa loading sangat lambat ? setelah update",False,very_negative
bagus dan bagus sangat membantuku,False,very_positive
saya dimarahin pengemudi gara2 triple booking. ingin batal malah ada tulisan server padat merayap. 3 pengemudi nelpon hp saya. padahal cuma pesan 1. perbaiki servernya lagi wahai developer,False,negative
semua bagus cm ada kendala di update terbaru yang tidak bisa di update dengan ketrangan kesalahan sistem,False,neutral
apalah masa tol yang bayar penumpang tidak sesui dengan harga yang harus di bayar,False,negative
"sangat bagus pelayanannya,pokoknya memuaskan,semua proses cepat dan tidak ribet,top banet",False,very_positive
mau pesan makan pake gofood.tapi dari semua resto yang ada. selalu hasilnya area resto saat ini sedang sepi driver. padahal di tengah kota. di dalam apk tidak ada layanan kritik dan saran.,False,negative
sekarang sudah berkurang bonus dan diskonnya. lebih di tingkatkan lagi dong!,False,neutral
aplikasinya sih bagus . tapi pengemudi nya pada malas . saya pesan gofod karena saya malas atau tidak bisa keluar . tpi pengemudi slalu tidak mau buat nganterin ke sampe tempat . mau nya di tunggu di jalan .,False,negative
"aplikasi sangat sesuai dengan ekspektasi dan sangat membantu kehidupan ini selama pandemi kopid 19, karena saya sangat terbantu dengan adanya aplikasi gojek ini, bisa pesan apa saja via onlen",False,very_positive
tolong dong pengemudi gofood nya sering kali membatalkan pesanan secara tidak jelas alasannya sudah nunggu sampe berjam jam tapi tidak datang dan malah membatalkan pesanan,False,very_negative
bagus banyakin diskonnya biar kami rajin jajan pake gofood,False,positive
"ini kenapa yaa saya mau login akun kenapa jaringan tidak tersedia padahal kan saya pake wifi,,tolong dong koreksi ini urgent banget",False,negative
aplikasi yang smart multifungsi bisa buat bayar2 juga tidak cuma buat transportasi saja. very good for gojek.,False,neutral
abis di update malah sering ngebug tidak jelas tiba tiba bilang internet mati munculin ongkir sama promosi juga lambat bug nya,False,very_negative
sebagai pengguna jasa ojol saya pesan ojol goride tapi yang datang ojol mobil dan saya kaget loh kenapa yang datang ojol mobil. setelah saya telusuri rupanya saya salah klik. ya sudah karena kebetulan juga hujan alhamdulillah jadinya tidak kehujanan.,False,negative
"gofood sekarang gajelas masa resto yang tidak ada wujudnya alias resto gaib ada di daftar menu,terus kalau pesan makanan suka tiba tiba ngancel sendiri tanpa persetujuan",False,neutral
"sangat membantu saya , dalam berjualan online shop",False,very_positive
"dear gojek.saya kecewa dengan aplikasi ini. saya menggunakan gojek sudah cukup lama,saya sering melakukan pembayaran via gopay. tapi dalam beberapa waktu tertentu,saya berhenti menggunakan aplikasi ini untuk sementara,tetapi saat saya log in kembali,akun gopay saya diblokir. sampai saat ini saya tidak bisa melakukan pembayaran via gopay,saya sudah mengajukan keluhan tapi ditolak. dengan alasan katanya saya melakukan transaksi yang janggal.tetapi tidak ada penjelasan transaksi apa yang dimaksud.",False,very_negative
awal pakai 1 bln promosi food banya kali sampai 50 ke bawah. setelah 1 bln. promosi nya kenapa mulai hilang ya. promosi 10 saja jarang ada. lambat makin lambat makin hilang promonya. sekali ada malah di tempat toko yang tertentu tidak bisa di semua toko di pakai.,False,very_negative
makin kesini aplikasinya susah dipake. padahal kuota banyak. sinyal juga bagus tapi kenapa tiap mau pesan selalu muter dan ujungnya gangguan sedang offline. padahal untuk internetan yang lain lancar jaya. tolong diperbaiki sistemnya,False,neutral
wah ini bagus banget saya suka sama aplikasi ini karena saya pake aplikasi ini untuk metode pembayaaran pliss gojek kasih saya 500 potong gan untuk game,False,positive
"aplikasinya error semua promosi tidak bisa diapply, hari ini pindah pesan semua ke grab saja deh update bugsnya dibenerin dong tiap siang selalu error, voucher sudah di applied tapi di halaman pembayaran tidak berubah update2 akhirnya ada keluar update baru, bugsnya sudah dibenerin nich, sudah tidak error lagi",False,very_negative
"aplikasi force close, android 11 bawaan tidak pake custom rom. sudah coba uninstall - install - kasih semua izin tapi selalu force close, sudah semingguan kayak gini. mau ambil log buat laporan ke pihak gojek cuma hape ini gabisa di oprek-oprek kaya merek sebelah. mau kemana-mana jadi susah, mana ada saldo gopay yang mau dipake buat transaksi. saya pindah ke sebelah saja deh.",False,negative
"tolong dong upgrade dipercepat, dana instensif berhasil di kartu prakerja di saldo gopay belum ada , karena belum ke upgrade sudah hampir 5x24 jam . bagaimana ini.",False,neutral
"aplikasinya sangat membantu dimasa pandemi ini, pesan makanan atau antar2 barang jadi lebih mudah.",False,very_positive
setiap update harus ada peningkatan yang signifikan. terutama penjemputan biar tidak lambat nunggu.,False,negative
dengan adanya taksi online harga lebih murah dan lebih mudah apa yang kita dapatkan cepat tepat sasaran,False,very_positive
"kenapa ya saat saya menghapus google dari aplikasi yang terhubung ke gopay dan saat saya mau hubungkan lagi sudah tidak bisa, padahal tujuannya biar gopay saya tidak auto bayar membership youtube, tolong dong pihak gopay bagaimana ini, saya mau beli membership jadi tidak bisa sekarang karena gopay sudah tidak kehubung lagi, dan juga tolong kalau sudah bisa kehubung lagi jangan buat aplikasi nya auto beli membership, terimakasih",False,very_negative
bagus aplikasi sangat bermanfaat untuk kebutuhan keseharian. kalau bisa tingaktin dong limit go-pay later saya terimakasih,False,positive
"good jobs buat aplikasi gojek sekarang bisa link satu atap, bisa belanja online di tokopedia dan bisa bagus up di bank jago, aplikasi keerreenn !",False,positive
"sejauh saya menggunakan aplikasi ini, aplikasi ini sangat bermanfaat dan membantu saya dalam bepergian, tidak ada kendala sulit yang saya alami, semua berjalan sesuai dengan apa yang saya pikirkan, dan tolong perbanyak lagi diskon bagi pengguna serta terus kembangkan aplikasi ini.",False,neutral
"aplikasi yang terlalu bnyk kesalahan ny, ribet kali mau kirim uang, salah 3 kali saja langsung disuruh tunggu, mangkanya yang lengkap sedikit kode banknya, jangan bikin orng jengkel",False,neutral
the best. terbaik. saya kenyang. pengemudi mapan. semua nya ayo pake gojek. aplikasi original indonesia! jangan yang laen!,False,positive
"sangat bagus sekali. saya suka sekali pakai gojek. saran saya untuk yang go food, ulasan pembeli bisa dibaca oleh pembeli lainnya sebagai acuan rekomendasi apakah makanan itu enak atau tidak. saran saya review setiap toko yang bekerjasama untuk layanan gofood, karena seringkali toko tutup tapi d gofood status buka. sehingga mengecewakan saat pesan, ternyata tokonya tutup. juga kasihan gojek yang kesana.",False,positive
"tlg jangan keseringan minta update aplikasinya! ganti logo hrus update, ganti tampilan hrus update, tlg untuk lbih diperhatikan untuk pembuat aplikasi agar jangan menguras kuota orang lain!",False,neutral
"selama pake apk ini belum ada kendala,dan playanan sangat bagus",False,very_positive
dravernya baik dan tidak ugalan,False,neutral
kalau hujan atau habis hujan untuk go food sangat sulit dengan alasan pengemudi sibuk. puluhan kali saya coba tetap tidak ada. silahkan dievaluasi. usahakan kami tidak kecewa. terimakasih,False,very_negative
"ini kenapa semakin ribet si , biasa nya pesan gocar gojek sesuai titik sekarang ini tidak sesuai ama titik . sudah pake maps juga ttep susah , sekarang semakin ribet n tidak jelas n mahal pula . tidak prnh ada promosi lagi sekarang !",False,very_negative
"masih kecewa dengan marak nya phiising, sebenarnya aplikasi nya bagus cuma ya butuh diperkuat di aplikasi, diharapkan setiap pembelian di suruh masukkan pin gitu, dan kalau login pakai autentifikasi akun jika pas login, selain masukkan kode otp, juga masukkan pin password gitu",False,neutral
"tolong dong perbaikan nya gojek, masak saya tidak bisa mesen gofood, selalu saja aktifkan lokasi. sudah jelas2 lokasi nya sudah aktif.",False,neutral
oke banget pelayanan nya,False,positive
good application for good job. aplikasi online yang sangat bagus dan membantu bnyak jutaan orang dlm bertransportasi ditengah mobilitas masyarakat yang sangat tinggi akan kebutuhan transportasi umum dan menjawab kbutuhan jaman now,False,very_positive
mantaap.mempermudah pesanan.masukan dari saya cobalah jangan terlalu mahal harganya.masa harganya diupmark tinggi banget,False,negative
bagus aplikasinya sangat memudahkan dan sangat membantu sesuai apa yang di butuhkan dan banyak promosi pula,False,very_positive
membantu banget n good sama promo2 nya,False,positive
"aplikasi go-jek memang terbaik, tapi kenapa fitur paylaternya di os android kenapa tidak bisa digunakan yah.sedangkan aplikasi go-jek di ios bisa.mungkin pihak go-jek harus secepatnya memperbaiki fiturnya.jangan sampai kita costumer kecewa karena masalah ini. terima kasih",False,negative
tidak paham lagi. skarang pesan makanan ganti pengemudi bisa sampe 3x dan banyak banget biaya ini itunyaa hadeehh,False,negative
setiap pesan selalu dapat pengemudi yang jauhbanyak pengemudi yang gamao niat kerja cuma hanya diem saja gamao bergerak atau nge-infoin. cuma buang2 waktu pelanggan saja.,False,neutral
makin lambat promonya makin gaada apalagi semenjak ada gopay later. tolong dikembalikan lagi sistem nya seperti dlu,False,negative
bermanfaat untuk orang malas,False,positive
saya kemana mana selalu menggunakan gojek karena mapnya tepat dan saya tidak sukar harus memberitahukan alamat secara detil. pokoknya sekali berlangganan langsung deal. disamping itu drivernya juga ramah dan suka membantu bila penumpsng bawa banyak barang. drivernya umumnya bersih dan penampilannya sopan dan simpatik.pokoknyo oke deh buat aku yang tidak pandai nyetir.,False,very_positive
"tiba tiba paylatter di blokir padahal selalu bayar, tidak jelas",False,very_negative
"biaya jasa aplikasi terlalu mahal sama ongkir nya mahal, kalau di kota besar sih wajar, ini di kampung disamain di kota, ya auota pindah apk",False,negative
"saya pengguna gojek. gosend,gopay,goride,gocar,dll. memuaskan hanya saja sedikit kecewa dengan goride,kalau habissebelum hujan,cari pengemudi yang mau pick up pasti susahnyaa ampun ampun. beda sama pengemudi grb,meskipun baru selesaisedang hujan,pasti di pick up. saya suka sekali dengan gojek,hanya itu saja kekecewaan nya",False,positive
"tolong lebih perbanyak promosi potongan makanan untuk semua warung daripada harus warung tertentu , karena saya pengguna setia gofood jika tidak ada promosi ptongan voucher gofood rasanya maju mundur mau pesan",False,negative
"maaf gojek sekarang buruk banget. beli gofood susah banget dapat drivernya. sudah 1 jam bahkan lebih tidak dapat-dapat juga. kalau memang tidak bisa dapat pengemudi dalam setengah jam, lebih baik ada pilihan untuk bisa di batal saja. jangan menunggu 1 jam baru bisa di cancel. kasian yang sakit perlu makan cepat malah tambah sakit.",False,very_negative
"gausah kasih promosi gede kalau pengemudi ke customernya ujungnya tidak sopan , kocak",False,very_negative
"tidak apa2 kenapa ,kenapa ya saya tidak bisa daftar gojek kode verifikasi nya tidak terkirim dari sms saya",False,very_negative
"saya suka banget sama apk ini karena sangat membantu saya,saya bisa pergi kemanakarna go jek terimakasih go jek,pokok nya bintang 5 buat go jek",False,very_positive
"suka ui dari gojek, pokoknya segalanya memudahkan user tapi tolong dong ya please banget drivernya di briefing kalau nerima pesanan itu harus segera berangkat, seringkali saya track di maps tidak berangkat itu saja tolong diperhatikan.",False,neutral
tagihan gopaylater dilunasi tapi fiturnya malah diblokir. gajelas.,False,neutral
"goride sering tertukar antara tujuan dan penjemputan, user interface nya agak membingungkan, terlalu sering diubah",False,neutral
"saya perna dapat supir yang tidak ada attitude sama sekali,marah marah tiba tiba",False,very_negative
"mau pergi kemana saja tidak perlu ribet,cukup duduk sudah dijemput dan diantar sampai tujuan.",False,negative
"apk taekk , tiba tiba saja di bekukan, padahal tidak punya masalah apa aku, gara gara apk ini juga, aku tidak sempet liat wajah kakek aku jancokk, pokoknya ini apk taekk, admin nya siapa ini hah,jancokk",False,negative
"aplikasi yang sangat membantu saya dalam bertransaksi via online. terutama dalam penerimaan insentif prakerja, sehingga saya bisa dengan mudah mentransfer ke rekening lain. proses upgrade yang mudah serta fitur-fitur yang menarik. maju terus gojek.",False,very_positive
makin tidak guna sekarang. mau di buat belanja di alfamart . keterangan code kebloked teruss. padahal akun baru. dulu enak enak saja. knpa skarang sulit ?,False,neutral
"aplikasi mudah di retas , hati jika ada customer service di ig ngedm. apa lagi jika kesulitan masuk akun gopay nya. dan jangan simpan uang di akun gopay . mudah di retas",False,positive
"oke sih.cuma map nya tolong di perbaiki dong, suka tidak jalan jadi kita tidak bisa pantau sampai mana perjalanannya.",False,negative
kebanyakan apdet. pas apdet kode otp nya eror. tolong dong diperbaiki lagi,False,neutral
memudahkan kemana mana,False,neutral
"saya termasuk pelanggan setia gojek, tim gojek bisa cek seberapa sering saya melakukan transaksi di aplikasi gojek. tetapi begitu mendapat kendala saya sangat kecewa. chat ke cs respon sangat lama, dan saya tidak mendapatkan solusi sampai saat ini. sayang sekali padahal saya pengguna gojek sudah lambat dan akhirnya saya harus mencari aplikasi lain.",False,very_negative
terlalu sering update.tidak ada voucher2 yang menarik lagi.trus tidak ada poin lagi yang bisa dituker ke voucher goride atau gofood.,False,neutral
"maaf ya sebelum nya karena sudah turunin rating nya dari 5 ke 1 soalnya saya kecewa dengan aplikasi ini, untuk memakain diskon gofood harus isi sesuai gopay dengan jumlah yang tertera tanpa diskon saat sudah isi diskon terpasang secara otomatis sedangkan sisa saldo gopay nya tidak bisa dipakai karena harus isi sesuai jumlah yang tertera tanpa diskon. pada saat upgrade ke gopayplus agar dapat mentransfer sisa saldo ke rekening bank tidak di terima .",False,very_negative
"makin kesini makin tinggi saja biaya pemesanan gofood. sudah ongkir nya tinggi, terus segala ada biaya tambahan pula dibawah 25.00 kalau masih kaya gini mendingan pindah ke tetangga sebelah saja",False,neutral
"sangat membantu bagi saya yang susah untuk keluar rumah, tapi sekarang voucer nya tidak banyak dan diskon nya kurang besar, dan sekarang untuk ongkir gofood nya cuma bisa untuk sebagian saja dan yang superparnert tidak berlaku , kalau bisa sich gratis ongkir nya bisa dipakai untuk semua toko yang ada di gojek",False,negative
"saya pesan gosend instant agar barang sampai lebih cepat kepada customer saya,tapi pas pengemudi datang ternyata pesanan saya digabung dengan pesanan lain.percuma bayar instan mahal kalau pengiriman nya tetap lama.",False,negative
"mantapp, cm ya kdang apl suka error, pengemudi sudah sampai, disitu keterangan masih di resto",False,neutral
kurang puas karena kalau beli go pulsa kadang coba lagi,False,very_negative
"banyak bug error voucher diskon ongkir dan diskon harga yang di fitur gofood tidak bisa di pakai, padahal sudah memenuhi syarat, sudah di klik pakai tapi harganya tetap segitu tidak ada diskon walaupun sudah klik pakai juga",False,very_negative
aku ksh bintang 5 karena direktur goto ke rmh mas affan smg sll berkah pihak gojek yang sudah membantu banyak aktivitas masyarakat diluar sana aamiin,False,positive
"buat laporan makanan tidak lengkap tidak di tanggapi dengan baik, ternyata customer vip sudah tidak ada, plantas saja keluhan tidak ditanggapi dengan baik, pihak pengemudi ok, pihak toko saja sudah minta maaf pesanan kurang, pihak gojek mempersulit minta foto yang aneh aneh, padahal sudah dikasih foto, respon lambat minta foto lagi, makanan ya sudah jadi ee, makanya pelanggan direspon dengan cepat kalau butuh foto ini itu",False,very_negative
"oi bikin fitur check harga gosend jadi bisa langsung tau harga dari sini ke sana tanpa isi nomer nama penerima pengirim, biar penerima kalau mau bayar biaya antarnya bisa langsung di kasih tau sbelum pesan.",False,neutral
"secara keseluruhan sistem sudah cukup baik,hanya saja saat saya masuk ke menu home atau akses ke apk gojek pertama kali lambat banget dan tiba kadang apk suka berhenti secara otomatis,mungkin itu saja dari saya dan semoga ke dpn.nya pihak gojek bisa lebih meningkatkan sistemnya untuk lebih baik. terima kasih",False,positive
"gocar oaling ok lah, yuk pesan terus",False,positive
"awal mula enak ongkirnya masih masuk akal, tambah kesini kenapa mahal ya! 3km saja tanpa macet bisa byar 18rb, blum biaya apk.",False,neutral
sekarang voucher nya ada minimal pembelanjaan nya dl tidak ada minimal pembelanjaan nya,False,negative
"setiap dibuka pasti terhenti mulu, sudah saya coba cari cara cara nya di youtube dsb tetap tidak bisa dibuka dan terhenti. tolong bantuannya",False,negative
denah lokasi yang dicantumkan sering tidak tepat walaupun dicoba berkali kali dan juga sering mendapatkan pengemudi yang sangat jauh,False,negative
