index,text,old_label,new_label,reason
5095,tolong laa maps nya di bagusin saya masukin titik pick up barang dari alamat yang dibintangi tapi pas di tekan lari entah kemana titiknya padahal biasanya titiknya benar bagusin tuh mapsnya kesian drivernya jadi bolak balik jauh jangan mikirin diri sendiri mitra pengemudi juga jangan di susahin,negative,neutral,Mixed sentiment detected
5125,aplikasi ini bagus sangat mempermudah dalam perjalanan saya tetapi pengalaman saya pernah tertipu sama aplikasi ini terimakasih,positive,neutral,Mixed sentiment detected
5135,woi tolong saya mau upgrade gopayplus tapimalah gabisa alasanya ada saja dah terlalu terang gaboleh terlalu gelap gaboleh lah terus saya capek lah dah nunggu lambat masih belum bisa huh gausa bikin apk kalau tidak mampu bagaimana sih tolong perbaiki buruk,negative,neutral,Mixed sentiment detected
5177,kenapa sekarang go jek tidak bisa pesan,neutral,negative,"Clear negative pattern, not mixed"
5247,saya kecewa ama gopaylater gak pernah pake tapi harus bayar belinya saja di rm kelapa gading kapan saya makan enak gimana tidak ada respon sama sekali lebih baik gopay yang dulu daripada mab lebih baik saya tidak mau pakai gopay lagi mohon tindak lanjut kami,positive,neutral,Mixed sentiment detected
5267,kenapa akun saya tidak bisa order naro alamat tidak kebaca terus,neutral,negative,"Clear negative pattern, not mixed"
5405,saya kurang suka sekarang harga gojek naik tapi ke pengemudi tidak sesuai dengan yang dibayar penumpang kasihan driver terus juga pengemudi suka tidak ada kembalian jemput lambat suka kebutan,negative,neutral,Mixed sentiment detected
5422,kenapa sekarang lambat sekali muncul fitur gopaylaternya pdahal saya sudah selalu pakai gopay dan isi gopay bahkan untuk tf lebih simple pake gopay ketimbang setor tunai tolong lah munculim gopaylaternya an hafiz diani anwar,positive,negative,Clear negative pattern detected
5449,ongkir naik secara tiba tiba tanpa pemberitahuan mohon diperbaiki lagi yaa saya jadi kesal yang tadi sekian tapi nambah cuma karena ongkir naik secara tiba tiba apl buruk,negative,neutral,Mixed sentiment detected
5496,percuma kita komen di playstore gak akan ada tanggapan bagusnya kasih semua bintang saja untuk semuua orang di rubah jadi ratting dikit atau nol tarif ongkir makanan sekarang jauh mahal kale,negative,neutral,Mixed sentiment detected
5533,saya sangat kecewa pda gopay saya pengguna gopay tapi beberapa kali ini saya tidak pernah mendapartkan cash back padahal seharusnya ada cash back di gerai aeon mall setiap belanja di weekend tolong perbaiki ketidak nyamanan nya terimaksih,negative,neutral,Mixed sentiment detected
5563,gojek sedang saya uninstal ongkir nya tidak masuk akal banget masa saya mau pesan goofud yang yang harga nya rb ongkir nya jadi rb tolong dong pihak gojek jangan di naikin ongkir nya kalau kalian ingin di puji sama masyarakat tlong jgn seperti itu klo cuaca hujan oke gpp di naikin dkit tapi cuaca bersahabat ongkir mlh setinggi gunung tlong deh di ubah atw pkir deh kecewa bnget mkin menjdi jadi saya liat aneh,negative,neutral,Mixed sentiment detected
5593,performa bagus tapi agak kecewa dikit di mapgps kurang akurat kadang pengemudi nya tidak jalan jalan tapi tiba tiba sampe,positive,neutral,Mixed sentiment detected
5630,kenapa sekarang tidak ada go market padahal sangat membantu sekali go market jadi kita bisa belanja yang dekat situ di go shop agak susah mesti tulis alamat lagi,neutral,positive,"Clear positive pattern, not mixed"
5633,aplikasinya bagus cuma kalau hujan susah sekali untuk mencari pengemudi goride maupun gocar setiap dipesan pengemudi selalu cepat datang keren terima kasih,positive,neutral,Mixed sentiment detected
5634,saya beli tiket di go transit lewat gopay sudah kali beli tiket kereta dari stasiun bekasi ke stasiun rangkasbitung tidak bisa digunakan tiketnya karena alasan jaringan sedang error dan hangus begitu saja agak kecewa dengan gojek tadinya saya penggemar gopay tapi kalau begini saya jadi kecewa tolong perbaiki dan beri info kalau memang sedang ada problem,negative,neutral,Mixed sentiment detected
5640,kenapa saya tidak bisa login jam pasir nya tidak mau bergerak sudah saya update tpi ttp tak bisa di buka tolong bntuan nya,positive,negative,Clear negative pattern detected
5658,mohon diperbaiki lagi aplikasinya titik tujuan dan alamat yang asli tidak sesuai saya barusan pergi ke alamat yang saya tuju akan tetapi berbeda dengan titik tujuan yang ada di aplikasi alhasil saya merasa keberatan karena harus menambah biaya lagi untuk drivernya,negative,neutral,Mixed sentiment detected
5661,pelayanan gojek utk gomart sangat tidak bagus pesan barang apa datang apa menunggu penyelesaian hanya balikin uang yang tidak seberapa tapi bukan mslh uang kerugian saya menunggu hanya pengembalian saldo kl tidak bisa menangani mslh spt ini jagn gomart di app ini bukan sekali ini saja terulang beberapa kali jadi emosi skr sudah mahal lagi bagusan pake selain gojek sudah murah tidak pernah salah penahanan nya bagus,negative,neutral,Mixed sentiment detected
5707,paket ribu cuma untuk gratis ribu tidak dpt di pakai kalau ada gratis ongkir terus apa beda nya dengan gratis ongkir k bagus tidak usah beli paket kalau gitu kenapa promosi makin buruk tolong hapus saja gofood nya kalau promosi gitu yg bagus dari gojek cuma transaksi game dan pembayaran lain,positive,neutral,Mixed sentiment detected
5717,tidak bisa login dan tertera butuh pembaruan cepat padahal sudah di versi yang terbaru mohon penjelasannya,positive,negative,Clear negative pattern detected
5797,update terus tapi tidak ada yang bagus kenapa tambah di update tambah ancur update tidak bagus tambah jelek masih praktis grafis yang lama yang sekarang tambah ribet pakai balon ngambang segala,negative,neutral,Mixed sentiment detected
5816,aplikasi sangat buruk sebelum update ini saya gampang transfer uang ke penjual akun game tapi sekarang jadi susah sudah mah sekarang harus pakai go jek premium bug saja masih banyak malah nambahin update tidak berguna belum lagi kalau salah bagus up bukannya langsung ke no penjual kan jadi susah update paling terburuk sepanjang masa,negative,neutral,Mixed sentiment detected
5903,biaya jasa aplikasi k kualitas tidak makin baik tapi makin susah pesan gofood diatas jam sore tiap hari begini tidak kaya dulu hadeh,negative,neutral,Mixed sentiment detected
5961,paylater pinjaman besar malah susah di gunainya enakan dulu tingal klik bli pulsa sudah klo sekarang ya ampun mau gunai paylaternya susah tapi bagus sih jadi saya tidak pelu utang lagi di gojek,negative,neutral,Mixed sentiment detected
5981,sangat mengecewakan saya untuk para pengemudi ride ataupun car nya beberapa kali saya pesan d batal terus liat saja di riwayatnya beberapa batal dlokasi yang sama untuk para pengemudi nya klo memang tadi mau ambil tidak usah d ambil orderannya tidak usah jadi kita yang cancel anda tahu tidak itu sama saja memberikan harapan tapi palsu untuk management gojeknya tolong dtindak lanjuti para pengemudi yang olo atau pilih area saya pun org yang ngerti suka memberikan lebih bayaran dr yang sudah dtentukan kecewa,negative,neutral,Mixed sentiment detected
6012,kenapa saya tidak bisa login padahal ada saldo gopay disitu,neutral,negative,"Clear negative pattern, not mixed"
6025,saya tidak masalah soal tarif mau berapa aja asalkan pelayanan di perbaiki jangan buat kami para customer menunggu lama padahal pengemudi ada bolak balik tapi tidak mau ambil order padahal saya buru buru,negative,neutral,Mixed sentiment detected
6047,abis aku update kenapa tidak bisa login yaa lewat facebook tidak bisa masuk manual jg tidak bisa daftar lagi katanya sudah kedaftar piye lurr,neutral,negative,"Clear negative pattern, not mixed"
6061,ribet banget mau tf duit ke akun yang nya saja harus upgrade ke gopay plus sudah gitu akun cuman id sudah gabisa tf duit gua hangus duit gua customer service nya juga cuek parah so bad gojek perbaiki lagi biar tidak ribet gopay nya mau buat pesan goride malah cuma keluar gambar map saja tidak keluar menu alamatnya,negative,neutral,Mixed sentiment detected
6063,bagaimana sih pembayaran apapun tiap pake qris suka susah kalau emg hp nya yang eror mungkin pake qris lain juga bakal gabisa tapi ini tiap bayar qris pake gojek susahh nya bukan maen,negative,neutral,Mixed sentiment detected
6073,saya sudah th pake aplikasi gojek mulai dari onkir rb per km sekarang sudah semakin berkembang sudah naik jadi rb sdh ada paylater limit rb sangat bagus dan membantu saat kepepet td siang saya bagus up pulsa tsel rb pulsa tidak masuk tapi saldo pay later terpotong sdgkan bukti transaksi tidak ada lwt email pun tak ada selama th baru kali ini kecewa sama gojek,positive,neutral,Mixed sentiment detected
6091,aplikasinya dulu bagus tapi sekarang buruk banget belum pesan makanan kog sudah otomatis pesan dan sudah x minta bantuan cs juga percuma responya tidak bisa di batalkan fiks uninstall deh,negative,neutral,Mixed sentiment detected
6093,kecewa beratt masa ya di depan saya banyak driver qo yang dpet malah jauh saya pengguna gojek lama tlg kl bs d adakan system seperti tetangga sebelah ada fitur go ride now biar mempermudah kita sebagai pengguna layanan transportasi online dan satu lagi saya sering dapat keluhan dari para driver katanya system pembagian pesan an nya di pilih kasian mereka yang katanya jakan dari pagi cuma dpet pesanan doank miriss saya tlg d perbaiki lagi semua system,negative,neutral,Mixed sentiment detected
6102,tolong saya tidak bisa login karena ada goto pin saya klik lupa pin tidak bisa,neutral,negative,"Clear negative pattern, not mixed"
6155,apk sangat menyusahkan saya baru bagus up tadi siang trus tb tidak bisa dibuka suruh pasang pin lah padahal saya tidak mau pasang pin tapi tidak bisa alasan saya tidak mau karena itu no lambat dan jelas la tidak bisa karena tidak terkirim no verify nya sudah laporan kali sama saja alasan tidak jelas la katanya makan lah itu duit k anj,positive,neutral,Mixed sentiment detected
6184,halo gojek ini saya sudah bagus up gopay saya tapi kenapa tidak bertambah sedikitpun yaa buruk banget sistemnya,negative,neutral,Mixed sentiment detected
6195,setelah update terbaru tidak bisa pesan gojek via google maps lagi mohon kembalikan fitur itu,neutral,negative,"Clear negative pattern, not mixed"
6202,untuk layanan antar mengantar itu sudah cukup bagus banget tapi untuk go food terlalu banyak mengecewakan tolong kalo bermitra dengan kuliner itu diliat dulu kualitasnya jangan asal setujui bermitra bnyak go food dsini jual mahal tapi porsi secuil tidak ada rasa menjunjung kualitas n kesenangan pelanggan,negative,neutral,Mixed sentiment detected
6205,dulu aplikasi ini sangat membantu karena mudah sekarang update aplikasi malah susah mendingan pindah ke grab atau maxim saja lah semua keluargaku jg suruh uninstal aplikasi ini karena ribet,negative,positive,Clear positive pattern detected
6261,wah bagus nih semua serba praktis serba simple serba gampang jadi tidak perlu susah ke pangkalan ojekke resto tinggal buka app gojek langsung kelar semua permasalahan tapi di sisi lain ni aplikasi bikin orang jadi mager kalo sudah mager jatohnya gendut orang gendut biasanya penyakitan kalo penyakitan ujungnya mati dini saya tidak install deh temen saya nawarin ojek gratis kok via wa kan sama saja online wkwk tks gojek,positive,neutral,Mixed sentiment detected
6265,agak kecewa sama aplikasi ini beberapa hr terakhir selalu tertunda tiap top up saldo transaksi top up berhasil tapi saldo baru masuk hr kemudian awalnya saya pikir karena masalah koneksi internet tapi ternyata bukan mohon untuk ke depannya bisa di perbaiki lagi ini bakalan bikin masalah baru kalo top upnya via mitra e g alfmart indmart atau yang sejenisnya pengalaman saya kemarin struk top upnya tercetak artinya transaksi berhasil tapi ditunggu sampai hr saldonya belum masuk,positive,neutral,Mixed sentiment detected
6301,sangat kecewa dengan gojek jika ada promosi tidak ada yang mau mengambil percuma ada promo meskipun ada promosi suka melebihi harga biasanya jadi tidak ada bedanya meskipun promosi atau tidak saat membatalkan pesanan karena lambat menunggu harga akan naik ojol selalu membatalkan pesanan jika jauh dan tidak ada komunikasi sama sekali meskipun sudah menunggu lama,negative,neutral,Mixed sentiment detected
6312,apk nya bagus siihh tapi kadang sedikit lambat loading nya jdi nggu nya lambat banget,negative,neutral,Mixed sentiment detected
6390,mohon jika akun pemesanan sudah log in di satu hp seharusnya tidak bisa login di hp yang lainnya lagi karena kmrin akun saya si pakai pengemudi gojek yang tidak bertanggung jawab untuk membawa pesanan fiktif sehingga promosi yang saya dapatkan di akun saya habis dipakai dy tolong lebih bijak lagi,neutral,negative,"Clear negative pattern, not mixed"
6405,untuk resto yang sudah tutup tolong jangan dicantumin di gojek kasian yang ambil order dan sebagai konsumen jg males kan sudah nunggu lamaa ternyata resto nya sudah lambat tidak beroperasi tolong mungkin lebih banyak cek dan ricek kesan nya sepele tapi bisa bikin emosi baik pengemudi maupun konsumen kalau bisa resto ada laporan jelas masih buka atau ngga dan sesuai map atau ngga tolong feature report diadakan karena justru itu super penting males gt apps malah beraat bnyk iklan news dan video,negative,neutral,Mixed sentiment detected
6420,lambat banget proses upgradenya saya sudah upgrade sesuai prosedurnya tapi malah pending sampai lebih dari sebulan tolong perbaiki,negative,neutral,Mixed sentiment detected
6436,tolong dong kasih peringatan buat pengemudi yang sengaja tidak ngambil pesanan saya yang hujan nan nungguin pengemudi yang jelas pengemudi ada disekitar dan kondisi saya lagi urgent kecewa banget,neutral,negative,"Clear negative pattern, not mixed"
6528,tidak bisa login ke akun saya,neutral,negative,"Clear negative pattern, not mixed"
6539,dear gojek di app punya saya kenapa tidak bisa pesan go food pas di klik mkanan yang mau saya pesan tidak muncul opsi,neutral,negative,"Clear negative pattern, not mixed"
6546,tolong perbaiki apk nya lebih fix lagi gps saya sudah menyala dan say sudah setting ke alamat rumah posisi saya sudah di alamat rumah juga tapi kejadian kemarin titik lokasinya malah pindah ke daerah lain yang lebih jauh lebih tepatnya di mall padahal di hp tertera alamat rumah saya jadinya pak drivernya kesitu dan saya juga harus ke titik lokasi tersebut bug yang sangat merugikan kenapa bisa kyk gitu ya mohon diperbaiki lagi apk nya saya tunggu balasan nya,negative,neutral,Mixed sentiment detected
6561,knpa apk gojek sekarang sangat lemot dalam mengakses seperti di gofood sudah nunggu lambat tapi loading terus ditambah muncul tulisan internet mati padahal lagi pake wifidata waktu mau pesen juga tidak muncul harganya loading juga keburu kelaparan kalo seperti itu terus tolong diperbaiki padahal saya sudah update dan menggunakan jaringan yang stabil,negative,neutral,Mixed sentiment detected
6593,tolong diperbarui lagi aplikasinya saya sudah logout dr hape lama tapi msh saja ada pemberitahuannotifikasi di hp lama mohon bantuan utk perbaikan,negative,neutral,Mixed sentiment detected
6632,jujur sudah berthun pke gojek bagus aja tpi sekarang buat gofood tidak bisa pke voucer trs buat gocar kenapa jadi mahal bngt dibnding apk sblh kmrn pake apk sblh cuma pke gojek tolonh diperbaikin lagi kecewa bngt sih sekarang,negative,neutral,Mixed sentiment detected
6655,tidak dikasih codenya sudah masukin nomor hp nya yang bener tapi tidak bisa tidak ada codenya gojeknya gabisa jelek sms nya tidak kekirim oleh gojek sudah saya cek nomor saya tetap gabisa tolong diperbaikan gojeknya saya sudah berapa kali coba tetap gabisa harus diperbaiki secepat mungkin saya sudah emosi gabisa,negative,neutral,Mixed sentiment detected
6665,jujur aplikasi ini jauh lebih rapi nyaman dan lebih baik di banding kompetitor walaupun masih ada cacat yang masih bisa di maklumi cuman ya itu harga terlalu amat sangat mahal vs kompetitor dengan rute yang sama seakan tim gojek bilang lu tidak pilih wa tidak papa yang lain masih banyak pakai wa dan brati lu bukan klas wa terkusus untuk saya pribadi perbedaan rb dengan rute yang sama sekali jalan cukup berasa minimal x trip sehari di kompetitor dapat x trip sehari,positive,neutral,Mixed sentiment detected
6670,setelah baca komenan ternyata tidak sendirian wkwk kirain sudah ada peningkatan ternyata belum pengemudi masih ada yang sesuka hati kalo nerima pesanan di lamain padah sudah nunggu menit di chat lagi baru jalan bilangnya saya sudah di jalan tapi tidak gerak di tambah apk nya suka motong saldo org tbtb dengan noted pengeluaran gaya hidup di cek lah gaada ikut langganan apa yang terncantum di gopay tapi malah ken potongan tiap bulan hpir k gaya hidup apa woilah pake apknya saja cuma buat pesen ojl,positive,neutral,Mixed sentiment detected
6717,saya itu sering butuh banget masuk sekolah setiap pagi pukul saya selalu pesan gojek sekitar pukul tapi saya tidak pernah dapat langsung dan harus nunggu hingga setengah jam sudah begitu harganya mahal lagi saya rasa bintang satupun sudah paling bagus buat aplikasi ini,negative,neutral,Mixed sentiment detected
6759,selama ini saya baru pakai aplikasi ini namun pertama saya gunakan pelayanannya bagus jadi saya harap minimal dipertahankan dan kalo bisa ditingkatkan lagi pelayanannya,positive,neutral,Mixed sentiment detected
6781,saya beli pulsa dari apk gojek pake saldo bank jago kenapa saldo sudah ke potong tapi pulsa belum sampe dan keterangan transaksi gagal tolong dong balikin saldo duit saya buruk gojek tidak ada etikat baiknya bikin kecewa,negative,neutral,Mixed sentiment detected
6799,kak mohon maaf kalo aku ngirim alamat nya sudah lengkap trus bener kenapa map nya malah kearah lain ya padal kan namanya juga sudah sama tapi ngarahnya bukan ke alamat kita gitu jadi drivernya nyasar tolong dibantu kak makasih dari aplikasi nya sudah bagus,positive,neutral,Mixed sentiment detected
6813,cukup membantu dalam segala hal kepuasan pelanggan bukan dari segi aplikasi namun dari segi sang driver terimakasih gojek selama saya pesan tidak pernah mengecewakan,positive,neutral,Mixed sentiment detected
6832,aplikasi nya bagus tapi drivernya suka diamin pesanan orang tolong jika bisa auto cancelnya dipercepat sangat menggangu jika memesan go food drivernya kayak patung diamin lambat ujung ujungnya batal sendiri,negative,neutral,Mixed sentiment detected
7033,lagi hujan tidak bisa pesan apapun,neutral,negative,"Clear negative pattern, not mixed"
7105,pas pesan makanan di gofood lambat banget makanannya jdi drivernya juga belum dicariin buang buang waktu sampe jam pesanan belum jadi juga udah gitu drivernya blum dicariin juga lebih suka gojek yang dulu dari pada yang sekarang suka bug juga padahal internet adabagus tapi di gojek ny katanya internet kamu mati aneh banget,negative,neutral,Mixed sentiment detected
7144,pas buka gofood loadingnya lambat banget malah kadang nggk bisa dibuka padahal jaringan internet lancar,neutral,negative,"Clear negative pattern, not mixed"
7163,sejauh ini pelayanan gojek baik tapi dalam segi aplikasi menurut saya berkurang dari yang lama skrang kita tidak bisa mengetahui harga perjalanan jika menggunakan gopay atau tidak dan juga jika ada diskon tidak tertera diskonnya telah dipakai atau belum jadi kurang nyaman,negative,neutral,Mixed sentiment detected
7177,kenapa selalu minta lokasi diaktifin padahal sudah aktif jadi tidak bisa pesan go food klo pesan go car bisa,neutral,negative,"Clear negative pattern, not mixed"
7218,bagus banget pengemudi gojek yang ada di seputaran riau saya mau gosen ke tempat saja yang tolak pengemudi ap saya harus terus pakai aplikasi ini sungguh sangat mengecewakan harus nya saya bisa menghemat waktu dengan adnya aplikasi ini tapi saya hanya membuang waktu untuk pesan lagi lagi lagi dan lagi kecewa,negative,neutral,Mixed sentiment detected
7293,aplikasi cukup baik namun pada bagian layanan go shop banyak pengemudi yang membatalkan pesanan sehingga kesannya belum ada atensi lebih pada customer mungkin bisa jauh lebih ditegaskan kepada pengemudi agar jauh lebih berkomitmen pada layanan customer sehingga tidak memunculkan kesan buruk seolah olah pengemudi tidak mau mengambil pesanan karena alasan personal untuk sekarang bintang dulu semoga dievaluasi dan lebih baik,positive,neutral,Mixed sentiment detected
7317,kadang hujan suka gangguan terus tidak bisa pesan,positive,negative,Clear negative pattern detected
7357,selama ini pake gojek aman aman saja tetapi beberapa hari belakangan aplikasi sering stuck dan crash yang membuat saya harus keluar terlebih dahulu baru masuk lagi dan ini terjadi berulang setiap saya sedang berada di dalam aplikasi tolong segera di perbaiki ini benar benar ganggu,positive,neutral,Mixed sentiment detected
7382,bagus si pengemudi nya banyak jadi dimanapun itu pasti ada gojek dan juga tepat waktu tapi suka tiba tiba ke pesen driver terus pas waktu di batalin ada yang maki maki saya karena dibatalin padahal waktu aku lihat pengemudi nya tidak maju selama menit terus aku pesen lagi dan pengemudi yang ku batalin sama yang ku pesen malah datang barengan habis itu pengemudi yang ku batalin maki maki aku pake kata kata yang kurang sopan,positive,neutral,Mixed sentiment detected
7400,saya pengguna aplikasi ini sudah sejak lambat dan menurut saya aplikasi ini sangat membantu sy tapi terkadang ad beberapa pengemudi yang agak kurang sopan tapi cs nya sangat sigap dalam menyikapi laporan ketidak nyamanan konsumen semoga kedepannya bisa lebih baik lagi,positive,neutral,Mixed sentiment detected
7419,kecewa saya kebobolan saldo gopay saya tidak pesen makanan tapi pesenan jalan sendiri dan nyedot saldo gopay saya tolong diperbaiki lagi keamanan nya terima kasih,negative,neutral,Mixed sentiment detected
7443,ngirim kode otp lambat banget sih nyoba brkali ttp tidak dapet padahal nomer sudah bener dan koneksi internet stabil ini gmn,neutral,negative,"Clear negative pattern, not mixed"
7453,kenapa ini sudah di update pas selesai update kenapa pas dibuka apk gojek nya gabisa ya admin ini knpa toh jaringan saya lancar terus ntn ig dll pas buka gojek malah keluar terus masuk nya lambat cuman tulisan gojek saja daritadi ini mohon diperbaiki lah ya seharusnya kalo sudah di update lebih baik tidak ngeleg,positive,neutral,Mixed sentiment detected
7470,suka error sinyal full jaringan bagus dapet pengemudi tapi tidak pernah nyambung ditungguin sampe menit tidak sampe drivernya nyoba kali pesen gitu terus padahal pengemudi beda niatnya biar cepet malah telat banget bukan salah drivernya tapi saya ngerasa pelanggan dama pengemudi tu susah banget buat komunikasi,negative,neutral,Mixed sentiment detected
7480,terasa sangat membantu ketika saya pindah ke kota lain di tempat baru ini saya belum tahu jalan atau tempat yang akan dituju dengan adanya gojek sangat membantu mobilitas saya,negative,positive,Clear positive pattern detected
7486,dulu ketika gojek baru booming saya senang menggunakan aplikasi ini karena pelayanan nya masih bagus tapi sekarang malah bikin kesal tarif naik di waktu tidak tertentu kalo mau pesan kadang pengemudi nya dapat yang jauh padahal yang dekat banyak pesan makanan juga mahal nya minta ampun point saya sudah banyak sekali tapi tidak bisa terpakai karena rewardpromonya kebanyakan untuk daerah jabodetabek saja kalo mau pesan gojek sekarang lambat nunggu bisa sampe setengah jam alasan drivernya karena alamat rumah saya tidak sesuai gps padahal gps kan sampe pelosok juga masih terdeteksi lagipula rumah saya bukan di pelosok banget,negative,neutral,Mixed sentiment detected
7511,sumpah ya aplikasi ini leletlemotlooding lama tolong dong diperbaiki tidak efisen cuman nunggu kelolaannya buang waktu banget dengan adanya aplikasi seperti inikan utk kemudahan kita yahemat waktu ya ini tidak buang waktu nunggu kelolaannya tolong dong diperbaiki,negative,neutral,Mixed sentiment detected
7572,kenapa mau beli pulsa dll tidak bisa lah trus klo tidk bisa di gunakan kenapa di bwt app ini kenapa makin hari makin jelekk saja ini aplikasi nya trus saldo di dalam buat apa cuman jadi pajangan z tolong di perbaiki lah aplikasinya katanya sudah sedunia tapi kenapa malah makin parah,negative,neutral,Mixed sentiment detected
7598,aplikasi nya sudah bagus tapi tolong pengurusan akun gopay yang terblokir dan terkunci di percepat dong kasian costumer pengguna lama,positive,neutral,Mixed sentiment detected
7608,bukannya makin lambat aplikasi semakin bagus ini malah mundur aneh giliran mau pesan harus berkali baru bisa ke order enak orderannya cuma saja yang berhasil setelah berkali pesan ini malah semuanya setelah ke pesan tidak bisa di cancel sumpah ngerugiin konsumen banget ini aplikasi giliran tidak mau pesan malah ke pesen sendiri dan pas mau di batal tidak bisa hadeehh sanagat mengecewakan kalo ada yang lebih buruk dari bintang saya kasih,negative,neutral,Mixed sentiment detected
7630,sudah beberapa hari tidak bisa pesan gojek karena harus download aplikasi gojek yang baru yaa padahal sebelumnya lancar saja kalo mau pesan goride atau gocar sudah di coba download ulang tidak bisa juga,positive,negative,Clear negative pattern detected
7709,pesan makanan saat hujan tidak pernah dapat driver hingga tunggu jam banyak fitur tapi hal sepele seperti ini tidak bisa di perbaiki kecewa sekali,negative,neutral,Mixed sentiment detected
7793,kenapa kalau ganti nomor hp tidak bisa login lagi,neutral,negative,"Clear negative pattern, not mixed"
7803,tolong disain uinya di bener rin admin emak gueh kebingungan sampe akhirnya pake grab karena mudah gueh kecewa uinya emng bagus tapi untuk ux bagi kalang orang old kaya kebingungan,positive,neutral,Mixed sentiment detected
7812,kecewa banget sama aplikasi ini saya isi token x transaksi tapi nomor token yang keluar itu sama dengan transaksi yang pertama sudah jelas waktu transaksinya berbeda selisih menit tapi jawabannya suruh tanya ke pln bagaimana bisa nomor token saja sama otomatis tidak bisa kepakelah pulsa gopay terbuang percuma deh,negative,neutral,Mixed sentiment detected
7864,sangat mengecewakan buruk tidak ada penyelesaian dan solusi yang baik saya pemakai jasa gocar utk pengiriman kue dan makanan gara saya mau cepat dan di kejar pelangan utk pengiriman saya bbrp kali batal pengemudi karena posisi terlalu jauh dan karena hal tsb akun saya di nonaktifkan hal tsb sudah saya laporkan ke cs tapi tidak ada solusi yang baik malah di suruh buat akun baru tolong pulihkan kembali akun saya,negative,neutral,Mixed sentiment detected
7886,aplikasi yang baru kurang ajar banget bagus up saldo laporan sudah succes tapi dibakun gojek customer saldo belum masuk jelek sampah,negative,neutral,Mixed sentiment detected
7953,selama ini lancar dan baik saja tapi kenapa tiba mau go investasi sudah tidak bisa pake paylater nya ya,positive,neutral,Mixed sentiment detected
8014,sejauh bulan aku pakai gojek sangat baik aplikasinya mudah dipakai penyelamat laparku hehe tapi tidak tau akhir akhir ini promosi jarang ada mungkin kedepannya makin banyak saja promonya,positive,neutral,Mixed sentiment detected
8015,sudah tahun pake gojek puas banget tapi baru kali ini kecewa karena setelah diupdate malah lemot,negative,neutral,Mixed sentiment detected
8019,suka tapi kalo bisa gofood nya di bikin yang bisa chat ke pengemudi ya agar tidak susah komunikasi nya,positive,neutral,Mixed sentiment detected
8079,promonya banyak yang nipu voucher gratis ongkir rb tapi bayar tetep mahal beda sama grab tolong diperbaiki lagi promosi go food nya jika ingin bersaing dengan grabfood,positive,neutral,Mixed sentiment detected
8082,aplikasi nya bagus tapi kenapa semenjak status aplikasi gojek saya sudah level sultan malah semakin susah dapat driver terlebih utk gofood tapi pake aplikasi di hp suami malah mudah dpt driver anehh,positive,neutral,Mixed sentiment detected
8088,tolong perbaiki lokasi sudah aktif tapi masih disuruh aktifkan lokasi akhirnya saya non aktifkan dan aktifkan lagi setelah saya menutup notifikasi yang disuruh mengaktikan lokasi malah balik ke menu awal transfer ke bank sekarang dikenakan tarif padahal dulu gratis saya akan membuat review buruk di semua sosial media youtube ig dan tik tok saya mempunyai followers banyak klo tidak di perbaiki keluhan yang masuk akal terima kasih,negative,neutral,Mixed sentiment detected
8124,aplikasinya baik bagus dan bisa digunakan buat banyak transaksi namun disayangkan karena sering bngt minta update kl tidak diupdate semuanya jadi lambat mohon perbaikannya ya kak terimakasih gojek,positive,neutral,Mixed sentiment detected
8167,saya sangat kecewa karena gopay saya terblock dengan alasan adanya aktivitas mencurigaka padahal saya pake hanya untuk kirim terima dan make promonya aja sudah gitu masih ada sisa saldonya memang tidak hilang saldonya tapi kalau tidak bisa dipakai untuk apa saldonya terakhir pelayanannya sangat lambat csnya susah dihubungin itu semua sangat membuat saya kecewe mungkin jika ada perbaikan saya bisa pertimbangkan ok nanti saya coba kalau berhasil saya akan edit ulasannya,negative,neutral,Mixed sentiment detected
8229,diskon gratis ongkir pas di pake vocer nya bisa pas di pesen harga nya tetep harga restoran nya tidak ada diskon nya sudah kali begini untuk saya yang pencari diskonan sangat kecewa,positive,negative,Clear negative pattern detected
8264,aplikasinya bagus cuman kesusahan pas lagi login dan saya mau ngasih pin di go pay nya susah banget tolong ya diperbaik tapi pelayanan nya bagus ass wr wb,positive,neutral,Mixed sentiment detected
8267,dulu sangat membantu sekarang sangat membunuh tarif sangat mahal seperti terjajah oleh aplikasi mungkin ini aplikasi belanda atau jepang saran saya jangan di gunakan,negative,positive,Clear positive pattern detected
8294,kenapa di aplikasi gomart tidak bisa pesan rokok,neutral,negative,"Clear negative pattern, not mixed"
8298,selama naik grab bike pengemudinya slalu baik dan ramah tpsaran buat gojek kalo bisa semua armada gojek pake motor matic yang bagian tengahnya lebar karena disamping nyaman pake motor matic dan memudahkan penumpang bawa barang itu saja dari aku kalo motornya seragam bagus kan bukan cuma jaket dan helmnya aja,positive,neutral,Mixed sentiment detected
8299,saya menyesal sih berkali kali saya pesan bagus sih ada voucher gratis ongkir eh ternyata harga makanan beda dengan yang ada di aplikasi terus beda nya setara dengan harga ongkir kan sama ajah terus pengemudi tidak mau kasih nota katanya sudah di jalan dan ini sudah berkali kali kecewa masalah nya ini masalah kepercayaan saya harusnya harga makanan diupdate supaya tidak membingunkan pelanggan padahal saya selalu update aplikasi gojek tapi kenapa gini yah beda harga makanannya bisa sampai selisih ribu,positive,neutral,Mixed sentiment detected
