review,rating,sentiment,sentiment_label,label,date,thumbs_up
Saran buat aplikator gojek wilayah Jawa Timur sekitarnya harga gojek buat driver tidak manusiawi dan oderan estafet ke driver sangat lama penjemputan mohon di kaju ulang.,3,2,negatif,1,2024-12-25 19:44:46,0
"aplikasi yang membantu dalam keseharian, mulai dari transportasi, makanan, hingga belanja",5,5,sangat_positif,4,2025-10-08 20:55:07,1
Tolong di benerin lama banget nunggu driver dapet tapi di batalin drivernya terus berkala kali kalo perlu kurangin rating driver nya kalo gitu di tunggu lama lama,3,3,netral,2,2025-03-07 22:41:44,0
"Kenapa saya turunin bintangnya, karena beberapa kali naik gocar akhir-akhir ini, hampir tiap drivernya menumpahkan keluhan menjadi mitra gojek krn pendapatan mereka menjadi lebih kecil dari sebelumnya, sehingga menurunkan pelayanan kepada saya khususnya. Apalagi terlalu lama mendapatkan driver krn mereka memilih-milih utk mengantarkan pelanggannya dengan berbagai alasan menyarankan saya utk mencari driver lain. Saya masih berikan bintang 3 krn masih bisa diandalkan utk transaksi naik kereta.",3,3,netral,2,2025-02-28 01:06:33,15
Gak pernah mengecewakan,4,4,positif,3,2025-01-29 18:08:37,0
Berusaha dan tidak bosan menunggu. Terima kasih.,5,5,sangat_positif,4,2025-11-20 17:07:18,0
Sangat terbantu di saat d butuhkan,4,4,positif,3,2024-10-15 16:16:37,0
pengajuan lagi susah padahal. sudah pelunasan lebih awal. kl. cepat bintang 5.,4,5,sangat_positif,4,2025-10-13 12:44:32,2
"Alhamdulillah sdh lebih 7thn sy berlangganan Gojek,selalu memuaskan",5,5,sangat_positif,4,2025-10-15 08:35:18,0
"respon cepat, ramah juga",4,4,positif,3,2025-11-05 21:01:38,0
Dulu aku secinta itu sama gojek apa2 gojek mau kemana aja gojek tapi sekarang Udha gak terlalu karena 1.kadang nunggu lama gak Maslah lah namanya juga pakai gojek hemat 2.padahal jaraknya cuma dekat tapi harganya mahal,3,2,negatif,1,2025-09-12 06:47:44,2
embangkan lagi titik lokasi masih banyak belum masuk minimal Priboemi lah jangan aseng,5,5,sangat_positif,4,2025-10-05 11:27:54,0
Makin lama gofood ga ekonomis makan lama makin mahal mungkin skrg khusus buat menegah keatas,2,2,negatif,1,2024-12-06 10:05:21,1
masa pembatalan pesanan tunggu smpai be jam,3,3,netral,2,2025-10-17 00:56:00,1
"Iklan nya menggangu, kenapa setiap main HP selalu muncul iklan ini, jadi gk bisa di mainan HP, enak ntnn tiba tiba muncul gitu trus,",4,4,positif,3,2024-11-05 11:29:55,0
lumayan lebih baik drpd lu manyu,4,4,positif,3,2025-07-10 16:10:37,0
berkendara jadi mudah dan aman,5,5,sangat_positif,4,2025-10-15 22:53:36,0
"orang nya ramah ramah, sesuai dengan yang aku ingin sipp intine",5,5,sangat_positif,4,2025-10-01 20:30:50,0
bgus nyaman harga terjangkau cepat,5,5,sangat_positif,4,2025-09-27 06:37:43,0
gofiod ndak bisa di cancel. nunggu udh lama banget. menghambat kerjaan,1,1,sangat_negatif,0,2025-11-16 19:17:22,1
maaf program sama sistemnya tolong diperbaiki,3,3,netral,2,2025-05-09 19:35:23,0
"Kenapa mau puasa malah gojek susah, dan mahal banget, biasanya 9000 10.000, skrg jadi 40.000 . Dikira semua org banyak duit, tu bolak balik aja dah 80.000. Kau pikir la pake logika",2,2,negatif,1,2025-02-28 21:07:05,1
"Saya suka pake apl ini baik gojek, gocar. Gofood... Cuma agak kesel ketika pesan makanan estimasi waktu 40menit ... Belum dpt driver. Kita udah lama nahan Lapar... Udah 1 Jam saya cancel ke Bantuan tapi jawaban makanan sedang dibuat padahal sudah melebihi estimasi waktu. Klo gk dpt driver tolong cancel. Org lapar suruh nunggu 1 Jam, kesseeelll Gak tau ini jadinya gimana. Masih nunggu ini",4,4,positif,3,2024-12-14 18:15:27,0
titik ya kadang g sesuai sm tempat pemesanan kita,4,4,positif,3,2025-08-24 22:51:28,0
"Benar2 sangat membantu untuk aku yg tidak bisa membawa kendaraan sendiri, makin jaya gojek",5,1,sangat_negatif,0,2025-11-04 10:02:28,0
"aplikasi nya membantu, tapi iklan nya ada dimana mana tolong ya iklan nya dikurangi soalnya lumayan mengganggu dan selalu datang berkali kali",4,4,positif,3,2025-07-07 19:47:26,0
Lama bngt dapet driver ny,3,3,netral,2,2024-11-28 18:31:59,0
"apa apaan ada biaya bungkus 3 ribu? bukanya bungkus dari resto nya langsung ya? emgnya biaya bungkus 3 ribu itu gojek ngasih bungkus tambahan? kan enggak, udahlah ongkir mahal. harga makanan naik, biaya lain2 banyak, jangan mentang2 aplikasi li banyak yg make jadi seenak jidat lu aja naikin harga.",1,2,negatif,1,2025-10-16 10:07:26,4
"Pengiriman tepat waktu, kondisi barang tiada cacat, driver ramah.",5,5,sangat_positif,4,2025-11-01 13:11:30,0
"oke bgtt,, tp tdk ada yg sempurna di dunia inii hehe",4,5,sangat_positif,4,2025-08-21 06:46:21,0
sekarang kalo mau dapet vocer gojek susah ya? . padahal butuh banget buat berangkat sekolah,2,2,negatif,1,2024-12-02 00:12:18,0
aman nyaman terpercaya,4,4,positif,3,2025-04-04 11:18:11,0
"sdh sangat bagus, namun kadang bingung, biaya penanganan ituu apaaa, kok lbh mahal dr biaya drivernyaaa",5,5,sangat_positif,4,2025-09-24 08:01:38,0
"Bintang 3 ajalah, gak tega kasi 1 bintang. Aplikasi bagus. Yg sering sy pakai gojek dan gofood doang. Gocar sementara blacklist, mending cari taksi yg sdh punya nama besar, waktu jemput dan kenyamanan lbh bagus meski harga lbh mahal dikit drpd gocar",3,3,netral,2,2025-01-09 17:24:04,6
Kadang ngebantu Kadang bikin kecewa,4,4,positif,3,2025-02-09 01:49:09,0
kenapa ongkir Go-Jek naik lagi biasanya 7 rb menjadi 14,3,3,netral,2,2025-08-19 14:30:36,2
"oke , promonya Asyik. jadi bisa kasih tips buat driver",5,5,sangat_positif,4,2025-10-18 16:38:29,0
Pelayanan order gofood lama dan apalagi musim hujan banyak driver matiin aplikasi Beda gojek dulu sama gojek sekarang,2,2,negatif,1,2025-01-26 16:22:31,0
mantap perbanyak promonya,4,4,positif,3,2025-10-28 13:06:51,0
sinyalnya suka ngeselin,3,3,netral,2,2025-04-17 18:47:46,0
"tlg dong drivernya gofood estimasi 1 jam jd 2 jam, mana gak jalan jalan",2,2,negatif,1,2024-12-01 21:37:25,0
"saya bener bener kecewa kali ini pengajuan banding ditolak, perangkat saya dibekukan tidak bisa login sama sekali menghubungi CS pun susah gojek semakin lama semakin tidak baik untuk kinerjanya",1,1,sangat_negatif,0,2025-10-29 00:23:53,2
kenapa sih sekarang suka ke order dua kali plis kasian abang gojeknya!,3,3,netral,2,2025-11-13 16:15:26,1
GK jelas udh mau uninstall aja udah lah,1,1,sangat_negatif,0,2025-11-11 08:05:29,2
"Driver gocar pada pilih2, yg deket pada gk mau ambil orderan",2,2,negatif,1,2025-01-21 05:24:22,1
gocar point bandara soekarnohata mengecewakan,1,1,sangat_negatif,0,2025-11-18 17:56:04,1
"q qm. aku ey!SSSee boxxim q. Apa 4 1 ,",1,1,sangat_negatif,0,2025-09-21 13:33:45,1
"Tolong di upgrade dong gojek, kasian driver pada nyasar alamat gara2 ga di upgrade",4,4,positif,3,2024-12-24 10:14:51,0
Gojek sm gopay knpa yaa saya mau login ga bisa udh verif wajah gagal mulu 3x tolong dong di bantu saya perlu mau pke,3,2,negatif,1,2025-01-02 06:41:16,0
Mudah ...Murah... Cepat ...Simpell Aman,5,5,sangat_positif,4,2025-11-05 16:55:43,0
Untuk area semarang Aplikasi harga tidak stabil driver malas-malas.,3,3,netral,2,2025-01-30 07:02:17,6
ganti ceo gojek bikin sengsara driver orderan anyep kalow saldo minus terus musti pake slot ga balikin sistem gojek yang dulu,1,1,sangat_negatif,0,2025-11-01 18:37:17,1
"Drive mitra nya pada males, masa kita order sering lama banget dapat driver padahal di map nya terlihat banyak sekali driver yg terlihat di sekitar",4,4,positif,3,2024-12-15 20:20:50,0
Tolong dong klo hujan d perbaiki posisi driver nya jauh2 semua padahal banyak yg dekat klo d liat di maps,4,4,positif,3,2024-12-15 23:07:27,0
masa jarak dari hotel pullman ke saung wira 53 rb ngotak dikit lah soalnya ini goride,1,1,sangat_negatif,0,2025-11-01 20:11:00,1
Aduh pesen GoFood Drivernya Banyak yang pemalas Tolong di seleksi lagi Keburu lapar.,2,2,negatif,1,2025-06-10 18:04:24,1
bagus driver nya ramah,2,3,netral,2,2025-05-16 05:18:43,0
"kalau bisa meskipun hujan goride jgn seenaknya SDH nunggu lama mulai mendung sampai akhirnya turun hujan dan akhirnya dibatalkan pihak driver dichat atau di telpon TDK bisa,pdhl saya setiap hari brgkt dan plg kerja pakai goride",4,4,positif,3,2025-11-22 15:09:27,0
pokok nya okeeehh bgt deeehhh..,4,4,positif,3,2025-05-11 14:51:25,0
memberikan pelayan baik,4,4,positif,3,2025-04-22 19:16:35,0
"Mau beli Kouta sering error, hadeh",3,3,netral,2,2025-05-14 06:29:28,0
banyakin lg program diskonnya,5,5,sangat_positif,4,2025-10-17 13:44:28,0
Pelayanan nya lebih baik daripada aplikasi sebelah . Pilihannya juga banyak,4,4,positif,3,2024-11-25 21:15:06,0
dobel order merugikan aturan orrderan saya udah selesai malah ngambil orderan ke resto 1 lagi kan jadi nya nambah lama ga ngotak mikirin untung doang,1,1,sangat_negatif,0,2025-10-31 19:31:09,2
"mantab, tp kurang ada diskon",4,4,positif,3,2025-04-02 15:09:08,0
kecewa sangat sama aplikasi ini,1,1,sangat_negatif,0,2025-10-01 16:10:55,1
assalamualaikum gojekk bisaa gaa sii driver gofood nyaa dii percepatt di perbanyakk .. ngeselinn bangett.. dahh tauu cewee gw kepengenn seblakk .. driver nyaa lamaa bangett ngambill nyaa .. akhinraa pesanan nyaa dii batal kann tambahh badmoodd betee cewee gww ngeselinn bangett,3,3,netral,2,2025-04-02 20:03:36,0
Alamatnya pasti salah terus.,2,2,negatif,1,2025-03-12 10:51:05,0
hanya Bintang yang Tahu,5,5,sangat_positif,4,2025-10-28 05:47:09,0
"jangan gunakan aplikasi ini mencekik driver,jika anda menggunakan aplikasi ini sama dengan mendukung aplikator rusak yang menjadikan mitra sapi perah tanpa makan yang layak",1,1,sangat_negatif,0,2025-10-13 14:50:36,2
sering erorrnya drpd gak mana lagi butuh banget buat berangkat kerja malah erorr kayake perlu diperbaiki deh,2,2,negatif,1,2025-05-08 06:29:32,0
"Tolong pihak Gojek perlu memperhatikan masalah ini,krna berpengaruh penting pd perusahaan. Beberapa waktu yg lalu saya mengalami hal tidak mengenakan dari mitra gojek yg nangkring di sekitar Sarinah. Yg terdengar jelas suaranya ada 2 orang ojo mitra gojek yg minim attitude, sembarangan ngomen orang yg lewat saya sendiri dengan sengaja suara nyaring. Mungkin bagi mereka hal remeh, random, dsb. Tapi pd soal ketidak-pedulian itulah letaknya bagaimana attitude jelek mereka itu mengganggu orang.",4,2,negatif,1,2025-08-14 13:04:25,0
"thank u nadiem, this app is very usefull for my life, i always use this app like when i feel hungry or when i wanna go to the another place",4,4,positif,3,2024-10-24 15:38:34,0
"please, mang gopud nganter makanannya jadi bener-bener berbelit banget diarahinnya, kasian kita juga sebagai customer karena kasian harus ngasih tip lebih gede juga tolong dong kalibrasi petanya dibenerin, kasih rute tercepat, jangan yang berbelit-belit gitu lho",4,5,sangat_positif,4,2025-04-07 22:10:52,2
adanya gojek sangat membantu kami dalam bepergian...dengan menggunakan aplikasi gojek sangat memudahkan kami dalam melakukan pemesanan..sehingga memperlancar dan mempersingkat waktu tunggu kami..,4,5,sangat_positif,4,2024-12-19 17:25:22,0
sangat membantu dalam berkegiatan dan bersilaturahmi,5,5,sangat_positif,4,2025-10-11 21:00:15,1
driver gojek sekarang sering banget cancelin orderan deket2..maunya yang jauh aja..apalagi didaerah bingin uluwatu bali..cari driver gojek kayak cari emas..banyak yang sombong,3,3,netral,2,2025-09-09 09:55:58,1
"Tolong adakan PEMBATALAN PESANAN! sering kali saya belum selesai memesan, blm menggunakan voucher, kepencet sedikit saja auto terpesan. Tolong adakan opsi pembatalan ketika masih diawal awal jadi saya bisa mengeditnya, seperti aplikasi lain. Bantuan tidak memberikan solusi, hanya menyuruh sabar tanpa adanya solusi yang berarti.",2,2,negatif,1,2025-08-16 12:15:41,1
"tolong di benerin apkny,map nya ga sinkron sama titik antar. bikin susah",4,4,positif,3,2025-09-05 16:24:42,1
Aplikasi Go-Ojek tetap selalu menjadi yang terbaik bintang lima buat layanan pelanggan go-foodnya,5,5,sangat_positif,4,2025-11-15 17:20:12,0
aplikasi yg bagus sih menurut saya,4,4,positif,3,2025-01-07 14:05:19,0
Paling sebel kalo pesan transfortasi lewat magrib selalu susah.kalo pun ada yg masuk pasti drivernya minta di batalin dengan berbagai macam alasan,3,2,negatif,1,2024-11-17 19:44:48,0
"Lumayan jarang gunain fitur Gocar, sering dapat driver yang gak jemput sesuai titik dengan alasan nunggu di depan simpang, padahal mobil bisa masuk kedalam simpang, Kebanyakan juga driver gocar tidak ramah, terlebih daerah sumatera Tolong pihak Gojek, apk penilaian driver lebih berpengaruh ke driver yg bermasalah, dan buat driver yg baik dpt manfaat lebih banyak",3,2,negatif,1,2025-01-22 21:26:20,0
driver pemalas semua,1,1,sangat_negatif,0,2025-09-30 16:45:20,1
"fitur gofood nya lama banget, masa bisa sampai 2 jam..",1,1,sangat_negatif,0,2025-11-21 19:48:28,2
makin males pesan gofood pas nyari driver sengaja dilama lama in,1,1,sangat_negatif,0,2025-10-18 15:13:50,1
"harga terjangkau,aplikasi mudah digunakan",5,5,sangat_positif,4,2025-11-14 17:45:31,0
"kdng bagus kdng gimana gtu, tapi okee",4,4,positif,3,2025-04-07 16:02:57,0
Pakai gojek jadi lebih mudah berpergian,5,5,sangat_positif,4,2025-11-22 10:17:46,0
"Selama ini aplikasi ini sangat membantu, seperti hal makanan, disaat hujan, aplikasi ini sangat membantu mengantarkan makanan yg kita pesan walaupun hujan, keren",4,5,sangat_positif,4,2025-02-01 11:15:29,0
"Tolong upgrade pembatalan dari driver sering banget pesen tapi selalu dapet driver susah,beda sama shopee 1x 2x gagal langsung driver ga bisa cancel",3,1,sangat_negatif,0,2024-12-19 19:33:57,2
"Mohon Di Buka Akun Gopay Saya Karena Saldonya Cukup Banyak,. Tolong Bantuan nya Segera.. Terimakasih. .",5,5,sangat_positif,4,2025-11-02 17:07:18,0
simpel dan efektif...,5,5,sangat_positif,4,2025-10-01 07:16:02,0
kirim gambar di chat lama banget ga jelas heran,2,2,negatif,1,2025-10-22 13:18:15,3
"GA ASIK SELALU GAADA VOCER, MAKIN DIKIIT BANGET",2,2,negatif,1,2025-05-08 20:16:17,0
"Saya Sangat Kecewa Dengan Pelayanan Gokar Sekarang, Setiap pesan Gokar Selalu Di Cansel Sm Driver nya, Bahkan kadang Sampai 5x, Sampai Pakai Gokar Comfort Yg Hargax Lebih Mahal, masih Sj Sulit Akhirx Pindah ke Grab Lebih mudah Dan Murah",2,1,sangat_negatif,0,2024-12-07 09:35:02,0
"gojek sebenarnya bagus tapi kenapa ya setelah hujan order gojek susah banget sekalinya dapat drivernya jauh banget, akhirnya saya beralih ke Maxim pesen langsung di ambil sama drivernya",5,5,sangat_positif,4,2025-10-31 20:54:09,0
"udah order 3x tapi gaada driver yang dateng, padahal ada acara penting yallah yallahh sabarr",3,3,netral,2,2025-01-19 15:08:15,2
"Aplikasi gocar nya kurang bagus, selalu di cencal terus. Alesannya jarak terlalu jauh dan harga terlalu murah, macet lah, bla bla bla bla.",4,4,positif,3,2025-02-21 08:38:10,0
"pelit voucher,apk jdi tdk berguna",1,1,sangat_negatif,0,2025-11-09 13:47:26,1
sistem komplain mengenai kendala dalam proses pemesanan tidak bagus,1,2,negatif,1,2025-11-14 11:33:30,2
"ayo sejahterkan drivernya pasti gak akan rugi. Gak ada sejarah memeras keringat orang dengan kecurangan akan jadi perusahaan besar, yang ada lama2 akan tenggelam.",5,2,negatif,1,2025-11-15 11:56:58,8
"tolong, kalo kasih pengantar jangan kejauhan. lama",2,2,negatif,1,2025-09-12 13:49:05,1
komunikasi cepat dan lancar pokokx rekomendet banget pak gojekx,5,4,positif,3,2025-11-05 17:55:06,0
"Tolong di kasih fitur di apknya agar penumpang bisa melihat ratingnya sendiri, soalnya penumpang nggak akan pernah tau berapa rating yg diberi oleh pengemudi.",2,2,negatif,1,2025-07-23 06:39:58,2
Tolong dong jangan update terus kadang memori gbs nampung,2,2,negatif,1,2024-11-19 11:13:53,0
"mudah, praktis dan banyak promo nya",5,5,sangat_positif,4,2025-09-24 20:18:36,0
Ga ada angin gak ada hujan Gopaylater di blokir dan di buka lagi hadehh,2,2,negatif,1,2024-12-22 16:34:47,0
"saya udah sering beli makanan digojek tapi pesanannya selalu telat, giliran maag saya udah kambuh itu pesanan baru dianterin kadang kadang juga pesanan saya dicancel padahal posisi saya maag nya lagi kambuh",2,2,negatif,1,2024-11-30 19:42:22,0
pea catetan nya kaga mau ilang klo bisa kasi catetan sekali pake aja jangan buat orderan selanjutnya kasian Abang gojek gw beli mixue masih ada catetan pedes satu,2,2,negatif,1,2025-04-15 20:34:47,0
Pesen goofood padahal cuman mixue yg gk butuh waktu banyak tapi karena pake yg ekonomis ampuun lama nyaa,4,4,positif,3,2025-01-28 15:23:03,0
sangat baik nyaman dan mematuhi aturan,5,5,sangat_positif,4,2025-11-19 13:55:27,0
solusi saat banyak agenda,5,5,sangat_positif,4,2025-10-20 16:42:35,0
"kalo mesan gofood selalu lama dapat drivernya, smpai2 makan2 yg jadi diresto dingin, pdhal driver bnyak yg ngetime gak dpt orderan",3,2,negatif,1,2025-06-11 22:28:03,0
"pas pesen go food banyak yang belum sampai titik udah nanyain yang mana rumah nya padahal kan ada maps nya ,",4,4,positif,3,2025-05-04 20:22:34,0
beberapa titik lokasi tidak sesuai,4,4,positif,3,2024-10-17 10:49:06,0
Lebih baik dan pertahankan lg,4,4,positif,3,2024-12-11 11:20:57,0
"perkiraan waktu ga sesuai, masa perkiraan 20 menit sya pesan jam 8 sampe jam 9, mending shopeefood.",2,2,negatif,1,2025-05-04 09:07:18,1
bagus aplikasinya ...mudah siih...luar biasa,3,5,sangat_positif,4,2025-04-06 16:18:31,0
sudah tidak dapat diinstal lagi mulai hari ini sudah dapat diinstal dan digunakan lagi,4,4,positif,3,2025-10-15 10:24:53,1
"Ini gmna pesanan gofood sudah di confirm nunggu lama,tapi tiba kaga dpet driver KECEWAA BANGET MANA UDAH LAPER PULA!",2,2,negatif,1,2025-01-02 20:03:27,0
"aman, nyaman dan praktis",5,5,sangat_positif,4,2025-11-02 07:31:03,0
tepat waktu dan Driver nya Ramah,5,5,sangat_positif,4,2025-11-17 21:33:32,0
Kalau panggil Pak Haji tapi pak haji aja,3,3,netral,2,2024-11-25 11:13:19,0
Agak kecewa nih sama Gojek Gojek kenapa sih setiap pas lagi hujan trs pesen grap kenapa banyak yang cancel klo gak minta cancel. Dengan alasan kejauhan rute penjemputan Tolong dong gojek,4,2,negatif,1,2025-01-14 09:22:07,0
gopay pinjam BPKB ternyata sama dengan manual...masih survey dll,3,3,netral,2,2025-06-23 13:45:58,0
"mohon jika memeberi driver gocar untuk penumpang itu yg sedang free, bukan yg sedang mengantar penumpang. alhasil penumpng menunggu terlalu lama. ada keterangan samapai dg wktu yg d tntukan dpat voucher nmun tidak ada.",3,1,sangat_negatif,0,2025-11-02 18:37:29,0
sering pke gojek malah makin mahal. promonya makin dikit. mengecewakan,2,2,negatif,1,2025-08-27 17:43:05,2
"tolong sistem pencarian otomatisnya kalo udah dapet driver, masih terus mencari, dapet driver pun berkali kali. kalo ga tidak ditutup aplikasinya terus mencari tolong para developer bug pencariannya benerin kasian driver sm penumpang jadi ribut",3,2,negatif,1,2025-04-01 16:11:12,26
³erat g. r. 3 .drsz h. s,3,3,netral,2,2025-01-19 14:48:22,1
makin kesini layananya makin buruk !!!,1,1,sangat_negatif,0,2025-10-16 21:19:45,1
pakai gojek itu lebih nyaman,5,5,sangat_positif,4,2025-10-15 19:58:46,0
sangat nyaman digunakan aplikasi ini,5,5,sangat_positif,4,2025-11-07 13:20:19,0
Banyak promo pas waktunya. Ada biaya lebih perihal tarif parkir padahal tidak parkir dan berhenti di jalan raya. sungguh mengecewakan!!,2,2,negatif,1,2025-04-28 05:38:14,0
Kok promo nya jadi 1 aja?,4,4,positif,3,2024-12-13 08:54:58,0
"bagus lah, bisa satset hehe.",4,4,positif,3,2025-07-29 04:18:38,0
gak Bisa di Topup sih,2,2,negatif,1,2025-07-06 18:44:44,0
"Kalo mesen gocar kok lama banget padahal butuh banget, sedangkan pas ga di butuhin banyak banget",3,3,netral,2,2024-12-08 03:40:56,0
ngirim gosend pake instan susah driver aekali dapet jauh jauh akibat ada slot katanya ..pindah apliaksi lain simple..mana ga bisa chat via apliaksi lagi,1,1,sangat_negatif,0,2025-09-30 09:54:51,1
"tolong kasih sistem blokir untuk driver , biar kalo kita ga suka banget dengan kelakuan drivernya, nggak bisa ketemu lagi dengan driver yang sama",3,3,netral,2,2025-05-07 13:01:01,0
sekarang gojek bener2 lama bgt klo pesen makanan di daerahku tuh kyaknya susah bgt dulu wktu di jkt prasaan gak gni apa emng udh peraturannya gni pesen makanan bisa sampe 1 jam lebih dan gak pernah tepat waktu meski udh di kasih menitnya,3,2,negatif,1,2025-07-07 18:53:13,0
"selalu gabisa ngeklik chat padahal udh di pencet or klik berulang kali tapi susah bgt masuk room chat jadi sering miscom sama driver, tolong diperbaiki fiturnya.",3,3,netral,2,2025-03-03 08:54:53,0
lagi cari gocar GK dapet² percobaan beberapa kali nyari dari harga 30 - 80 GK dapet²,1,1,sangat_negatif,0,2025-11-01 15:11:37,1
saran saya tambah kan fitur khusus driver dan penumpang perempuan agar tidak terjadi hal yang tidak mengenakan,4,4,positif,3,2025-04-18 22:46:27,0
memudahkan dlm urusan bepergian,5,5,sangat_positif,4,2025-10-22 19:00:44,0
"mudah memakainya, banyak gunanya di berbagai tempat",5,5,sangat_positif,4,2025-10-06 07:08:34,0
"Konyol sekarang, order dikasih driver yg drop penumpang lain dlu. Emng sengaja mw pake go jek biar cepet",3,3,netral,2,2025-02-21 07:58:16,0
"isi saldo g bertambah, pdhl notifnya sudah masuk",3,3,netral,2,2025-08-04 12:09:11,0
"min tolong d perbaiki, d fitur go food ketika kita order makanan di shop food yg baru atau yg selanjutnya, trus catatan dari orderan pertama kenapa masih ada, dan otomatis jd sebuah catatan ke shop food selanjutnya, sedangkan jenis makan yg d order berbeda dari sebelumnya, tolong yah d perbaiki, jd kesannya gk nyambung catatan saya terhadap pembelian saya, karena itu catatan bekas orderan sebelumnya, tolong d buat otomatis terhapus atau gmna ketika kita order baru dan ganti toko makanan.",4,1,sangat_negatif,0,2025-01-19 15:37:58,6
"Kalau ujan nyari drivernya lama, jauh pula",3,3,netral,2,2025-01-21 16:25:57,1
enak ..tp syg sambelnya sachetan,4,4,positif,3,2025-10-14 11:37:40,0
driver nya suka pada susah nge pick up orderan jadi lama saya nunggu dapetnya,3,3,netral,2,2024-11-03 20:56:05,0
"maaf aku kasih bintang 3 dulu,kenapa ya min pengajuan buat go pinjam di tolak, padahal sebelumnya di acc, cuma langsung aku lunasi lebih awal, mikir nya supaya diberi kan pinjaman tambahan yg lebih besar , eh ngajuin yg kedua dikira pinjaman di tolak, solusi nya gimana supaya pinjaman di acc lagi",3,3,netral,2,2025-06-03 13:59:18,0
"tolong donk gojek tambahin metode pembayaran qris biar gampang,yg sebelah udh ada masa gojek kalah sihhh",3,3,netral,2,2025-06-09 18:14:12,1
"bagaimana cara menggunakan kembali akun gopay plus saya yang lama sementara nonya sudah tidak ada, tolong dipermudah",3,1,sangat_negatif,0,2025-06-15 13:12:34,0
"tolong diperbaiki ya, karena asal gofood selalu telat pemesanan nyaa",3,3,netral,2,2025-04-07 14:17:49,0
Kenapa harga gojek di aplikasi berbeda dengan drivernya. Saya baru pakai aplikasi gojek memesan gojek yg di tuju. Namun harga di aplikasi 80.000 sedangkan drivernya minta 150.000 belom lagi drivernya minta uang tambahan lagi,3,3,netral,2,2024-11-03 18:16:56,1
knp penjemputan slalu jauh,1,1,sangat_negatif,0,2025-11-12 19:15:15,1
"Tidak ada konfirmasi ulang menggunakan pin ketika memberi tip, sukses menguras saldo gopay saya sampai habis karena kepencet di kantong.",1,1,sangat_negatif,0,2025-10-16 17:51:04,1
ga suka sama apk ini kalo udh pesen suka tbtb di batalkan padahal jarak dekat,2,2,negatif,1,2025-02-16 12:36:24,4
"aplikasinya makin keren aja nih, gk pake lama dapat driver cus tinggal nunggu aj",4,4,positif,3,2025-07-03 18:44:08,1
saya pengguna gojek mines supir banyak yg minta uang lebih ketika perjalanan malam hari..dn banyak yg cancel sering juga berganti menolak,2,2,negatif,1,2025-01-06 06:09:36,0
cepat responnya dan ramah pelayanannya,4,4,positif,3,2025-03-24 18:16:26,0
Pajaknya lebih mahal,4,4,positif,3,2024-11-06 16:09:21,0
Tarif go food Mahal. fee ke driver kecil,3,3,netral,2,2025-04-08 15:25:32,1
"Mahal sekarang harga 2x nya shopeefood... Udah gak worth it, ganti shopee food lebih dari 3 bulan sekarang. Jauh lebih murah...",2,2,negatif,1,2025-01-01 05:09:50,0
makin kesini makin sering down ngaco,2,2,negatif,1,2025-08-06 15:05:04,0
loading nya suka lama,4,4,positif,3,2025-11-01 12:58:47,1
mohon bapak IT gojek ..aplikasi ini sudah bagus tapi kadang masi ada bug .. saat orderan tidak bisa chat custemer .. telfon kadang gak bisa terdambung .. mohon dibenahin lagi ..,4,1,sangat_negatif,0,2025-08-22 05:16:49,0
Baguslah tapi banyakin lagi ya promonya 3,4,4,positif,3,2025-09-08 11:56:58,0
drivernya pda males sekarang kalo jauh jdi alesannya lagi rame,1,1,sangat_negatif,0,2025-11-02 15:01:51,1
"Sekarang tuh suka susah kalau mau pesen mobil, gak dapet terus, kalau lagi buru-buru gak bisa di andalkan.",3,3,netral,2,2025-02-24 19:16:18,0
"susah banget dapet driver gocar. Kalaupun dapet pasti supirnya ga gerak, di chat ga di bales, di telfon ga diangkat. Kalo emang gamau ambil kenapa ga cancel aja dari driver, kalo jadi gini saya nunggu lama tapi driver ga gerak gerak. Buang buang waktu",1,1,sangat_negatif,0,2025-10-26 20:07:03,2
saya beberapa kali order dan selalu driver sibuk ..apakah driver gojek minim sekali yaa ..sehingga tidak ada satu pun driver ya melayani pesanan saya ? tolong diperhatikan lagi pelanggan nya ..terimakasih,4,1,sangat_negatif,0,2024-11-14 20:22:55,1
APLIKASI JELEKK GA GUNA SAYA NUNGGU LAAMAA MESENN GA DATENG PADAHAL TITIK JEMPUT SUDAH BENARRR!!!,1,1,sangat_negatif,0,2025-10-18 11:02:03,1
Gofood sekarang selalu telat. Dan lumayan lama telatnya Tolong di perbaiki sistemnya. Terimakasih,2,2,negatif,1,2025-02-28 00:13:30,1
Sejauh ini masi bagus,5,5,sangat_positif,4,2025-09-21 09:22:07,0
"makanan dimahalin dari harga asli , kalau untuk.ongkir okelah ditambah lagi biaya penanganan dan bungkus yang entah dr mana asalnya.. pokoknya jadi Mahal..",2,2,negatif,1,2025-04-14 05:31:14,0
"tadi pagi saya order gojek untuk perjalan, malah ada 2 driver yg dapat orderan saya dengan tujuan yg sama. tolong dibenerin ya",3,3,netral,2,2025-05-07 08:40:46,0
sekarang kok. jelek ya untuk driver mobil . bnyk bgt yg cancel dn batalin sepihak,3,3,netral,2,2025-05-25 10:57:09,0
Memudahkan bagi yg kesulitan sarana transportasi,5,5,sangat_positif,4,2025-11-08 09:58:14,0
