text,rating,quality_score,pos_score,neg_score,neu_score,sentiment
"susahnya cari pengemudi disini, susah banget! padahal pas liat peta ada banyak pengemudi disekitar saya!",1,100.0,0.0,1.0,0.0,negative
sangat sangat membantu,5,70.0,1.0,0.0,0.0,positive
"semoga ini di baca oleh admin. bug ini merugikan saya dan pengemudi di mana titik jemput dan tujuan selalu terbalik, lambang jemput itu panah hijau ke atas dan tujuan titik merah tapi setelah memesan sistem membuat nya terbalik dimana jemput jadi tujuan dan tujuan jadi titik jemput. perbaiki",1,100.0,1.0,0.0,0.0,negative
"cs mu mending kau ganti jgn pake robot, sangat2 tidak membantu",1,100.0,0.0,1.0,0.0,negative
"sekarang gojek app agak aneh, suka kepesen sendiri, pesanan pengemudi tiba2 hilang jadi harus pesan lagi jadi kasihan sama pengemudi yang sudah effort otw. mohon di optimalkan lagi",2,100.0,0.5,0.0,0.5,negative
tidak. bisa di batalkan setelah 2 jam menunggu,1,100.0,0.0,0.0,1.0,negative
estimasi tidak tepat waktu. kalo emg gada pengemudi ya tolong sediakan pembatalan pesanan. jadi tidak nunggu lebih lambat,1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
membantu dalam aktivitas dan efisien makasih,5,100.0,1.0,0.0,0.0,positive
"kalau jelas tidak dapat pengemudi untuk pesan makanan, kenapa dibatalin tidak bisa ? dan itu lambat sekalii untuk pembatalan saja toh resto juga belum menyiapkan makanannya kenapa tidak bisa di batalin? sangat merugikan.",1,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
sering2 prmo ya awokawok,4,60.0,0.0,0.0,1.0,positive
"aku bantuin jadi pembasmi bug , biar kamu tidak sendirian.",5,100.0,0.0,0.0,1.0,positive
aplikasi aneh banget setiap pesan selalu diarahkan ke rute biasa. padahal harus lewat toll. sudah berkali-kali difrank. pada saat diedit tarik-nya ngak rasional.,1,100.0,0.0,0.0,1.0,negative
aplikasi yang sangat bagus sangat memudahkan,5,100.0,1.0,0.0,0.0,positive
cepat sat set saya utk gofood,5,100.0,1.0,0.0,0.0,positive
aplikasi yang sangat membantu sekali di saat urgent,5,100.0,1.0,0.0,0.0,positive
saya berharap perusahaan gojek dan para pengemudi nya selalu disiplin dijalan dan menjaga keselamatan serta menghormati penumpangnya. terima kasih.,5,100.0,0.5,0.5,0.0,positive
pengemudi menolak hujan jemput. menerima gacor lambat banget melulu. selamat berduka cita aplikasi gojek,1,100.0,0.0,1.0,0.0,negative
aplikasinya kurg bagus pengemudi tidak kebaca di aplikasi,1,100.0,0.0,1.0,0.0,negative
tidak ada lagi spotify premium,1,100.0,0.0,0.0,1.0,negative
"sangat mudah, efisien, dan memudahkan dalam transportasi",5,100.0,1.0,0.0,0.0,positive
bagus markotop gojekk,5,70.0,1.0,0.0,0.0,positive
cepet sat set.makasyii,5,60.0,0.0,0.0,1.0,positive
bagus cocok di pakai,5,70.0,1.0,0.0,0.0,positive
alhamdulillah. terimakasih ya.,5,70.0,1.0,0.0,0.0,positive
penjemputan nya cepat dan pengemudi nya ramah.gojek semoga sukses selalu,5,100.0,1.0,0.0,0.0,positive
solusi dari cs nya sangat tidak membantu.,1,100.0,0.0,1.0,0.0,negative
sangat bagus ramah ramah pengemudinya,5,100.0,1.0,0.0,0.0,positive
"terima kasih, suka dengan goride jika tidak ada sepeda, gofood buat yang males keluar rumah. pokoknya terima kasih.",5,100.0,0.0,1.0,0.0,positive
tanpa menunggu lambat dan cepat pengantaran,5,100.0,0.0,1.0,0.0,positive
dari sekian apk pesan makanan cuma gojek yang paling lambat lambat sering lewat jauh dari estimasi,3,100.0,0.0,1.0,0.0,negative
"masa ya bisa batalin pesanan setelah 1 jam kalau tidak dapat driver, ya pikir saja lah buruk ada orang yang tidak bisa telat makan lambat lambat dan disuruh nunggu 1 jam untuk bisa batalin, dan itu pun belum tentu dapet pengemudi lagi, coba pikir lah kocak kalo ada orang yang punya asam lambung dan tidak bisa telat makan",1,100.0,0.0,0.5,0.5,negative
"oke sudah bener, saya kasih 5 bintang. terima kasih perbaikannya",5,100.0,1.0,0.0,0.0,positive
kenapa tiba mesen gofood mau make coin promonya tidak bisa di pake ya mohon jelaskan itu bug atau bagaimana,5,100.0,0.0,0.14285714285714285,0.8571428571428571,positive
"drivernya langka, dapat yang jauh jauh, parah.",2,100.0,0.0,0.5,0.5,negative
"gojek ini csnresponnya sangatt amat lambat, saya ada kendala tapi tidak ada jawaban apapun dari cs, dan hanya meminta menunggu respon dari cs yang tidak kunjung dibalas2",1,100.0,0.0,0.5,0.5,negative
tolong jika sudah konfirmasi dari resto sudah menyiapkan makanan ya harus disiapkan makanannya pengemudi datang langsung bisa diantar tidak nunggu lagi proses masaknya sudah berkali kali pesan pelayanan masih sama. pesanan lambat dibuat pengemudi nunggu di resto lambat dibatalkan tidak bisa costumer service komputer tidak bisa komplain tidak bisa pembatalan secara manual by costumer servis sangat tidak membantu ditambah lagi sekarang ongkos kirim terlalu mahal,1,100.0,0.0,0.5,0.5,negative
pertahankan kualitas promonya,4,60.0,0.0,0.0,1.0,positive
saya kasi bintang 1 dlu. karena saya kecewa. terkadang pencarian alamat tida ketemu. di tambah. gojek ada yang menolak,1,100.0,0.0,0.5,0.5,negative
buset beli pls yang 5ribu bayar nya sampe 8 ribu biaya adminnya malah banget. tidak sesuai iklan,1,100.0,0.0,0.0,1.0,negative
layanan bagus kak,5,40.0,1.0,0.0,0.0,positive
mudah mendapatkan pengemudi,5,60.0,0.5,0.0,0.5,positive
aplikasi sangat membantu.perjalanan kemana aja.bisa,5,100.0,0.5,0.0,0.5,positive
"terimakasih gojek,apalikasi ini sngat membantu bgi kaum kmi yang tidak bisa naik motor,bisa kmn2,bisa jajan apa aja.jd tidak usah merepotakan orang2 yang disekitar.sehat panjang umur gojek",5,100.0,0.0,0.5,0.5,positive
setiap pesen pagi2 buat berangkat kuliah selalu lambat dan dapatnya yang jauh padahal drivernya banyak,3,100.0,0.0,0.5,0.5,neutral
selalu jadi andalan ketika ke rumah,5,100.0,0.0,0.0,1.0,positive
"aplikasi nya makin ribet harus pakai selfie-selfie segala lagi, trus buruk lagi selfie nya, dicoba 3 kali tapi tidak bisa.",1,100.0,0.0,0.6,0.4,negative
jadi praktis mau pergi ke mana saja,5,100.0,1.0,0.0,0.0,positive
pengemudi baik dan ramah,5,70.0,1.0,0.0,0.0,positive
"punya pengemudi belagu amat sudah sampe malah dicancel,ga mikir apa orang bakal telat?",1,100.0,0.0,0.5,0.5,negative
selalu menjadi transortasi andalanku,5,60.0,0.0,0.0,1.0,positive
hidup didesa tak petnu serba online kemana mana hanya pemborosan dengan harga2 buatan orang kota,1,100.0,0.0,0.0,1.0,negative
kirain naik gocar tarifnya sudah sama tol. mahal bamget sumpah,1,100.0,0.0,0.0,1.0,negative
sangat flexible dalam beraktifitas dan sangat membantu dlm perjalanan,4,100.0,1.0,0.0,0.0,positive
selalu tepat waktu,5,40.0,1.0,0.0,0.0,positive
diskon dan voucher hanya iklan php,3,100.0,0.0,0.0,1.0,neutral
khusus kalau jam 03-05 pengemudi nya pada tidak niat kebanyakan pengemudi nya yang batal,1,100.0,0.0,0.0,1.0,negative
hebat bada subuh sudah bs anterin penumpang. semangat pak,5,100.0,1.0,0.0,0.0,positive
semalem ada krodit tapi bingung ngubungin cs gojek pake nomer yang mana karena banyak,3,100.0,0.0,1.0,0.0,negative
cepat dan aman sampai tujuan,5,100.0,1.0,0.0,0.0,positive
potongannya terlalu besar kasian drivernya. paling tidak tega pake hemat,5,100.0,0.0,0.0,1.0,positive
"aplikasi saya tidak bisa di buka, padahal sering online",2,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
sangat di pahami. ok,5,60.0,0.0,0.0,1.0,positive
padahal jaringan kenceng tapi waktu mau mesen alesannya jaringan mati tidak jelas ni gojek padahl apl lain lancar jaringanya,1,100.0,0.0,1.0,0.0,negative
sangat puas dengan aplikasi gojek,5,100.0,1.0,0.0,0.0,positive
oke . sering pake go food mlm hr,5,100.0,1.0,0.0,0.0,positive
"kurang lengkap fitur pembayaran go transit berupa kai lokal, kai whossh , kai cargo ,kai lrt ,mrtdan kereta cepat bangsawan merah putih.",1,100.0,1.0,0.0,0.0,negative
sorry bintang 1 karena rata2 pengemudi gocarnya pada belagu. tolong kebijakannya ya!,1,100.0,0.0,0.0,1.0,negative
sangat membantu dan memudahkan dalam semua kebutuhan,5,100.0,1.0,0.0,0.0,positive
"sangat membantu ad, n gojek",5,100.0,1.0,0.0,0.0,positive
pengemudi gojek baik2 semua,5,70.0,1.0,0.0,0.0,positive
gofiod tidak bisa di cancel. nunggu sudah lambat banget. menghambat kerjaan,1,100.0,0.0,0.6,0.4,negative
sangat membantu saat perlu kendaraan untuk travelling atau keperluan lainnya seperti kirim paket.,5,100.0,1.0,0.0,0.0,positive
tidak suka kalo mau pesan makanan terus eror eror,1,100.0,0.0,1.0,0.0,negative
"sorry banget gojek, fitur gofood pelayanan buruk banget. percuma dikasih opsi pengiriman express, ekonomi dan hemat tapi pelayanan sama aja. sudah pilih express tetep saja pengiriman telat. terus fungsinya ngebedain layanan pengirimana apaan. mana tidak bisa di cancel.",1,100.0,0.0,0.5,0.5,negative
gofood pakai yang express tapi telat itu bagaimana ? hemm.cuma.maaf ya sama saja .,1,100.0,0.0,0.0,1.0,negative
sangat cepat dan amanah.,5,70.0,1.0,0.0,0.0,positive
gojek is the terbaik,5,70.0,1.0,0.0,0.0,positive
"gojek ini praktis banget makeknya,membantu selama aku kuliah karena gada motor sendiri buat kemana mana pokonya luv banget,but tidak sama gofoodnya,kak gofoodnya kenapa gini si aku dah kelaparan harus nunggu lambat dulu pas nyari driver,mana tidak bisa di batal mau beli ke tempat lain pun aku takutt jadi double makanan ku",4,100.0,0.0,0.5555555555555556,0.4444444444444444,positive
mahal amat sekarang. firaun lu?,1,100.0,0.0,0.0,1.0,negative
"bagus banget semua ada di gojek,layanan terlengkap respon cs nya jg cepat puas banget pake gojek bykin promonya kalo bisa mksh gojek",5,100.0,0.75,0.0,0.25,positive
"aplikasinya kenapa ya? setiap aplikasinya dibuka malah keluar sendiri, terus-terusan begitu. padahal sudah diinstal ulang dan signal bagus, tolong penjelasannya?",2,100.0,0.25,0.0,0.75,negative
kenapa laporan saya sudah 11x lapor belum juga selesai sudah 2 hari loh saya tidak bisa narik ini,1,100.0,0.0,0.2,0.8,negative
sitem pelayanan makin tidak jelas,1,100.0,0.0,1.0,0.0,negative
kenapa ya sering kali pesen gocar tapi selalu kebetulan gokarnya lagi nganter penumpang dlu jadi aga lambat nunggunya,4,100.0,0.0,0.3333333333333333,0.6666666666666666,positive
"bpk nya baik, mobil nya bersih, tepat waktu, bawanya mobilnya nyaman",5,100.0,1.0,0.0,0.0,positive
"puas bet kalsu bisa buka cabang di sulteng, morowali",4,100.0,0.5,0.0,0.5,positive
agak mahal yaa.,3,40.0,0.0,0.0,1.0,neutral
aplikasi yang sangat membantu,5,70.0,1.0,0.0,0.0,positive
"byk mknan bs di beli di gojek,lengkap.good",5,100.0,0.0,0.0,1.0,positive
"menarik. pengemudi cukup ramah, bisa dipercaya. semoga tetep sehat dan bahagia.",5,100.0,0.3333333333333333,0.0,0.6666666666666666,positive
tidak melindungi hak konsumen,1,60.0,0.0,0.0,1.0,negative
pinjaman go-pay lunasi sebelum jatuh tempo pas pinjam lagi di tolak buruk auto delete. bunga besar. orang amanah di kecewain buruk,1,100.0,0.0,1.0,0.0,negative
"gojek sangat membantu disaat laper dan perjalanan, sukses terus go-jek",5,100.0,1.0,0.0,0.0,positive
"pesanan yang harus nya bisa cepat,tp gara2 ongkir nya murah,pesanan jadi lambat",4,100.0,0.5,0.25,0.25,positive
aplikasi eror. mau dapet pengemudi saja susah. minta cencel terus. giliran pesan lagi sudah tidak bisa,1,100.0,0.0,0.5,0.5,negative
"awalnya diberi diskon banyak, sekarang setelah beberapa bulan tidak ada diskon",3,100.0,0.0,0.0,1.0,neutral
"pengemudi bisa liat rating sendiri dan customer, tapi customer tidak bisa liat rating sendiri tidak adil banget",2,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
bagus dan cepat,5,40.0,1.0,0.0,0.0,positive
aplikasi sampah! ngutang kaga. apa kaga. tiba2 ada chat nagih2 dari indo dana dll.,1,100.0,0.0,0.5,0.5,negative
semoga banyak voucher nya untuk jarak 3-4 km karena setiap hari kita kerja. kadang tidak konsisten soal harga,5,100.0,0.0,0.0,1.0,positive
"nyaman, aman dan cepat . bang ojolnya sopan.",5,100.0,1.0,0.0,0.0,positive
semangat terus ya rekan rekan ojol semoga rezeki kalian tuh lancar terus dan semoga perusahaan gojek nih sukses terus,5,100.0,1.0,0.0,0.0,positive
"sangat bagus pelayanan, pertahankan jangan sampe tidak bagus",5,100.0,0.0,1.0,0.0,positive
"pelayanan bagus, motor listrik aman dr polusi",5,100.0,1.0,0.0,0.0,positive
makasih mas. smg lancaarr,5,70.0,1.0,0.0,0.0,positive
terlalu lambat menunggu!,2,70.0,0.0,1.0,0.0,negative
"bagus up saldo gopay tidak masuk,chat di jawab robot aja,gimana ini tanggung jawab gojek,bikin takut saja pake gojek uang hilang terus.susah klo ada kendala yang jawab robot.sama saja komunikasi sama patung.",1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
sudah bagus up ke akun yang sesuai tetapi saldo tidak masuk terus bagus up lagi ke akun yang sama baru masuk saldo nya. dan saldo awal saya bagus up kemanain ya? mau chat cs nya tidak bisa apl sampah,1,100.0,0.0,0.6,0.4,negative
"saldo gopay tidak masuk, sudah hubungi customer service dan call center tidak nemu solusinya, hanya di suruh menunggu",1,100.0,0.0,0.0,1.0,negative
tambah lengkap fiturnya bagus,5,70.0,1.0,0.0,0.0,positive
barusan topup lewat bank bca 313.00 tidak masuk pdhal mau nonton buruburu topup tpi kyk gini butuh 2 hari makan duit org balikin duit saya sekarang juga supaya yang lain tidak jera pke gopay lagi,1,100.0,0.0,1.0,0.0,negative
aplikasi ojek online terbaik,5,70.0,1.0,0.0,0.0,positive
kenapa drivernya suka banget nolak pesanan ya?,3,100.0,0.3333333333333333,0.0,0.6666666666666666,neutral
saya transfer ke gopay kenapa bisa tidak masuk?,1,100.0,0.0,0.0,1.0,negative
pelayanannya good banget,5,60.0,0.0,0.0,1.0,positive
akhir-akhir ini sering banget muncul notifikasi gojek. tiap menit ada terus. tolong diperbaiki,1,100.0,0.5,0.0,0.5,negative
"dulu isi pulsa tidak masuk, sekarang bagus up gopay tidak masuk tunggu 2 hari kerja, bagus up gopay bukan untuk tabungan tapi buat transportasi sama isi pulsa, minta tolong yang profesional",1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
ulasan saya kenapa dihapus ya,3,100.0,0.0,0.0,1.0,neutral
tidak bisa pembayaran melalui transfer bank,1,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
pengemudi sering tidak menjemput dan tidak mau cancel. kalau user yang batal jadi sulit dapat driver.,1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
"buruk banget ya? berhari hari untuk verifikasi data gmail ko tidak bisa bisa,sdngkan gmail sudah bener,yg tercantum itu bukan akun gmail pribadi minta agar di verifikasi gmna cobaa? hadeeh",1,100.0,0.0,0.5,0.5,negative
gocar sepi sekali. gitu pakai ada pilihan yang harga mahal dan yang harga murah. apa sepi personil gitu radegansari ?,1,100.0,0.5,0.0,0.5,negative
"kenapa sih setiap aku bagus up gada di gopaynya! bener bener kesal banget ya allah, sudah ke tiga kalinya kya gni. tolong di balikin dong uangnya, aku lagi butuh banget buat ongkos!",1,100.0,0.2,0.2,0.6,negative
to up saldo malah gamasuk,1,100.0,0.0,0.0,1.0,negative
"posisi supervisor klau kosong, saya siap isi",5,100.0,0.0,0.0,1.0,positive
"kenapa sekarang tidak bisa telpon driver? kalo mau telpon pengemudi selalu tanda tidak ada nomor telpon nya. kecewa banget karena mempersulit. kalau chat tidak di baca driver, di telpon tidak bisa. padahal saya pengguna lambat gojek. tolong donk di perbaiki, privasi si boleh tapi ini namanya mempersulit yang booking. bagaimana solusi nya biar bisa telpon pengemudi lagi.",1,100.0,0.0,0.4,0.6,negative
"bagus banget, cepet lagi kalau laper datang langsung",5,100.0,1.0,0.0,0.0,positive
"sangat membantu sekali dalam perjalanan, untuk map nya juga sangat jelas dan tepat menurut saya",5,100.0,1.0,0.0,0.0,positive
"trimakasi gojek , sangat membantu",5,100.0,1.0,0.0,0.0,positive
"kenapa tidak bisa lagi menjemput di lokasi yang sering saya pakai? katanya harus max 250m dari lokasi saya. tapi kan titik rumah saya tidak ada di maps, lagi pula titik itu tidak sampai 250m dari lokasi saya. tolong diperbaiki!",1,100.0,0.0,0.2857142857142857,0.7142857142857143,negative
mohon menertibkan resto yang mengantar tidak sesuai pesanan kurang dan harga tagihan di mark up,1,100.0,0.0,0.0,1.0,negative
perbaiki untuk biaya tambahan ongkir jadi mahal,1,100.0,1.0,0.0,0.0,negative
"akibat kebijakan gojek, resto saya rugi. masa ia pendapatan kotor 750 ribu, bersihnya cuman dapat 289 ribu jadinya sekitar 62 di potong oleh gojek. mengikuti promosi diskoniklan . woi gojek gua yang kerja buka usaha lu yang ambil uang keringat saya potongannya melebihi pendapatan resto. untuk umkm yang berada di gojek saya sarankan untuk tidak mengikuti diskoniklan dari gojek. kebijakan gojek seperti mencuri uang dari usaha kecil dari umkm dan mematikan perlahan usaha anda.",1,100.0,0.0,0.0,1.0,negative
bagus dan pas,5,40.0,1.0,0.0,0.0,positive
bagus banget ini aplikasi memper mudah anak yang males bawa motor,5,100.0,1.0,0.0,0.0,positive
pesen go car nya sangat sulit,1,100.0,0.0,0.0,1.0,negative
baguss banget dan sangat murah banyak diskon,5,100.0,1.0,0.0,0.0,positive
"bayar lebih untuk express, jaminan on time, tapi telat, complain cuma dibales pake ai template cs. jadi gini cara kalian berbisnis? kecewa!",2,100.0,0.0,0.5,0.5,negative
masak sudah lambat bertransaksi tapi gopay later saya tidak di aktifkan,5,100.0,0.0,1.0,0.0,positive
ini apaan2 ya? kenapa minimal pembelian di solo jadi 40k untuk gofood. tadinya 30k saja besar banget utk org wilayah jawa tengah. langganan bikin rugi ! 40k emang harus gofood makan besar sekeluarga ya? dikira org gofood mau makan besar satu rt ya? dikira harga makanan semua wilayah sama mahalnya dengan jakarta kali ya mikirnya. mending pindah deh ke grabfoodshopeefood. kebijakannya utk langganan bulanan lebih masuk akal kyknya utk customer,1,100.0,0.0,0.0,1.0,negative
sering lambat pencarian pengemudi nya,3,100.0,0.0,1.0,0.0,negative
"ganggu banget tiap search di ps kliknya apa, munculnya gojek terus",1,100.0,0.0,0.0,1.0,negative
"wkwkwk, struktur pembasmi bugnya curhat, sudah tidak bisa bayar orang nih gojek buat pengembangannya .",1,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
cepet dan responsif dan pengemudinya ramah terutama goride nya masukan kalo bisa untuk pengemudi mobil jangan melihat ongkos murahnya dan jangan suka pilih penumpang mau ongkos kecil atau pun besar ya di tarik,5,100.0,0.0,0.75,0.25,positive
"saya tidak bisa login gopay karena no hp lambat saya sudah hilang, tidak bisa login dengan cara lain selain otp sms kenapa tidak bisa di kirim otp lewat email padahal sudah terhubung email",1,100.0,0.0,0.2857142857142857,0.7142857142857143,negative
pucer nya tidak bisa di pakai cuma menjanjikan saja,1,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
tepat waktu aman dan nyaman,5,100.0,1.0,0.0,0.0,positive
meningkat karena pesan update yang sangat informatif. updet 5.39,2,100.0,0.0,0.0,1.0,negative
puas dengan gocar,5,40.0,1.0,0.0,0.0,positive
mudah bagus aman,5,40.0,1.0,0.0,0.0,positive
"kecewa parahh, tagihan gopay pinjam lunas malah gabisa narik pinjaman lagi. padahal di iklan koar2 kalo bisa pinjam lagi setelah lunas",1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
paling murah juga paling mudah,5,100.0,1.0,0.0,0.0,positive
sangat membantu keseharian saya,5,70.0,1.0,0.0,0.0,positive
kesal banget sama pengemudi sekarang. ada pesanan sering banget dibatalkan. perlu di disiplinkan pengemudi kalian. kalo tidak niat dari awal tidak usah aktif.,3,100.0,0.0,1.0,0.0,negative
"tolong kalo ada restoran yang tutup,, agar di permudah batal orderannya. jangan berputar putar ganti pengemudi terus. malah jadi kendala ,gak bisa pesan ke restoran lainnya. itu saja ,trima kasih.",1,100.0,0.0,0.3333333333333333,0.6666666666666666,negative
tidak mengecewakan.sesuai harapan,5,60.0,0.0,0.5,0.5,positive
"dipertimbangkan lagi klo mw ttp bisnisnya jalan, pengemudi sampah banyak, pesan masuk diambil, dijemput ngga, direspon jg ngga, mw saya cancel, pengemudi cancel, mw setan yang batal jg sama saja tarifnya naik, tlg klo ada pengemudi main2 pm aja, tidak niat narik ngapain diaktifin akunnya. maaf saya beralih kembali ke burung biru, lebih mahal gpp, lebih jelas",1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
yang sabar ya developer wkwk,5,100.0,0.0,0.0,1.0,positive
tadi saya baru mencoba menerima telepon dari pengemudi go-ride yang saya buat ordernya tapi sangat disayangkan sudah pembaruan aplikasi tapi masih saja belum aksesibel dengan pembaca layar tunanetra pohon perbaikan kembali untuk versi selanjutnya,3,100.0,0.0,1.0,0.0,negative
"pengemudi suka tidak terima dengan pesanan yang dipesan, mohon ini diatur ya",1,100.0,0.0,0.5,0.5,negative
menyulitkan customer untuk membatalkan pesanan yang tidak sengaja terpesan. tidak ada fitur chat toko untuk memohon pembatalan pesanan,2,100.0,0.0,0.0,1.0,negative
aplikasi go-ojek tetap selalu menjadi yang terbaik bintang lima buat layanan pelanggan go-foodnya,5,100.0,1.0,0.0,0.0,positive
kasian bre pengemudi nya dipotong gede sangat,1,100.0,0.0,0.0,1.0,negative
"pengemudi gojeknya kurang ajar, masa kita diturunin tidak sesuai alamat, minta dibatalkan tidak dibatalkan malah selesai trus saldo gopay nya tidak kembali ihh pencurian itu, tidak bagus ini",1,100.0,0.0,1.0,0.0,negative
"sudah aplikasinya ngebug terus, mahal lagi. sampah lah",1,100.0,0.0,1.0,0.0,negative
sangat memuaskan selama memakai transportasi dari go-jek. terima kasih go-jek.,5,100.0,0.6666666666666666,0.3333333333333333,0.0,positive
"foto menu makanan di go-food tidak lengkap, yang ada fotonya cuma sedikit. jadi mau pesen agak ragu2. dan belum bisa bayar pakai qris",2,100.0,0.0,0.0,1.0,negative
"saya sangat terbantu, tapi untuk kenaikan harga terlalu tinggi. mungkin memang menyesuaikan permintaan yang banyak. saat hujan dengan - gocar, pelonjakannya dari 12.00 sampai ke titik 40.00 terlalu brengsek. dan, gofood terlalu banyak tambahan biaya, entah itu 10 15 dan masih exclude ongkir. diherankan pula, semakin dekat lokasi, semakin mahal pula harganya. sedangkan, semakin jauh lokasi, semakin murah harganya. ini bikin bingung konsumen. sedangkan di aplikasi sebelah, tidak spt ini",2,100.0,0.0,0.75,0.25,negative
ongkir makin mahal. kurang worth it buat kaum pelajar,1,100.0,0.0,0.0,1.0,negative
"mas solichin, pengemudi gojek go food yang luar biasa beliau begitu sabar menemukan alamat saya yang kebetulan ada 2 nomor rumah. di perum deppen seturan. karena saya sulit dihubungi maka beliau menunggu di masjid bitturridho nusantara, sambil menunggu waktu adzan sholat azhar, karena hari itu mas solichin dirserahi tugas pengganti marbot yang kebetulan sedang pulang karena sakit. beliau menunggu saya menghubungi dan tetap standby di masjid.sampqi saya ketemu saya. tks mas solikhin atas kesabaranya",5,100.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,positive
ini aplikasi bagus banget banyak fitur fitur yang ngebantu buat kebutuhan,5,100.0,1.0,0.0,0.0,positive
"the app works well, no lagging, shows real time location",5,100.0,0.0,0.0,1.0,positive
admin kenapa wok. deks updatenya agak laen,5,100.0,0.0,0.0,1.0,positive
"terkadang suka ngebug, padahal pesan gojek 1x pencet, yang datang malah 2 gojek, saya sampai di omelin sama pengemudi nya di sangka pesanan fiktif, sudah beberapa kali ngebug, tolong hilangkan bug nya. terimakasih",4,100.0,0.3333333333333333,0.0,0.6666666666666666,positive
"setelah baca komenan ternyata tidak sendirian wkwk, kirain sudah ada peningkatan ternyata belum. pengemudi masih ada yang sesuka hati kalo nerima pesanan di lamain padah sudah nunggu 5-10 menit di chat lagi baru jalan bilangnya saya sudah di jalan tapi tidak gerak di tambah apk nya suka motong saldo org tbtb dengan noted pengeluaran gaya hidup, di cek lah gaada ikut langganan apa yang terncantum di gopay tapi malah ken potongan tiap bulan hpir 50k, gaya hidup apa woilah pake apknya saja cuma buat pesen ojl",1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
semua jadi lebih mudah dengan gojek,5,100.0,1.0,0.0,0.0,positive
pengemudi bad attitude,1,60.0,0.0,0.0,1.0,negative
banyakin promosi nya yaa,5,60.0,0.0,0.0,1.0,positive
bagus .ontime mas drivernya,5,70.0,1.0,0.0,0.0,positive
cepat dalam pengiriman dan sangat membantu dalam segala suasana,5,100.0,1.0,0.0,0.0,positive
"memberikan pelayanan yang ramah, baik dan memuaskan",5,100.0,1.0,0.0,0.0,positive
"ayo sejahterkan drivernya pasti tidak akan rugi. tidak ada sejarah memeras keringat orang dengan kecurangan akan jadi perusahaan besar, yang ada lama2 akan tenggelam.",5,100.0,0.0,1.0,0.0,positive
semangat terus utk para pengemudi gojek. semoga semakin amanah mengutamakan kepuasan pelanggan.,5,100.0,1.0,0.0,0.0,positive
"wkwkwkw, itu di bagian tentang aplikasi, ada curhatan sang pembasmi bug. jangan2 gojek nyuruh karyawan kerja extra di luar jobdesknya. mening cepet merger sama grab drpada keburu bangkrut",1,100.0,0.0,0.0,1.0,negative
tkd rekomen. apk yang nilep uang,1,100.0,0.0,0.0,1.0,negative
bagus bisa jalan sepuasnya,5,70.0,0.6666666666666666,0.0,0.3333333333333333,positive
"aplikasi konyol,seleksi calon pengemudi yang bener dong.pencarian pengemudi juga lambat padahal di kota besar. harus banyak berbenah sih.",2,100.0,0.0,1.0,0.0,negative
"pokok bagus,penjemputan cpt",5,70.0,1.0,0.0,0.0,positive
"terimakasih gojek yang sangat membantu, dalam masalah transportasi masyarakat diseluruh pelosok indonesia. pelayanan terus ditingkatkan untuk kepuasan pelanggan, tetap jaya dan jngn lupa kesejahteraan , kenyamanan, perlindungan hukum dan keamanan para pengemudi sebagai bagian yang sangat penting dari gojek",5,100.0,1.0,0.0,0.0,positive
semangat abang yang jadi dev tim bug,5,100.0,0.0,0.0,1.0,positive
selalu aman dan nyaman pake aplikasi ini,5,100.0,1.0,0.0,0.0,positive
"banyakin promonya ya, biar makin sering gofood di gojek",5,100.0,0.0,0.0,1.0,positive
"aplikasi bagus, sangat membantu",5,70.0,1.0,0.0,0.0,positive
males masak tinggal buka gofood the terbaik pokonya,5,100.0,1.0,0.0,0.0,positive
"aplikasi gila, tidak di kasih waktu buat batal kalo tidak sengaja klik. cepet banget kalo soal duit confirm nya.",1,100.0,0.0,1.0,0.0,negative
kocak gojek lambat lambat masuk saja harus vermuk pin saja gabisa harus pake gmail juga lagi bikin ribet saja tidak kaya dana,1,100.0,0.0,0.6666666666666666,0.3333333333333333,negative
"waktu bagian makanan sudah dijalan, apk lag dan pengemudi di map tampak tidak jalan, tau tau sudah sampai didepan, toling diperbaiki",2,100.0,0.0,1.0,0.0,negative
sudah laporan mengikuti arahan tetap saja tidak bs membantu dua akun gopay saya terblokir,1,100.0,0.0,1.0,0.0,negative
sangat membantu customer,5,70.0,1.0,0.0,0.0,positive
5 kali bahkan lebih cari pengemudi susah banget padahal termasuk daerah yang tidak pelosok,2,100.0,0.0,1.0,0.0,negative
