text,sentiment
sekarang mau cek gopay saja ribetnya minta ampun kebanyakan loading dan lemot pdhal tidak ada masalah sama kuota saya buka youtube saja tidak lemot tpi pas malah buka gojek lemotnya melebihi keong,neutral
jika dr sisi makanan dll diskonnya ok lah tapi jika pesan gocar wow susah bangeett ngeseliin n bikin mau nangis beberapa kli pesan gocar tiap mau ke rs sampai pengemudi batalin ada jg yang minta saya yang batalin bulan tadi pas anak saya rewel kena dbd n tipes saat mau ke rs anak saya sedang lemah n sopirnya berucap coba saya tau gangnya gbs buat mutar mobil sambil kesal lh tarik napas lh demi allah sudah di ujung bibir mau ngelempar tu duit n sruh balik aj tapi liat anak saya kesakit,negative
kalau sudah ada tambahan fitur kirim terima dari dana ovo shoppe pay later aku kasih star,neutral
biaya penanganan dan pengiriman di mark up sesuka hati kontl baru semenit di check out ulang berubah dari ke abis itu ke ini sistemnya bagaimana si anjng cepet mati gih app kayak gini,very_negative
utk transportasi go jek makin mantap juga banyak fiturnya mempermudah perjalanan terima kasih gojek,positive
drivernya jelek bad mau sama cust atau bukan sama aja tolong min lebih perhatian lagi sama kasus org yang bermasalah sama pengemudi gojek sbg bahan evaluasi,negative
pembayaran dengan sistem gopay kenapa kenapa tidak bisa di gunakan utk pesan go ride dan ketika mau pesan go food tertera keterangan server sibuk utk memilih metode pembayaran pakai gopay,very_negative
sebenarnya aplikasi ini bagus buat mudahin banyak hal tapi kenapa makin lambat makin banyak minta update an ini itu mulai dr pin konfirmasi pesanan yang langsung di buat di resto trus tidak bisa di batal lagi kalau mslnya salah pencet customernya kan bs langsung batalin ini suruh nelpon kantor nya dulu br mnta ke pengemudi nya ujungnya pengemudi nya tidak bs masalah pin kalau kt tidak mau pakai pin ya trserah kita jangan trlalu maksain customers jatuhnya jadi tidak nyaman pakai aplikasi nya kecewa,very_negative
aplikasi yang sangat berguna dan sangat membantu semua urusan pengantaran pesan mudah dan murah,very_positive
bagus bagus untuk transportasinya penjemputan cepat,very_positive
setiap mau gosend kenapa logout sendiri,neutral
biayanya jadi banyak yaa ada jasa aplikasi segala,neutral
mayan lah buat antar jemput,very_positive
tolong ya ini kenapa saya tidak bisa login padahal jaringan saya bagus sudah bolak balik restart uninstall trs instal tetep saja gabisa bagaimana sih toling di perbaiki terima kasih,positive
minta di update terus tapi pas di download updatetannya muter terus malah nguras kuota coba di perbaikin dulu kak sayang soalnya bagus gojek tuh cuma bagaimana pakenya klo tidak bisa di donlot lagi,very_negative
jadi agak ribet malah sekarang pake aplikasi go jek ini,negative
ada promosi cashback dari tokonya tetapi tidak otomatis dapat cashback dari go pay harus klik macem dulu tidak sperti dulu yang otomatis dapat cashback,very_positive
fitur seperti jebakan batman better tambahin pop up warning untuk fitur pesanan gofood biar meminimalisir kesalahan user kasihan kan abang ridernya begitupun tokonya juga usernya kl tidak da pulsa buat tlp call centernya untuk batalin hadeeh smoga diimprove lah ini,very_negative
aplikasi nya sudah tidak nyaman dipakai lagi sinyal sebagus apapun tiba tiba macet punya limit gopaylater tapi promonya tidak ada ada apa dengan gojek sekarang,very_negative
saya sudah punya aku kali di gojek dan tiga tiganya beda nomor dan email yang satu sudah verifikasi ktp tapi gopay terblokir yang kedua smaa gopay terblokir sudah hubungin bantuan katanya tidak bisa di perbaikin bagaimana sih bikin aku yang ketiga juga smaa tidak bisa penes gofood saya kecewa banget ini smaa go jek pelayanannya begini tolong di jelaska min kenapa aplikasinya tidak bisa saya gunakan,negative
setelah update mau pesan gofood malah tidak bisa suruh aktifin gps padahal gps sudah aktif dari jaman purbaa,negative
terima kasih paylater findaya hari ini saya dapat transferan cashback yang di janjikan meskipun janjinya tgl juni hingga akhir bulan baru di transferkan semoga kedepannya bisa tepat waktu dalam menepati janji kepada customer,positive
berkali kali install gojek gabisa padahal sudah selesai didownload setelah itu ketika apk terinstall saya buka apknya ada bacaan gojek berhenti kenapa bisa begitu,negative
kenapa sekarang tidak bisa langsun kirim ke rekening padahal kita jg dikenakan biaya admin kenapa harus update dulu sudah di update tapi tetep tidak bisa,neutral
aplikasi mantap upgrade gopay cepet banget itungan menit harus di rekomendasikan buat pencairan insentif prakerja nih,positive
akhir akhir ini harga ongkir semakin mahal ditambah lagi dengan biaya aplikasi yang juga semakin bertambah dan kenapa harus dibeban ke pembeli percuma dikasi diskon toh ditambah biaya penangan tidak ada beda nya pas awal awal sangat nyaman go food sekarang tidak lagi jadi mau pesan kudu mikir berkali kali lipat,very_negative
aku sendiri merasa puas dengan pelayanan dari aplikasi sendiri banyak promonya tapi tolong benahi saranku pengemudi atas nama firgiawan listianto di cabut saja mitra kerjanya karena custumer dan pengemudi sama sama butuh kalu aku bisa lampirkan semua buktinya dari chattan dan hinaan dari drivernya merasa tidak suka apa perlu saya laporkan sang drivernya atas nama firgiawan listianto karena saya ada bukti hinaannya,negative
tolong dong ambil drivernya jangan jauh kasihan respondennya kelamaan harus nunggu pengemudi jauh banget mana macetnya bukan main rata responden akan ganti ke kompetitor lain,very_positive
terkadang map saya suka jalan sendiri padahal pake jaringan wifi dan terkadang saat saya mau pesan gojek map itu tidak bisa diam selalu kesana kesini,positive
terima kasih apk gojek,very_positive
akun saya sempat disuspend karena katanya saya banyak cancel padahal faktanya pengemudi go food yang cancel abis di cancel ya saya pesan lagi eh yang terima pesanan org yang sama dan dia batal terus kalau tidak salah x aplikasi tidak fair tolong diperbaiki,very_negative
dari kemarin saya mau pesen go food pakek vocher tapi kenapa pas saya sudah mau pesen vocher tiba erorr saya sudah pernah uninstall dan sudah saya install lagi tetapi tetap tidak bisa tolong perbaikannya,neutral
sangat membantu dan simple semoga bisa lancar dalam pencairan insentif program kartu prakerja,very_positive
aplikasinya aneh saya punya saldo gopay tidak pernh dipakai pas mau pake gopaynya habis aneh ini aplikasinya skarang tidak nyaman lagi pake aplikasi in menyesal kayak z di rampok secara halus,very_negative
saya mau upgrade gopay plus yang baru susahnya minta ampun malah ditolak gara gara id kartu sudah pernah dipakai di akun sebelumnya perkara hp ilang jadinya akun sama no yang lambat yang sudah terverifikasi mau ganti no yang baru tidak bisa susah mau transaksi pake akun baru jadinya mau upgrade ditolak mulu tolong min,very_negative
ngelunjak jauh dikit saja tidak diterima,neutral
ini kenapa ya tidak bisa di download,neutral
saat instal sudah dikasih paling murah,positive
kenapa dah tibak tiba eror tidak jelas nih,very_negative
kenapa ya apk gojek saya gabisa dipake transaksi sudah instal ulang masi sama aja tulisannya kalo tidak ada internet ada kerusakan padahal internet ada dan bisa dipakai di apk lain,very_negative
jangan terlalu fokus pada tarif yang tinggi pada konsumen karena persaingan ojek online makin banyak maxim dan indriver siap menyalip secara perlahan,very_negative
sbangnya sopan mengemudinya top bersih jemput tepat waktu kereen gojek,very_positive
suka pakai gojek karena harganya lebih murah drpd sebelah ada pilihan mau motor biasa baru atau luxe kerenn tapi kekurangannya alamatnya kadang tidak dtemukan saat mau order kurg akurat gtu jaket dan helm label gojek apa harus sekumal itu ya mending rompi saja deh kaya luar negeri di aplikasi tidak ada pilihan mau pengemudi cowok atau cewekini penting banget khusus yang go food mending dwajibkn py box yang mudh dlipat n pasang agar mkanan aman tdk trcecer tdk kena debu dan rawan jatuh,very_positive
aman sangat membantu transportasi terjangkau disela sela diperlukan,very_positive
apakah login via whatsapp sudah tak bisa,neutral
hallo gojek saya beli paket bundle gofood k eh tidak bisa dipakai di email tidak respon di dm tidak respon saya harus mengadu kemana saya sudah tlp cs tapi tetap tidak di respon,neutral
saya edit lagi ulasan nya jadi bintang lagi sekarang sepertinya sudah kembali normal untuk paylater nya semoga tidak terulang lagi semoga tetap lancar gara gara paylaternya cuma bisa di pake di aplikasi gojek saja saya hampir berhenti jadi pelanggan gojek padahal dah lambat pake terus limit nya dah gede terimakasih sudah normal kembali,very_positive
kenapa gopays laters saya tidak bisa di gunakan lagi padahal sudah lunas semua tagihany,neutral
alamatnya selalu salah padahal sudah di set bener tapi selalu nyasar bahasa drivernya merendahkan konsumen padahal yang salah kalian karena maps nya error,negative
makin tidak jelas para pengemudi kebanyakan menolak orederan dengan alasan jarak tempuh maupun aplikasi eror dan kebanyakan yang melakukan di luar aplikasi pesen food juga makin mahal katanya aplikasi anak bangsa tapi malah nyekek bangsa sendiri pake embel embel biaya tambahan mendingan grab shopee dahh kalo begini,very_negative
aplikasi apaan ganti nomer ponsel tidak bisa katanya nunggu jam karena anda baru saja menggantinya padahal belum pernah di ganti pas di tungguin jam tidak juga bisa di ganti sampah lah,negative
kadang kalau males bawa motor sendiri sering pakai gojek bila hujan pesan gocar perjalanan lebih menyenangkan dan hemat,positive
sekarang mah vocer go red nya kurang malah bnyak vocer go food padahal tidak pernah pesen go food,neutral
sekarang gajelas di phpin trs sudah bener promosi sesuai tapi tidak bisa pake bank karena tidak bisa dari resto trs giliran sudah ganti ke gopay promonya malah tidak bisa padahal keterangannya jelas disitu bisa dan sudah sesuai sama pembayaran buruk skrg,very_positive
sering force close di s ultra tolong diperbaiki,neutral
buat pengemudi mobil nya susah benar kadang bnyak benar alesan selalu nolak,negative
operator sampai titik lokasi cepat dan tujuan sesuai pertahankan pelayananmu good job,positive
suka pakai aplikasi ini mudah gampang sangat membantu sekali,very_positive
siang tolong bantuan nya saya ingin masuk ke akun lambat gopay saya karena ada dana yang ingin di tarik kendala tidak bisa masuk karena no hp sudah kadaluarsa mohon bantuan untuk cara lain untuk menerima verivikasi kode selain sms sudah saya ikuti langkah dari gopay tapi tidak ada tindak lanjut hanya pengulangan intruksi terus menerus,negative
sekarang gopay lambat banget saya tarik dana ke rekening lambat banget masuk nya tolong lah admin gojek untuk di bagusin lagi layanan nya buat pelanggan nyaman dan tidak kecewa pake aplikasi gojek ini,neutral
sumpa ya gatau kenapa tiap buka aplikasinya tuh tulisannya server sedang sibuk terus muter mulu kirain sinyal kan yak pas dicoba di aplikasi lain sinyal gaada masalah padahal aneh banget sumpa,negative
mohon untuk memberikan banyak diskon ongkir yang tidak usah pakai minimal atau metode pembayaran cukup tunai di perbanyakin diskon,positive
aplikasi yang bagus banget smuanya jadi lebih praktis dan mudah trus layanannya lengkap bangat,very_positive
punten saya mau tanya ini kan saya ganti nmor beli baru karena nomor lambat saya hangus trus saya log out akun gojek ganti nomor baru dan ternyata akun saya jadi nama mungkin pemilik nomor sebelumnya lah saya gabisa apain diganti email pun gabisa ttep nama orang yang bersangkutan tidak nyaman banget sedangkan nomor telp ya nomor saya mohon solusinya terimakasih,very_negative
untuk pihak gojek tolong lebih bisa menyaring lagi untuk penggunaan nomer yang didaftarkan ke aplikasi penumpang untuk nomer luar negri sebaiknya tidak usah di acc karena sangat merugikan pengemudi dan aplikator thanks semoga ulasan ini sampai,negative
dear gojek mohon dibantu untuk di perbaiki terkait mpas nya hari saya titik koordinasi di rmh saya utk penjemputan namun tiba gesernya sangat jauh sekali kalo geser meter saya bisa kluar tapi ampe meter itu sangat jauh dan kasihan sama drivernya yang pada akhirnya tlp utk mencari jalur alamat yang benar,very_positive
ini promosi mission kenapa tidak jelas yaa saya sudah mengikuti sesuai persyaratan tapi masih tidak berjalan juga misinya saya mengikuti mission dapat voucher rb saya berada di tantangan ke dua yaitu misinya isi paket data min rb pakai gopay di telcogo tagihan setelah selesai misi tidak berjalan ke misi berikutnya alias tidak berhasil di misi ke tolong perbaiki sistemnya saya sudah melakukannya kali tak kunjung berhasil saya sudah lapor tapi balasannya sama sekali tidak membantu,negative
pelayanannya bagus ramah juga sabar apalagi saya klo pergi bawa bayi sangat hati hati mengemudinya sangat baik lah pokoknya mah,very_positive
kecewa banget sebagai pengguna lambat gojek saat memesan dan lambat tidak ada yang ambil pesanan saya mencoba batal tapi malah naik harganya tolong ya para pengemudi jgn di kacangin pesanan customer dan saat tidak ad yang ambil dan otomatis tercancel malah naik juga harga nya ngotak dong,very_negative
hampir kali dibatalin pesan gosend,very_negative
kenapa aplikasi susah di gunakan seperti bukan cuma saya yang ngalamin gini setiap buka aplikasi baru juga mau pesan pasti ada pesan jaringan aplikasi tidak menanggapi mau tutup tunggu oke padahal update selalu pulsa full masalah nya dimana,very_negative
mau tarik saldo gopay susah setengah mati sudah ngikutin upgrade ke gopay plus juga tapi tidak pernah di acc dokumen nya kalo memang hp tidak support kamera depan buruk gmna,negative
buruk susah nyari pengemudi y,negative
masih jauh kata sempurna ni gojek restonya selalu lmbat proses nya dan mahal lebih baik perbaiki dulu tu harga resto pengantaran lebih bagus balik harga lambat makin promosi pelayanan asal di restonya nanti saya kasih bintang klo di perbaiki,positive
kalo macet sudah pesen dibatalin dan tidak mau dianter aku kasih rating saja kalo pesen lagi laper pesen go jek malah dibilang macet uang tidak cukup kalo macet dianterin aku kasih bintang ya,very_negative
seharusnya saat pesan go food ada tombol peringatan apa benar pingin mesan makanan ini karena setelah pesan tidak bisa dibatalkan kalo bner salah pencet kan rugi jg di pengemudi dan cust,very_negative
layanan go car nya payah harus nya tidak usah kerja sama dengan blue bird harga di aplikasi beda dengan argo bluebird selisih harga di argo dan aplikasi minta di bayar cash kalau pesan mobil gocar biasa jangan di dateng kan mobil bluebird dong pak,negative
maaf gopay bintang saya turunkan dan mungkin bisa menjadi bintang jika keluhan saya tidak didengar saya pengguna gopay plus tapi mengapa gopaylater tidak diacc dan gopay pinjam pun tidak bisa dipakai untuk apa guna nya tingkatan gopay plus tidak ada faedah nya jika dalam seminggu tidak ada perubahan terpaksa saya kasih bintang camkan itu,neutral
kalau bisa adakan permuk frequasi wajah tiap hari x pakai sistem waktu jadi yang antar pesanan sama dengan pengemudi aslinya solnya tiap pesan bedah mungkin akun pengguna,very_negative
saya sangat kecewa pada gojek karena tidak bisa mendaftarkan ulang nomer pada akun saya yang lama alasannya ada ketidaksesuaian pada transaksi anda kan galogis padahal sudah saya terangin panjang lebar soal apa transaksi anda pada bulan terakhiri itu sudah saya isi semua tapi tetep gabisa emang tolol ni gojek,very_negative
update tgl februari ini minta update tapi muter tidak bisa login apk berat loh ini kebanyakan misi visi,negative
aplikasi jelek aplikasi lola susah buat tf susah buat bayar menyesal saya dwnld ini,very_negative
kenapa buat pesan melalui go shop selalu terhenti ya padahal belum lambat diupdate dan jaringan full jadi susah begini kalo lagi urgent,neutral
tapi sayangnya keseringan go food yang ada di aplikasi merchant nya pada buka tapi pas di datengin malah belum buka,very_positive
semoga lebih baik lagi kadang di jam sibuk pengemudi sering minta batal kalau lokasi tujuan agak jauh kenapa ya padahal ongkos standar kan sudah ada ketentuannya,very_positive
tolong perbaiki buat android sekarang buka gojek jadi notif semua aplikasi dihape tidak muncul makasih,neutral
tolong ditingkatkan untuk gps nya seringkali error,negative
tidak recomended kurir tidak ramah padahal jarak tidak jauh tapi tidak mau ngambil barang padahal cuma hujan kecil banjir kagak paling sedikit macet beda dengan yang sebelah padahal tujuan lebih jauh dan hujan tapi tetap di ambil,very_negative
kenapa blakangan ini sering error dan bnyak yang ngeluh kesal buat ngorder cepet perbaiki takutnya lama pda pindah ke yang lain buat para ite gojek lebih jeli lagi takutnya ada pihak lain yang ingin merugikan hehehe hack,very_negative
akunnya sulit sekali buat di upgrade ribet banget dah app ini padahal niat ngisii saldo cuma buat bagus up go pay bet wkwkwk,negative
trims selama ini saya pakai gojek ok tidak ada problem kesulitan saya hanya disaat mau tujuan kerumah titik map rumah susah dicari bisa gojek bantu map nya trims,very_positive
gocar di jogja mulai ribet banyak pengemudi gocar mulai menggunakan dua aplikasi grab dan gocar kalau mereka dapat pesan grab dengan harga lebih tinggi kami pengguna gocar di abaikan,negative
mantap tapi kurangin erornya sama promosi nya mohon yang jelas dan mudah dipahami juga digunakan,very_positive
saya kecewa waktu itu ada problem masalah pemotongan saldo gopay padahal pengemudi belum dapet saya telpon cs saya dilempar sampe pulsa saya abis dua kali dan tidak ada kejelasan masalah pemotongan saldo gopay saya yang kedua biasanya say menggunakan paylater dengan biaya berlangganan tapi dibulan ini biaya berlangganan sekitar padahal saya bayar sebelum jatuh tempo lebih baik saya uninstall saja karena banyak review tidak pake paylater tetap kena tagihan padahal,very_negative
disuruh update tapi kenapa tidak bisa update kenapa tidak bisa kirim saldo ke rekening lain mohon untuk diproses secepatnya,very_negative
suka banget sih sama gojek gunainnya praktis gampang bener amanah lagi pokoknya mau ngapa ngapain makek gojek tidak khawatir tapi agak berat di biaya sih kayak jarak tempuh deket pun nominal harganya tetep sama gitu terus promosi nya kurang banyak hehe tapi makasih gojek ngebuat perjalanan makin gampang,very_positive
sekarang promosi gofood nya sdikit trus min belanja nya hrus diatas rbu dan klo kita cuma mau pesan atau menu tidak bsa pke promo apalgi klo tgl tua promonya tidak berubah tolong diperbanyak promosi nya dan dikurangi min pesan nya agar customer makin bnyak dan nyaman,positive
pak kadang kdg utk penjemputan agak lambat d no motor tidak sesuai dengan apikasi sekian tq gbu,negative
ini harus banget di update yaa baru tadi siang di gunain buat pesan ojol ehh sekarang minta di update sudah gitu tulisannya versi aplikasi yang kamu gunakan sudah di non aktifkan yuk update ke versi terbaru jadi maksa banget buat update jangan gitu lah updatenya lumayan kapasitas hp saya sudah mau penuh jadi gabisa bikin kesal saja,negative
promonya sudah tidak bisa digabung lagi padahal dulu andalannya itu saya jadi sering mesen go food,neutral
kenapa kalau gofood setiap harga biaya ongkir beda kalau menggunakan jasa k datangnya lambat kalau k datangnya lumayan cepet kurang memuaskan jadinya,negative
sekarang sering ngeblank tidak kaya dulu,neutral
baguss sipp joss,very_positive
mau pesan go ride tapi alamat tidak bisa di temukan saya keluar masuk lagi kode otp tidak masuk kemarin masih bisa pakai gojek gila bgt makin kesini makin ngaco,very_negative
terakhir up date aplikasi tgl november dan terhitung dari tanggal sudah ada notif untuk update ulang padahal baru hari saya update memangnya sedang ada gangguan apa sih kasian pengguna gojek mau pake aplikasi nya malah sekarang sering minta pembaruan update aplikasi tolong adminers gojek pelayanan aplikasi nya mohon dikonfirmasi semua pengguna setia gojek jika sedang ada gangguan jaringan atau sedang masa perbaikan fasilitas aplikasi,neutral
tarif nya semakin mahal bikin boros pengeluaran padahal selalu langganan tidak kira pasang tarif nya kalo lagi ramai jam pulang kerja bisa x lipat menyusahan batal pesan custumer call center tidak membantu dan tidak profesional,very_negative
berkali nyoba tidak pernah ada yang bisa selalu pending bagaimana sih tolong di perbaikin lagi sistemnya,very_positive
kenapa akun saya setelah di update tidak bisa kebuka ya bilangnya gojek terhenti mohon dibantu dong soalnya nomor yang terdaftar itu nyambung ke kartu prakerja trus nomornya jg sudah keblokir,very_positive
sudah tahun pake gojek puas banget tapi baru kali ini kecewa karena setelah diupdate malah lemot,negative
ngebug mulu gabisa bisa mesan makanan padahal sinyal bagus,positive
apk ini kenapa ya padahal saya mau transaksi bagus up terus suruh kasih kode otp tapi ketika selesai transaksi tidak berhasil mulu padahal pin nya bener tolong kenapa ini kemarin berhasil beli di situ kenapa sekarang jadi gini,positive
apiklasinya bagus sangat bembantu saya untuk transfer saldo dengan mudah dan cepat sangat membantu,very_positive
berguna banget sih aplikasi lebih bagus lagi kalau banyak diskon untuk gofood dan goride nya,very_positive
panggilan bisa bertahun tahun keknya juga koreksi data baru alias waktu daftar pajak sbntr lagi mo hbs stlh ganti kaleng tidak bs revisi data mohon lebih di mudahkan tidak ribet bs via email ato datang taro cv bagaimana gtu terima kasih,positive
kenapa sekarang suka ganti pengemudi dan suka telat ngantar makanan kan makanannya sampainya lambat dan esnya sudah keburu mencair gojek tidak kyk dulu lagi yang enjoy buat mesen makanan,neutral
drivernya milih knct,very_negative
skarang aceng kenapa jauh km skarang masuk k di bayar nya tidak sesuai sama perjanjian awal nya blang gofood jrak dkt malah jauh skarang huu,very_negative
bagus gojek jaya selalu alhamdulillah semua mision sy menghubungkan bank jago dengan gpay semua nya rampung di atas standar emang gampang sih bagus up gopay pake bank jago tinggl nunggu hadiah nya aja huhh mudahan lebih drpa k aplikasi sehat real,very_positive
sangat memudahkan tapi aneh pake biaya bungkus dari resto kan harga resto sudah termasuk bungkus,negative
tolong untuk semua pengemudi gojek kalo bisa lebih menghargai customer kalo customer membawa anak dan dengan saya juga tolong jangan saling menyakiti hati karena kan customer itu dimana mana juga raja kan jadi tolong hargailah customer sebagaimana mestinya,very_negative
pindah hp dikarenakan rusak verifikasi wajah dibilang gagal padahal belum nyala kamera,very_negative
harga toko sama harga di aplikasi jauh berbeda,neutral
tidak pernah dapet voucher go food lagi hiks padahal selalu langganan hiks semoga nanti bisa dapet lagi,positive
saya mau tanya ko saya pesan selalu dapet pengemudi yang jauh yaa padahal di depan rumah saya ada pengemudi yang lagi nunggu orderan jadinya lambat karena nunggu pengemudi yang jauh saya tanya emang system gojek nya yang aneh ko bisa aplikasi sebesar gojek systemnya jelek kasian lah pengemudi yang lain tidak kebagian orderan pantes motornya rusak dan drivernya kumel maaf saya bintang karena saya kasihan dan iba melihat pengemudi di jalanan yang ngeluh susah pesanan karena system,very_negative
untuk kantor gojek mohon turunkan harga dan potongan pengemudi di karnakan pengemudi kasihan harga dari customer misal dari kota bekasi ke jakarta timur cakung harga ribu nah si pengemudi nya banyak yang bilang dan mengeluh potongan jga lumayan besar bngt beda kaya waktu zaman nadiem makarim potongan yang selalu ringan dan perduli dengan mitra pengemudi nya plus jga ada cicilan nya kenapa skrngdriver banyak yang ngeluh ya suara customer untuk pengemudi demi berjuang nya keluarga,neutral
tolong di notif ya gojek saya mau login tetapi no hp sudah hangus sedangkan gmail aktif masih bisa diakses tetapi kenapa selalu menunggu menit begitu terus dan kalo saya mengganti no lambat dengan yang baru apakah saldo gopay akan hilang tolong di respon trmksh,neutral
susah utk transfer dan mengirim ewalet,negative
membantu sekali mengirim barang urgent pesan makanan waktu tidak bisa keluar belanja kebutuhan pas gabisa keluar dll,positive
ahir ini pesan lewat go food susah dapat driver sudah lambat nunggu eh malah di batalin gitu aja pake yang express juga rugi tetap telat datang nya,very_negative
aplikasinya makin lambat makin gede datanya setiap update mb jika begitu terus gojek hanya bisa di pake kalangan ekonomi atas dong jangan banyak ide dan banyak acara dalam aplikasi,negative
saya sudah mencoba berulang kali untuk mengunduh aplikasi ini tapi kenapa terbatal terus padahal jaringan saya bisa dikatakan lancar,positive
ada fitur pesan goo food yabg tidak bisa di cancel apa karena ada saldonya ya makanya tidak bisa dicancel but terimakasih gopay sangat membantu sekali cuman sekali naik tuh lumayan mahal seharga kali beli bensin,negative
kurangi biaya biaya nya terlalu mahall,neutral
gajelas bgt masa kepencet pesan belum ada sedetik tidak bisa dibatalin masalahnya itu alamatnya juga bukan alamat yang sesuai tolong lah di perbaikin tidak jelas bgt merugikan pengguna,very_negative
banyak pengemudi curang pake tembak kita yang pesan makan nunggu sampe jam tidak dtg dan di map tidak gerak pengemudi tidak bisa dihubungi di chat juga tidak bisa dan pengemudi tidak menghubungi kita yang nunggu ini lapar loh kenapa makin tidak jelas gojek ini,very_negative
saya senang selama pakai aplikasi go jek tidak tau apa pelanggaran saya sehingga kena sespen dan baru baru ini ada nama saya dlm pemutihan akun tersespen sehinga saya ikut bertanda tangan perjanjian diatas metrei sampai saat ini belum bisa lojing maka dari itu mohon bantuannya,very_positive
tolong pihak gopay tadi baru saja saya update gopay plus dan harus di mintai ktp dan photo diri saya tolong di amanin data saya saya tidak mau tanggung jawab kalo ada apa apa,neutral
bantulah mitramu dan berikan awards,neutral
tidak asik gopay sudah tidak bisa di gabung goco,neutral
tidak saya kasih bintang sebenarnya khusus untuk pelayanan pengaduan dikarenakan dibilang kurang memuaskan dan tidak bisa memecahkan masalah sama sekali memang ada keterangan dari tidak bisa bantu kalau tranfer gopay salah nomor cuma sudah saya jelaskan ke customer service dengan jujur dan apa adanya namun tetap saja gojek customer care meminta maaf tidak bisa bantu sama sekali dan beberapa hari kemudian saya log in dan tidak bisa info akun saya tidak terverifikasi dengan email manapun,positive
data aplikasi terinstall kenapa terlalu besar sampai mb lebih banyak makan memori ponsel,neutral
aplikasi sangat membantu pesan mudah bayarnya mudah apalagi topup saldonya lebih mudah bisa isi di minimarket pula banyak promo semua sudah di permudah dalam pembayaran berbagai macam tagihan maupun investasi terima kasih kepada semua yang telah berjuang mengembangkan dan selalu terus memperbaiki kualitas pelayanan terima kasih saya sangat terbantu dengan aplikasi gojek buatan anak bangsa,very_positive
fitur penangan dan pengiriman expres dan reguler sangat tidak berguna tetep saja suruh nunggu nunggu juga tidak usah di ada in expres nya kalo belum siap bikin kesal,very_negative
tolong diperbaiki secepatnya saya nda bisa mengorder akun saya dan slalu ada tulisan server merayap dan lokasinya tidak terdeteksi mohon dibantu,very_negative
mau upgrade susah amat poto ktp sim tidak ke terima terima kartu rusak apa segala macam ribet amat ktp tahun lalu memang mudah rusak woi cacat dikit saja di bilang rusak hadehh,very_negative
susah banget dapat driver tolong kebijakannya dari gojek donk,negative
baru mau coba kasih dulu,neutral
waktu itu banyak banget promonya cuma mau bilang makasih yah jgn bosen dong ngasih promosi lagi hehe,very_positive
pesen gofood nunggu lambat banget buat dpt pengemudi sampe maag kumat,negative
saya pesan makanan di go food tapi harga tidak sesuai dan pesanan juga kurang harga tidak sesuai dengan aplikasi tolong perbaiki,negative
aplikasi sangat bagus penyelesaian masalah sangat cepat ditanggapi terimakasih banyak akun saya yang sebelumnya kena suspend tanpa penjelasan dan bukti jelas kini sudah kembali terimakasih banyak gojek maju terus,very_positive
aneh memang nawarin paylaternaik admin bulanan naik besok awalbulan block sebener ya tidak butuh paylater bayak yang peting cukup buat ordermakan atau beli paket data di setandarin k malah lebih bagus,very_negative
aplikasi sudah bagus tapi masih terdapat kesalahan sistem sehingga beberapa transaksi terjadi kesalahan berujung hilang saldo,neutral
sebelumnya akun gojek saya sudah premium tapi ketika saya logout terus login lagi kenapa jadi tidak premium aneh tidak jelas banget apknya,very_negative
dr akhir tahun kmrin baru sadar klo gofood sekarang tidak bs nglacak pengemudi lagi dmn kecuali si pengemudi sudah otw antar makanan jadi agak bertanya tiap melebihi estimasi belum lagi kadang pengemudi bs ambil orderan itu jg bkin kita terlalu lambat nunggu nah perubahan sistem yang kyk gini ini mungkin bs dimanfaatin sama abang pengemudi buat ngambil pesanan lain atau entah bgmnlah yang jelas kita tidak bs tau dia sudah bener nunggu di resto yang kita pesan atau lagi dmn karena tidak muncul di aplikasi sblm si abang bw mknan ke rmh,neutral
pas lagi sangat membutuhkan untuk hal yang sangat penting kenapa bisa server kami padat merayap sudah x di hari yang berbeda dicoba berulang kali tetap tidak bisa alhasil langsung beralih ke ojol sebelah clear apa harus di uninstal ini pada saat dibutuhkan tidak ada gunanya tidak membantu sama sekali,very_negative
fitur sambung akun toped sangat berbahaya untuk yang punya toko online shop karena klo gopay diblokir bisa mengakibatkan saldo tertahan dan tidak bisa diambil tidak sesuai dengan iklan uang pasti kembali disarankan jgn menyambung akun tokopedia anda dengan gopay demikian pengalaman ini saya share agar ke depan tidak ada yang mengalaminya seperti saya,negative
saya di transfer lewat gopay tapi kenapa di saldo gopay saya tidak muncul nominal nya padahal di list nya muncul nominal nya bagaimana ini,very_negative
apakah tidak semua merchant bisa melakukan pembayaran memakai gopay paylater atau hanya merchant tertentu atau ada nominal pembelanjaan,neutral
aplikasi ini buruk bgt tolong di perbaiki loding sangat lambat trus nmr kenapa di blokirdi pusat gojek nya klu ngk mw di kencel krj yang benar atau hapus saja aplikasi ini mengecewakan aplikasi taik,very_negative
aplikasi nya sudah bagus cuma sering kali pembayaran via qris gagal dan gopaylater nya di blokir secara tiba tiba padahal limit masih banyak terus bayar nya juga selalu tepat waktu tolong lah jangan main blok kek gitu,very_negative
saran saat selesai memesan makanan saya sarankan jangan langsung diteruskan ke restoran beri waktu sekitar detik untuk mengecek pesanan atau untuk membatalkan pesanan jika ada yang kepencet,positive
