review,rating,sentiment,sentiment_label,date,thumbs_up
"kali pesen goride di jalan tempat yg gk strategis pasti dapet ojolnya jauh mulu, trs si drivernya lgsg pencet sampai di titik penjemputan, jadinya kgk bisa lama pula nunggunya. saya tidak bisa menyalahkan drivernya mereka memang butuh uang. bisa si driver ojol tdk diperkenankan untuk menekan sampai penjemputan kecuali memang sudah sampai. ga berkah dong kalo msh jauh, kasian penumpangnya nungguin. terimakasih..",2,2,negatif,2025-08-22 13:55:40,5
tv Zee y guhub yg syebyGG di rwt w yh yg yyy yyy yg g ibu GG,2,2,negatif,2025-10-04 14:49:13,0
Kadang suka kecewa ada voucher tapi bisa apply ini sudah kali saya alami voucher goride,3,3,netral,2025-05-15 08:23:14,1
"makanan masuk sampai, tapi keterangan driver gapernah udah dekat . terus kalo di chat notifikasinya nya uda lagi",3,3,netral,2025-07-22 00:32:19,0
cepat sat set saya utk gofood,5,5,sangat_positif,2025-11-17 17:41:39,0
tingkatkan pelayanan selalu bersikap pada customer,5,5,sangat_positif,2025-09-24 20:05:10,0
"pengguna gojek promonya dan pakai beda..hmm punya temen lama gede mulu, tapi diriku terus,",4,4,positif,2025-05-30 18:47:47,0
"aplikasi yang paling the best pokoknyaaa, banyakk promo dan diskon cuyyy , dowload aplikasi ini ajaa",5,5,sangat_positif,2025-11-17 19:34:03,0
penjemputan tepat dan sikap driver baik,5,5,sangat_positif,2025-10-04 07:21:32,0
seneng pol kalo pas banyak diskon,5,5,sangat_positif,2025-10-02 12:55:41,0
"Aplikasi Cerdas, Teman dikala butuh transportasi instan pengiriman barang beli makanan , beli obat²tan 24 jam Recommended",5,5,sangat_positif,2025-10-30 04:05:48,0
Ada kalanya mobil yang dikirim keadaan nya kurang layak dan interior nya kotor serta driver nya sepertinya BELUM MANDI sehingga penumpang terganggu sekali .,4,4,positif,2024-10-29 06:43:10,3
"gosen sekarang kenpa pada di cansel sama drivernya min tolong di perbaiki min... sekali nya dpt driver jarang mau pickup jauh ,,sampe 5 jam baru nyangkut , untuk daerah centrak park apartment dan sekitar nya",3,3,netral,2025-03-27 11:06:39,0
Sejauh cukup baik ini,4,4,positif,2025-05-11 13:00:15,0
"korupsi goblog, aplikasi tolol, kikir, aplikasi tukang aplikasi",1,1,sangat_negatif,2025-09-24 20:33:52,1
"kalo emang gabisa menjanjikan makanan tepat waktu saat pengantaran express, gausah ada pengantaran express, gapernah pas beli tepat waktu, banyak janji ga bisa ditepati, hapus aja pengantaran express",1,1,sangat_negatif,2025-11-22 14:06:35,0
Aga gitu aja sii dengan gocar in kek suka nolak nya penumpang kesel,3,3,netral,2024-11-11 14:24:04,0
Tolong kalo bisa ongkir termasuk biaya minimal pembelian karena pas aku pesen malah jebol Karena ongkir minimal bisalah pesan makanan harga 9k,2,2,negatif,2024-11-25 19:59:18,0
maaf gojek saya unnistal karna tidak memuaskan saat pesan makanan Driver tidak di temukan nunggu lama lalu saya minta cancel tapi respon dari bantuan di perlambat tidak rekomen bagi saya lebih bagus aplikasi sh pe untuk pemesanan makanan,2,2,negatif,2025-11-02 21:16:26,1
semuanya jadi mudah dengan app ini good,5,5,sangat_positif,2025-10-25 20:15:14,0
Untuk gojek tolong lah fitur chat untuk saat pemesanan itu di aktifin dengan penjual nya kalo pesan ga ada menu pilih custom nya gimana mau request nya,3,3,netral,2025-02-17 18:09:28,1
"customer service sangat baik dalam melayani, ada masalah dengan driver gosend langsung ditangani dengan cepat",5,5,sangat_positif,2025-11-09 21:19:25,0
susah bgt nyari driver,1,1,sangat_negatif,2025-09-30 17:37:41,1
"Aneh bet Jir, Diterima tapi GK gerak",2,2,negatif,2025-10-18 20:47:07,1
"mau banget ongkir gojek, setiap kali order kesel checkout tiba-tiba harganya ganti sendiri. bukannya lebih murah, malah tambah mahal. udah jarang ada promo, sama mahal gila, sekalinya mau checkout harganya ganti-ganti seenak jidat. ga akuntabel",1,1,sangat_negatif,2025-10-18 19:49:21,23
buruk sangat buruk . overprice sekali harga makanan . dan ongkos tidak ada promo sama sekali buruk . sangatt buruk . saya menyesal sekali download aplikasi ini. motor nya juga buruk kebanyakan rusak. driver motor bike bauk sekali,1,1,sangat_negatif,2025-11-08 23:39:18,1
Aplikasi yg cukup membantu kaum mageran,5,5,sangat_positif,2025-09-30 19:18:36,0
"aku top up gopay, udah masuk di riwayat udah ada notifnya. saldo gopay tetap ga dong ini emang ngelag atau langsung bisa",3,3,netral,2025-08-04 12:32:53,4
"Saran untuk kemajuan di 2025 ,tambahkan fitur pilihan khusu gojek perempuan supaya kami ibu ibu kalau mau pergi boncengnya nyaman dengan sesama wanita ,lebih mahal yo gak papa kalau milih gojek wanita ,karna kami cari kenyamanan.",4,4,positif,2025-01-01 10:01:37,4
aplikasi culas.order gosend instan malah dapet driver yg multifungsi.jadi lama paket w sampe nya woy.mao untung besar aja u jadi aplikasi.sama nomor tlp jangan di samarin woy.jadi ribet kl order gosend,1,1,sangat_negatif,2025-10-09 18:32:01,1
"saya isi paket data kemarin udah 1x24 jm belum juga masuk,, di aplikasi gagal tapi saldo brimo ke potong. Mohon segera di kirim paket datanya. Terimakasih",2,2,negatif,2025-07-18 07:18:07,1
"Aplikasinya sangat membantu,tapi tlnglah jarak jemput jangan terlalu jauh,kemarin saya pesan khusus penumpang drivernya minta di batalin karena jaraknya terlalu jauh mau nggak mau ya harus saya batalkan",4,4,positif,2024-12-28 20:17:18,2
Banyakin voucher diskon,4,4,positif,2025-02-09 21:05:28,0
"cari drivernya terlalu lama, masa harus nunggu 20 menit lebih baru dapat... tolong di percepat dong biar pelanggan puas",2,2,negatif,2025-06-26 17:41:21,0
tolong lebih banyak promo untuk goride rugi sekali kalau gocar 7000 goride 12000 padahal jaraknya dekat dan untuk iklan tolong dihilangkan sangat menganggu sekali juga titik lokasi tidak akurat yang diambil driver kebanyakan mengambil jalan pintas yang jelek mohon aplikasinya diperbaiki,2,2,negatif,2025-08-02 10:45:36,0
"hari ini saya sedang mengecek pembelian gofood, belum sempat memasukkan vcher promo tiba2 sudah melakukan pembelian, pihak resto belum konfirmasi, apa lagi dapat driver, tapi pembelian tidak dapat dibatalkan, gojek sangat mengecewakan sekali.",1,1,sangat_negatif,2025-10-24 10:53:44,8
Biar lebih nyaman sopir nya harus friendly dan sabar..,4,4,positif,2024-11-22 14:47:52,0
ongkir ny mahal bngt skrnggg.. aneh bnyak biaya gk jelas... 4 rb itungan dr mna. 65 14 ongkir... total 83,1,1,sangat_negatif,2025-10-31 21:10:19,1
"Barusan pesan makanan lewat gofood. Memang sy pesan reguler makanya double order. Tapi di aplikasi, biaya pengantaran 17k. Mslhnya yg masuk ke driver cuma 5.100 dari pengantaran saya, dan dasar dari pengantaran satunya lagi. Itu cuma 12.300 lain sedangkan dari pesanan saya 17k, gak tau dari orang yg total berapa. Atas 7.200 itu saya berharap pihak aplikasi dapat berpihak ke driver juga. Jangan selalu lihat cust. Kalau pun ada promo buat cust, tolong untk driver jngn di potong biaya pengantaran.",1,1,sangat_negatif,2025-09-27 19:31:37,27
Mantap gojek nya ngebut mantap banget,4,4,positif,2025-01-13 15:48:01,0
di gojek bayak promo,5,5,sangat_positif,2025-09-26 17:18:41,0
"resto perlu tapi tidak bisa batalkan pesanan, gojek tutup tegas untuk resto tutup yang tapi gofoodnya tetap berstatus buka",2,2,negatif,2025-04-03 23:20:00,0
"mantaap agak nunggu dikarenakan,, dicarikan driver yg jauh gak driver yg terdekat",4,4,positif,2025-06-07 19:11:50,0
Sering di notifikasi error,3,3,netral,2025-02-20 08:13:27,0
jadi gojek. pake kalo sampai cwpatt makasih,5,5,sangat_positif,2025-10-27 18:42:52,0
ulasan saya knp dihapus yah,3,3,netral,2025-11-16 11:57:04,1
"sekarang kalau bukan di atur driver di palak driver, pakai nagih untuk berikan tips, mau di berikan atau tidak itu tergantung pelanggan makin ga bener aja driver gojek",1,1,sangat_negatif,2025-09-20 12:30:37,9
Tolong ya.. Menganggu bgt iklan nya,2,2,negatif,2024-12-09 18:53:40,0
cepat dan tepat sasaran..,5,5,sangat_positif,2025-11-12 12:39:33,0
Ngga bisa search menu resto di Gofood,3,3,netral,2025-01-20 11:48:41,1
tetep pentingkan kepuasan pelanggan dan kesejahteraan driver,5,5,sangat_positif,2025-10-27 07:25:37,0
"Saya akan pertimbangan pindah aplikasi, kemarin pagi saya emergency pesan untuk anak dari kalibata timur ke RS bersalin terdekat, yaitu RS Bra , saya susul dengan motor, ternyata di lokasi kurang ada, saya diberitahu petugas untuk cek ulang pesanan saya, ternyata berubah jadi ke RS Sil . Bagaimana ini bisa terjadi.",2,2,negatif,2025-01-18 00:10:36,1
"udan pake fitur prioritas tapi ga dapat driver,susah banget dapat driver",3,3,netral,2025-10-31 18:53:07,1
bikin saya makin telat pengemudi sama lokasi jauh banget,2,2,negatif,2025-07-08 05:33:03,0
koq lihat history GO-RIDE tiba2 langsung memesan? apa ada yg sama? mana ga bisa dicancel,2,2,negatif,2025-09-18 19:40:24,1
"Oke banget, mantap!!!",5,5,sangat_positif,2025-10-05 11:41:58,0
"Halah.. saat gerimis, pesan terus lama menunggu konfirmasi. Maaf lagi laris manis... anjay",4,4,positif,2024-10-20 13:08:41,0
harganya makin mahal,4,4,positif,2025-11-13 05:04:33,1
Gimana cara buka blokir paylater nya ya? Cicilan dibayar tepat waktu tpi tiba2 diblokir,4,4,positif,2025-02-16 12:12:55,0
"ACKAB...AkuCintaKaryaAnakBangsa,Aplikasi tipu² customer bayar mahal tapi yg didapat driver minimal,masih kena potongan double order juga...Parah,Biadab,RENTE",1,1,sangat_negatif,2025-11-05 10:06:47,2
seneng bisa bantu orang,5,5,sangat_positif,2025-10-18 21:23:18,0
"terus Oke, tingkatkan diskon promo",4,4,positif,2025-03-08 14:35:26,0
semua mahal aplikator rakus,1,1,sangat_negatif,2025-09-18 21:38:59,1
Alhamdulillah terbantu dengan adanya gojek..,5,5,sangat_positif,2025-10-03 15:33:36,0
ya kenapa Ini kak tiba² gopay later saya diblokir padahal selalu saya tepat waktu membayar tagihan gopay later ?,3,3,netral,2025-03-01 16:00:29,0
"suka banget pake gojek kalo lgi males kemana bawa motor sendiri,pake apk gojek dari jaman kuliah sampe sekarang kerja alhamdulillah gk ada kendala apapun",5,5,sangat_positif,2025-10-07 13:26:31,0
"mau kasih rating ke go food gimn sih? Biasanya muncul lah skg cuma muncul rating driver, lah utk restonya g muncul².. Ini ke 2x pesen minuman cincau cokatte kecut, yg satunya snacktray psen cuma dksih 1,,heran deh",4,4,positif,2024-11-02 16:04:54,1
"Kurang banyak voucher hehe, dan agak mahal drpd waktu2 sblmnya",4,4,positif,2024-10-27 13:46:38,0
Tolong dong GPS nya di bikin akurat Pesan di mana dapetnya di mana Kasin drivernya muter2 Untung juga ga seberapa Tolong di perbaiki lagi dong !! Aplikasi juga udah yg terbaru k Saya update terus Ijin lokasi juga sudah aktif Saya pesan di sene juga malah dapet mobilnya di kemayoran Padahal di stasiun senen banyak driver nya Segitu saya ambil prioritas Tolong di perbaiki ya,3,3,netral,2024-11-08 08:20:14,16
kali 2 pesan go send tapi tak ada respon dari masing2 biar nya . Terus pesan lagi sampai harus mohon2 driver drivernya mau karna dah telat banget ngirim barang nya,4,4,positif,2025-01-02 16:43:52,0
Alhamdulillah drivernya selalu dpt driver yg baik baik,5,5,sangat_positif,2025-11-02 12:05:58,0
"aku udh 6tahunan pake gojeg,. sering banget disc makanya sering belanja pergi. tp skrg kok jarang yah min apalagi goride,dikit bgt potongannya cuma 2k, makin kesini harusnya yg udh jadi pelanggan lebih di manjain good job tp yah buat gojeg moga makin sukses per diskonan nya",4,4,positif,2025-01-04 09:18:52,0
Alamat rumah berubah2. saya google update alamat saya di Mohon maps.,4,4,positif,2025-01-13 19:31:19,0
kalo habis hujan pasti susah dapet driver.. tidak bagus,1,1,sangat_negatif,2025-09-30 18:54:27,1
"Oke, tapi tolong layanan Gosend gabisa diakses, yang saat mau cari driver selalu muncul berubah perubahan harga, tapi pas di cek harga pada ada ga muncul. Tolong di perbaiki.",4,4,positif,2024-12-19 09:14:12,6
Saya tidak suka dengan memotong saldo untuk perpanjqngan gojek plus tanpa pemberitahuan sama yg bersangkutan apakah mau perpanjang atau tidak. Harusnya ada pemberitahuan terlebih dahulu dan jangan main potong saldo,4,4,positif,2024-11-28 02:17:44,1
"Nanti Kalo Udah ada kebijakan baru, aku tambah ratingnya. Halo Aku pengguna Apk Gojek terutama Gofood, kurang srek sama kebijakan kalo makanan disiapin dulu baru cari driver. kebetulan baru aja kejadian, aku beli mie Ga oan, status makanan lagi disiapin dan cari driver udah nunggu sejaman ternyata semua driver sibuk, ga banget sih kalo gini sistemnya udah nunggu lambat buat kepastian makanan yang di pesen ternyata malah gagal karna drivernya gaada. mohon di tinjau lagii, trims",2,2,negatif,2025-04-04 20:50:23,0
ada jarang atau voucher Sangat promo untuk gofood.,2,2,negatif,2025-01-19 18:16:59,0
"hp dompet aku ketinggalan di gocar tapi dan ga tanggap, bahkan pihak gojek membela driver, cs ga cepat jujur gaada sistem lost and found kaya punya sebelah, bahkan yg sebelah pun drivernya jujur drivernya ramah. worst experience ever pake gojek.",1,1,sangat_negatif,2025-10-19 11:11:43,1
krna sinyal kenceng tp ga bisa pin ganti buat padahal mslh jaringan trus.,1,1,sangat_negatif,2025-11-07 18:04:10,1
sangat membantu di stiap kamna pun pergi,5,5,sangat_positif,2025-11-22 00:31:19,0
makin hari ongkirnya makin mahal,2,2,negatif,2024-12-27 09:52:33,0
I am having trouble deleting my account because I have 2 accounts.,4,4,positif,2025-08-04 18:26:17,0
"tidak memuaskan pelayanan aplikasi dan gojek nya membuat saya takut, risih dan tidak nyaman. saya sudah melaporkan ke email tetapi tidak direspon sama sekali. tolong dong yang gojek nya membuat saya risih di tindak lanjuti...",1,1,sangat_negatif,2025-10-22 21:44:28,1
apalah aplikasi payah mau pesan makanan ga ba ada masalah katanya,2,2,negatif,2025-08-03 14:08:17,1
saya mau pesan menit udah padahal 15 gojek gak dapet-dapet nunggu udah pake prioritas,3,3,netral,2025-04-08 18:26:56,1
untuk yg pengusaha semoga terus gofoodnya,4,4,positif,2025-11-05 16:21:38,0
kenapa gojek skrang sulit dan lelet dpt drivernya ? aplikasi jg slalu di update klo lama2 begini bisa pindah aplikasi .. psen makanan aja hmpir satu jam pdhal jraknya g jauh2 amat,2,2,negatif,2025-01-09 09:28:12,1
"disaat dibutuhkan gak ada satupun,,",2,2,negatif,2025-03-31 04:36:43,0
"driver gojek ga ada yg beres, evaluasi lagi mitranya",3,3,netral,2025-09-08 02:18:40,1
gabisa pilih nominal buat kasih tip,3,3,netral,2025-07-11 20:22:45,0
"sekarang banyak sopir mitra gojek terutama daerah karawang tidak beretika dan tidak sopan, minta cash, minta nambah diluar kesepakatan. sekali kali sopir mitra oknum yg bikin jelek citra perusahaan cut aja masih banyak yg butuh kerjaan jadi mitra gojek.",3,3,netral,2025-08-14 22:45:32,0
gampang ketemu driver,5,5,sangat_positif,2025-11-13 15:21:01,0
sangat baik pake gojek,5,5,sangat_positif,2025-10-24 17:06:10,0
"membantu tapi sayang nya KLu gofood masih suka mahal ongkirnya,diskon pun jarang,kdng mahal ke ongkir dri pDa hrg makanannya",3,3,netral,2025-05-16 12:17:43,0
pengemudi nya sopan dan memperhatikan sekali keamanan selama dijalan..,5,5,sangat_positif,2025-10-18 22:14:42,1
Fitur memuaskan banyak diskon,4,4,positif,2024-10-18 20:21:00,0
"Makin gajelas pelayanan nya sering banget telat, dan lama dapet driver padahal pake pengiriman express",2,2,negatif,2024-11-27 09:16:51,0
Kasih saya paylater sama gopaypinjam dong,3,3,netral,2025-03-13 20:49:52,0
sering tidak dapat voucher potongan gojek,3,3,netral,2025-10-06 12:29:12,0
"Agar bisa bersaing dgn kompentitor , tks",4,4,positif,2024-10-02 08:23:52,0
aplikasi tolol promo malah rugikan driver,1,1,sangat_negatif,2025-09-26 03:01:24,1
gaada yang butuh uang saya udah psen gaada yang mau,1,1,sangat_negatif,2025-10-27 12:44:34,1
"Lagi pilih makanan sudah dan masukin kode promo terus mau pesan, dan cekout, tiba 2 diskon lsg hilang, beralih ke aplikasi sebelah aman diskon tidak tiba2 sampai tiba makanan... Tolong",2,2,negatif,2024-11-24 11:40:19,13
sangat mempermudah hidup,5,5,sangat_positif,2025-10-25 12:17:41,0
"pesen makan lama nyampe nya,, udah gitu driver nya ribet...",1,1,sangat_negatif,2025-09-29 21:42:30,1
"pada tengah malam banyak driver yg minta jalanin bon aplikasi, karna posisi kita baru datang bertamu d kota orang jadi agak sedikit takut hingga menuruti permintaannya.. tolong yg kyk gini d benahi.",3,3,netral,2025-04-27 06:38:21,0
"Tolong dengan besar hati utk go ride mw jarak jauh ataupun deket klw bisa di semua,giliran jarak deket order driver sibuk semua,giliran jarak jauh baru di rebutin.",4,4,positif,2025-08-12 07:20:18,8
aplikasi kikir masa harus pake pencarian cepat biar dapet driver busuk,1,1,sangat_negatif,2025-10-05 21:28:31,1
"Aku kasih bintang tiga sja soalnya Aplikasi Go-Jek banyak yg tdk aman.Klo aplikasi,kendaraan, dari perusahaannya sih bagus aman2 sja tpi kemarin saya naik Go-Jek Car malah kedapatan supir Drive mata keranjang padahal sudah tua Bangka dan saya masih muda sekitar usia 20 ke atas saya jdi takut apalagi pas turun dari mobil Drive kemudian karyawan ditoko orangtua saya ada yg kenal supir Drive itu kata karyawan orangtua saya supir Drive itu mata keranjang klo lihat cewek cantik langsung disosor",4,4,positif,2024-11-26 04:44:09,0
"untuk admin tolong kasih tau ke para pekerja kalian, mereka niat kerja g sih? saya pesan gofood dapet drivernya lama banget, g hujan juga, diperbaiki lagi dah kinerja pekerja kalian",1,1,sangat_negatif,2025-11-01 18:40:45,1
"Mon maaf udh bagus banget cmn sering banget susah dapat driver padhl udh pilih yang express jadinya kayak beli pake pengirimn biasa, udh gitu ba tiba saldo yg ditop up ngalamij kendala pas kita mau beli makanan jdinya harus nunggu lagi. Tolonh aja ditingkatkan lagi ya terimakasih",4,4,positif,2025-08-04 14:13:59,5
"gojek tolong dongg, aku udah pake yanh express yaa walaupun tetep pake voucher tapi kan tetep bayar ongkir yaaa, sejam lebih ni nungguinnya, ntah dari warungnya atau dari drivernyaa, kacauu. untuk ini tolong yaaa gojek, setidaknya kalo emang minimal 5-10 menit lah pastiin lamanya, kalau udah laper terus nungguin lama ga pasti juga bakal buang buang waktu ya kann, tolong yaaa. sukses buat gojek",4,4,positif,2024-11-25 15:59:36,1
Min tolong cepet transfer gopinjam anak sy sakit muntah muntah panas tinggi,4,4,positif,2025-09-22 09:10:27,2
"kebanyakan order Go-Jek , setiap driver nya nyuruh aku cancel,dgn alasan dia GK mau kepotong saldo nya,Jd dia ttp anter penumpang sesuai tarif trtera tp GK make aplikasi sebenarnya ngaruh GK si ke akun gojek aku kalau udh order aku ku Bkn kemauan cancel tp disuruh driver",3,3,netral,2025-04-20 10:15:55,0
sangat membantu sekali. kalo ga ada yg bisa antar jemput aplaagi kalo banyak promo nya hehe,5,5,sangat_positif,2025-10-20 12:50:44,0
tiap buat pembayaran pdam selalu error... ada gunanya jadinya,3,3,netral,2025-04-13 10:00:26,0
aplikasi sangat yang berguna dan konsumen membantu dalam mendapatkan makanan favoritnya,4,4,positif,2025-09-28 18:53:40,5
tolong di disiplinkan lagi pegawai atau pengemudinya tolong y ini aku pesan gofood gegara hujan atau macet harus nya juga harus mikir jadi ini pesanan gofood ku telat yang seharusnya pesanan udah jadi 15 menit sebelum nya malah jadi nunggu lama kalau bisa tambahkan kompensasi telat nya,2,2,negatif,2025-03-23 19:10:22,1
Kurang banyak nih promo2 potongan gofoodnya,4,4,positif,2024-11-15 11:27:37,0
sangat membantu dalam keadaan mendesak,5,5,sangat_positif,2025-11-12 06:20:06,0
"top sih hamya saja jauh lebih overprice dari aplikasi aplikasi serupa sebelah, saya hanya sesekali gunakan pas ingin cepat buka dua aplikasi sekaligus, kalau aplikasi sebel⁹..ah terima, gojek saya batalin",4,4,positif,2025-04-04 09:33:52,0
"Diaplikasi order ongkir Rp.13ribu,tapi masuk ke driver kok cuman Rp.5000 ya..padahal saya bayar ongkirnya 13ribu.kok bisa ya",2,2,negatif,2025-01-08 20:22:38,1
walaupun sudah pake yg express tetep dateng nya lama kayak ekonomis,2,2,negatif,2025-04-19 16:55:18,0
pencarian drever lebih dekat dr customer selalu jauh dapat,2,2,negatif,2025-08-26 07:59:39,2
Aplikasi sangat membantu dan sangat mudah digunakan memang kadang agak mahal tapi sesuai sama pelayanannya,5,5,sangat_positif,2025-11-02 11:30:43,0
pelayanan sangat humble,5,5,sangat_positif,2025-09-27 17:47:20,0
"masukan dari saya, untuk meminimalisir orderan fiktif yang terkadang marak di lakukan orang yang tidak bertanggung jawab. agar kedepannya bebenah untuk Gojek, Grab, Shoppe dll kompak menerapkan aturan yang mewajibkan pengguna agar bisa order dengan syarat harus sudah verifikasi e-KTP KYC tidak boleh double akun, 1 manusia 1 akun. banyak Gojek Indonesia, sukses selalu!",5,5,sangat_positif,2025-10-08 20:56:02,0
"pesan go food makanan sudah siap lama ,driver gak bergerak .jadi telat jadi makanan dingin",2,2,negatif,2025-07-20 09:18:50,0
Biaya penanganan go food sampe 22 ribuan..tambah biaya parkir 3000. Kemahalan. Untuk yg beli dgn pembelian minim mah mikir lah pake gofood. Mana diskonnya pelit. Mohon ditinjau ulang lg. Kurangi biaya penanganan itu. Klo kemahalan gak jadi beli.,2,2,negatif,2025-01-25 15:00:29,3
"PRESIDEN BARU KITA BPK PRABOWO SUBIANTO PUNYA MOTTO JANGAN MENYUSAHKAN RAKYAT, KALAU BICARA MENYANGKUT DIA PASTI BERAPI API MEMBELANYA, SEMOGA GOJEK SELALU AMANAH MEMBANGUN RAKYAT DAN MENDUKUNG JALANNYA PEMERINTAHAN BPK PEABOWO SUBIANTO, ,MERDEKA...",3,3,netral,2024-11-04 13:26:22,0
"complicated bgt mau laporan , aplikasinya juga ngebug trs setiap ngisi formulir . udh ngirim email jg ga di bales bales , mau cari nomer wa Cs ga ada . susah.",2,2,negatif,2025-05-07 14:17:38,2
simpel dan efektif...,5,5,sangat_positif,2025-10-01 07:16:02,0
Kadang suka lama cari driver,4,4,positif,2025-03-01 09:08:13,0
"Promo diskon dengan metode pembayaran dari bank bank yang entah darimana itu ada, nyusahin",2,2,negatif,2025-01-01 21:21:52,0
belakangan ini sering susah bnget dpet driver,3,3,netral,2025-09-12 19:10:24,1
ok bnget aplikasi nya,5,5,sangat_positif,2025-10-04 23:39:33,0
malas banget kalo dapat promo ngga ada driver yang mau ngambil alhasil nunggu sia2 hadehh,2,2,negatif,2025-03-25 18:04:27,0
"Feature chatnya harus dibatasi karena dijadikan alat teror oleh orang atau nomor yang tidak kita kenal, saran perbolehkan chat hanya dari nomor yang yang ada di kontak saja",2,2,negatif,2025-03-31 22:44:12,82
"tolong pencarian drivenya di perbaiki, setiap kali saya memesan goride selalu dapat yang lokasinya jauh sekali",2,2,negatif,2024-12-23 17:21:44,8
verifikasi mukannya susah banget tolong lah,1,1,sangat_negatif,2025-09-22 00:51:14,1
"GOCAR T4EK!! KASIH HARGA KE DRIVER PAKE OT4K ajg,, NGANTER 13MENIT BAYAR CUMA 8500 MATANE SUWEK",1,1,sangat_negatif,2025-09-24 09:40:53,1
saya tidak dapat menggunakan saya,5,5,sangat_positif,2025-09-27 20:36:47,0
"saya tidak jadi ganti nomor kerena saya ingat ,tolong bantu ya ?",1,1,sangat_negatif,2025-09-24 08:47:19,1
"update malah susah cari alamat manual di map, diperkecil malah ngezoom sendiri, dizoom malah ngecil sendiri mapnya",2,2,negatif,2025-08-21 08:27:22,1
Kalok hujan gk ada driver,2,2,negatif,2024-11-19 07:26:45,0
fitur sharing trip nya gada,1,1,sangat_negatif,2025-09-29 18:23:53,1
pelayanan jelek gofood mahal udah gitu lama bngt padahal pakek yg prioritas begitu nyampek makanan udah dingin,1,1,sangat_negatif,2025-10-02 20:03:45,1
sangat lega dengan pelayanan nya yang baik sopan juga terimakasih gojekk,5,5,sangat_positif,2025-10-02 14:10:26,0
Rata2 driver tidak punya kartu e-money . Sangat merepotkan saja .,4,4,positif,2025-01-16 12:58:19,0
harga makanan makin mahal dari harga sebenarnya. bedanya hampir 2 kali lipat . walau ada promo jatuhnya tetap lebih mahal . jadi percuma. ga kayak dulu...,3,3,netral,2025-05-25 14:18:03,0
"jemput hampir 5 KM minta buru². apakah pelanggan tahu ga ongkos bersih yg diterima driver. harus nya bisa menghargai driver, yg lain bilang nya Alhamdulillah orderan nya ada yg ambil. jadi driver lagi yang kena peringatan",5,5,sangat_positif,2025-10-06 21:50:32,0
masih biasa saja cenderung buruk,2,2,negatif,2025-06-14 19:39:22,0
"tolong di update fitur bisa order now dengan kode di mana pun berada, saat ini hanya tampat2 tertentu saja yang bisa",5,5,sangat_positif,2025-11-03 08:39:59,0
"selalu tidak dapat driver, harus nunggu sampai 3 jam baru pesanan diterima",1,1,sangat_negatif,2025-09-21 19:35:07,1
"pelayanan lama cepetan shopefood, diskon juga banyak shopefood",2,2,negatif,2024-11-27 09:40:28,0
"mau login gabisa gabisa karna harus verifikasi wajah , gimana mau bisa orang pas verifikasi tiba tiba miror jadi aneh muka saya makanya gabisa bisa aneh",4,4,positif,2024-12-21 23:36:01,0
saya tidak bisa login ke apk ini. katanya apk liat terbaru. pembaruan cepat tapi pas saya ini di play store apk nya sudah versi butuh maksudnya gimana ini?? mohon responnya min!,2,2,negatif,2025-05-13 15:27:43,0
"orang nya ramah ramah, sesuai dengan yang aku ingin sipp intine",5,5,sangat_positif,2025-10-01 20:30:50,0
"tolong rubah sistem nya. harus nya dapat driver dulu baru konfirmasi ke resto, kalau ke resto dulu tapi gak dapar driver . itu sangat merugikan , merugikan pelanggan dan pihak resto. pelanggan membutuhkan waktu yang lama tanpa ada kejelasan makan bisa di antar atau tidak. kedua resto sudah memasak tapi gak ada driver yang mengambil. bukan kah itu pelayanan dari sistem yang sangat buruk",1,1,sangat_negatif,2025-11-05 18:32:30,2
semakin kecewa dengan pelayanannya,1,1,sangat_negatif,2025-10-25 17:40:12,1
pesen gofood nunggu eh jam ini tau2 di cancel. ga ada perubahan 1 gojek.,1,1,sangat_negatif,2025-09-18 11:58:17,1
mau pergi2 mudah...mau makan mudah...mau kirim barang...mudah,5,5,sangat_positif,2025-11-06 18:33:18,0
"kenaikan tidak masuk akal, hanya mencari untung saja menyusahkan pengguna",1,1,sangat_negatif,2025-11-20 13:48:46,1
"Drivernya udah Kejadian bookingan kualitasnya trus malah dibatalin. ambil ini terus berulang selama 1 jam. Tolong kalau drivernya gak bisa ambil bookingan jangan diambil. Emang apk luar negeri selalu lebih baik, bodoh amat dengan produk dlm negeri, perbaiki dulu saya",1,1,sangat_negatif,2025-09-18 13:40:53,9
go pulsa kok eror terus ya ?,3,3,netral,2025-10-20 15:05:42,1
setelah diupdate gojek malah tidak bisa dibuka,5,5,sangat_positif,2025-10-19 19:23:09,1
"saran dari aku buat gojek, sejauh ini aku nyaman bangett make aplikasinya, tapi bisa nggk yaa fitur chat resto nya juga ada soalnya kadang ada hal² kecil yang kita lupa tulis di catatan tentang pesanannya, kan enak kalau bisa chat resto nya langsung saat pemesanan makannya",4,4,positif,2025-06-14 22:59:53,30
setiap aku pulang kerja itu selalu kesulitan mendapatkan driver apa karena aku bayar pakai gopay mangkanya sulit dapat driver,2,2,negatif,2025-04-16 00:09:02,0
semangat terus utk para driver gojek... semoga semakin amanah mengutamakan kepuasan pelanggan...,5,5,sangat_positif,2025-11-15 11:52:08,0
"kok lokasi nya tidak sesuai dengan lokasi kita berada , mohon diperbaiki , saya jadi dimarahi drivernya",4,4,positif,2025-07-12 13:54:09,0
