text,sentiment
maunya riwayat transaksi bisa dilihat secara detail jadi kita bisa memonitori daftar pengeluaran saya ketipu dengan iming iming hadiah sekian juta dan mereka menggunakan akun saya melalui bagus up saldo gopay dari atm terus saldo gopay saya di habisin melalui pembayaran yang ada di aplikasi gojek tetapi saya tidak bisa lacak untuk riwayat transaksinya tolong di perhatikan dan diperbaiki satu lagi ini satu akun bisa masuk 2 smartphone jadi mudah ketipunya ini mohon ditingkatkan keamanannya,negative
pernah saya pesan gojek terus saya pux barang beras 10 kg masx bilang saya salah pesan seharusx saya pesan apa saya tidak ngerti karena saya hax taux ya gojek saya merasa tidak nyaman karena mungkin cara penyampaiax agak kasar menurut saya,negative
maaf kenapa sekarang jadi satu sama go partner sig,neutral
apa semua harga naek ya di gofood,neutral
kenapa ada pemberitahuan nomor handphone tidak sesuai nomor handphone yang terdaftar di gopay ketika sambung rekening di akun prakerja mohon solusinya kak,neutral
aplikasi gojek bagus sangat membantu semoga selalu berkembang dan lebih baik kedepannya,positive
untuk masuk aplikasi sih tidak ada kendala jaringan lancar tapi pas masuk ke go food atau yang lain itu kenapa tiba gangguan jaringan padahal lancar kamu pas buka aplikasi lain jaringan handphone saya lancar saja padahal cuma gangguan di aplikasinya pas mau pesan makan atau transportasi,neutral
sudah banget dapat pengemudi saat pesan gofood n goride mana tidak mncul pesan dari pengemudi pengemudi bilang kalau ctm tidak kirim pesan duluan pesanan tidak mncul di pengemudi jangan memaksakan update aplikasi kalau hsil team it rnd jelek,negative
minimal kalau ada update itu ada notif pemberitahuan biar enak biar yang niatnya mau bagus up bisa di tunda dullu sampai update beres kabarin jika sudah bisa update sendiri biar itu saldo saya tidak hilang sudah update tetep ajh hilang saldo saya 99ribu 47ribu babikk babbikk bikin emosi,neutral
ingin banget bisa instal gojek bisa tidak ya di handphone ini soalnya semua aplikasi di handphone ini sulit untuk kompirmasi identitas mudah mudahan bisa ya oppo android,neutral
akun gopay saya kenapa ya ko isi saldo 2 kali tidak masuk masuk,neutral
mapnya kurang benar ngk akurat mau ditulis pun tetep harus menyesuaikan mapnya sudah dikasih alamat yang benar masih saja harus nyesuain map bukannya ngk setuju tapi masalahnya saya dikomplain pengantarnya karena alamat saya dengan yang ada di map beda jauh shg ongkirnya ngk sesuai tolong diperbaiki lagi ya,negative
ini bru update sbelumnya setiap buka aplksi ini sllu seperti loading pdhal mau cari cepat menunya pdhal paket data full tapi sllu bgitu smoga setelah update ini lancar bukanya ngg nunggu lambat lagi,positive
membuat perjalanan menjadi lebih menyenangkan dan mudah sehingga hidup menjadi lebih indah,positive
aplikasi yang sangat bagus selain menyediakan transportasi yang murah dan terjangkau aplikasi ini telah banyak membuka peluang kerja mulai dari pengemudi rider juga peluang bisnis lain nya yang nerhubungan dengan kuliner,positive
sumpah sudah lebih dari 3 kali pesan goride gapernah dapat padahal si pengemudi lagi dekat kalau ujan alesannya suka tidak mau narik atau apalah ini masi sekitaran jam 9pagi cuaca cerah pengemudi dekat tidak ada yang nyangkut sama sekali ada nya gojek buat apa pilih pilih ongkos customer yang jauh pakai promosi gadiambil giliran gapake promosi masih tidak ada yang nyangkut sampai 5x pesen gaadaa sama sekali yang mau ambil pesanan saya begitu pun selanjutnya miris banget gojek sekarang,negative
hai mohon segera balas emailku kenapa ada in promosi kalau tidak dikasih reward nya,neutral
kasih bintang 3 dulu kalau oke nanti tambahin lagi,positive
karena sudah mau jadi anak sultan promo2 diskon gofood ny dihilangkan buat akun saya saja temen2 yang lain masih ada diskon lah saya sudah dibedain kecewa sih pdahl sudah sering banget pakai apa2 pilih gojek gpp lah kali2 pakai aplikasi yang lain dulu,negative
saya lapor masalah pada aplikasi ditutup gitu saja tanpa ada nya solusi tolong dong kalau gini caranya harusnya ada request untuk penghapusan akun saja karena didalamnya ada data2 dan paylater yang masih aktif dan efek berkepanjangan apabila ada yang log in,neutral
sebelum terima drivermitra apa tidak ada pengarahan atau main terima asalan saja banyak kali masalah mitra kalian pengemudi minta dibatalin lah apalah belum lagi kalau hujan susah nya minta ampun padahal pesan mobil kek mana kalau motor terus di aplikasi dibuat pengemudi lagi sibuk laris manis memang tidak ada saja yang mau masa dalam sehari bisa berapa kali batal bikin emosi bikin emosi,negative
gotix oh gotx kemana,neutral
kenapa sudah install aplikasi masih ada biaya jasa aplikasi aneh siy menurut saya lebih baik biaya itu dihilangkan karena mengganggu pas mau bayar gofood,positive
alhamdulillah selama ini saya tidak kecewa dengan pelayanannya sukses dan selalu memberikan yang terbaik,positive
bagus bagus up aman,positive
pengemudi milih milih,neutral
tolong setiap customer pesan jngn selalu dapat pengemudi yang jauh customer pesan pasti berharap cepat yang disesuaikan dingin kebutuhan customer itu sendiri karena dapat pengemudi jauh jadi kita nunggu lambat dan keperluan customer jadi terhambat dan jadi lama tlng di kasih yang dekat dingin customer saat customer pesan tks,neutral
banyak pengemudi seenaknya mengcancel pesan kita dibuat menunggu sampai gonta ganti pengemudi lebih dari 5x sampai timeout edan kerja kenapa milih,neutral
selama bertahun tahun tetep setia dengan gojek tapi mohon sayangi pengemudi kalian,neutral
makin kesini aplikasi gojek kalian yang mau instal jangan ragu ragu saya jaamin bagus sejak ada dampak corona ini pengemudi gojek pasti makin sulit masuk pesanan tolong bos pengemudi gojek dipermudah dipertimbangkan dan agak dinaiki harga dan dinaiki fasilitas nya sudah mudah agar lebih mudah lagi semoga kritikan postingan ini membantu dan satu lagi tolong yang gojek nya tidak bisa tolong aplikasi gojek nya diperbarui lagi kalau tetep tidak bisa berarti handphone anda yang kudu diganti terimakasihh,negative
saya sekitar seminggu yang lalu menghapus akun gojek dan gopayyang sudah gopay karena ingin menganti ke akun dengan nomor yang baru tetapi ketika saya verifikasi untuk gopaytidak bisa kartu identitas yang kamu gunakan sudah terdaftar sebelumnya melalui gojek atau gopay padahal jelas jelas akunya sudah terhapus dan sudah seminggu lebih,negative
lumayan tapi coba biaya untuk delivery fee di go gofoodnya dikurangin terus biaya platform fee nya ditiadakan saja dan diganti iklan bagaimana yah dengan adanya biaya delivery fee harga makanan yang tadinya murah bisa jadi sangat mahal diskounts juga sangat sedikit dan tidak beragam coba deh cari cara agar biaya delivery fee bisa ditekan semaximal mungkin jika sudah ada caranya saya yakin aplikasi ini jadi aplikasi nomor wahid dan intipenting,neutral
kenapa sewaktu ingin mengisi pulsa selalu ke play store lagi padahal aplikasi sudah di update,neutral
tolong deteksi lokasi dibenerin lagi saya mau gofood lokasix sudah nyala pengaturan semua sudah akurasi tinggi tapi ini tidak kedetectminta di aktifkan lokasi pdhal jelas2 lokasi sudah aktif sudah saya update juga tolong dibenerin lagi soalnya juga saya bandingin dengan aplikasi yang lain contoh buka grabfood lancar jaya tolong lah sering seperti gini,positive
tolong permudah pencarian riwayat transaksi gopay jangan prank kami selesai transaksi tidak langsung muncul bukti transaksi hanya tulisan sudah diproses cari di article katanya di menu lainnya di cari semua sub menu lainnya tidak ada ternyata di eksplore bagaimana sih,negative
good aplikasi transpoertasi online pesan makanan dan untuk kebutuhan lainnya selalu dapat banyak diskon dari aplikasi gojek mantaab,positive
setengah jam saya pesen makanan tidak kelar kelar karena aplikasi loading terus giliran ditungguin malah error nyalahin jaringan internet padahal saya buka aplikasi laen lancar lancar saja kalau tidak ada yang rusak gausah diganti ganti kenapa sih makin lambat makin buruk ini aplikasi siap siap saja kehilangan makin banyak customer,negative
kalau ujan draiver pada males ambil mending bubarin saja,neutral
aplikasinya bagus memudahkan ketika ingin pergi kemana ataupun ketika malas bepergian untuk membeli makanan tetapi sayangnya voucher cashback nya sangat jarang sekali,neutral
bagus aplikasi nya baru saja download terus pesan makanan setelah itu nyampek makanan nya padahal sudah jam 12 malam tapi pesanan bisa sampai mungkin yang ngaish komentar negatif belum tau cara pakai aplikasi nya kali yak,positive
terima kasih mas smg lancaarr,positive
biaya aplikasi trlalu mahal bayar jangan setiap transaksi tks,negative
sebelumnya di aplikasi sebelah gab tapi sering ada masalah layanan kalau hujan susah sekali dapat pengemudi bahkan pernah telat ke tempat kerja karena 1 jam lebih baru dapat pengemudi setelah coba di gojek pelayanan cari pengemudi sangat cepat terimakasih gojek sangat membantu,positive
sebenarnya sudah bagus tapi ketika membatalkan pencarian pengemudi menggunakan gopay gopaynya terpotong secara langsung,positive
aplikasi kamu makin tidak jelas kampreet update bukannya makin bagus malah jadi tidak berkualitas pesan gofood sampai 30 menit bikinnya padahal nasipadang perasaan dulu masih mendingan sudah dari pada sekarang kemarin sudah saya kasih bintang 5 karena bagus sekarang rating kamu diturunin dulu biar perubahannya benar siallan,positive
mobil tarif 12 00 tidak ada yang mau jemput karena pengemudi banyak yang jauh lebih baik grab tarif agak mahal sedikit tapi pengemudi dekat dan cepat jemputannya untuk gocar wilayah banjarmasin,neutral
tolong promosi jangan kebanyakan promosi untuk gofood tapi untuk goride nya juga,neutral
saya suka sama aplikasi ini tapi untuk bagian fitur penarikan kenapa susah minta diupgrade gojeknya biar bisa masuk fiturnya pas foto ktpnya bisa tapi pas foto ke2 kenapa gagal mulu alias gamasuk ke bagian fotonya kembali kembali terus kalau gini saya tidak bisa upgrade dong mau tfpenarikan jadinya tidak bisa tolong dong perbaiki lagi,negative
pesan gofood error saya akhirnya pesan melalui goshop tapi alasan2 pengemudi suruh saya pesan melalui gofood lagi bilangnya mau kejar poin saja kalau gt jangan diaktifin autobidnya hei kalau mau pilih2 pesanan lagian saya juga bayar tunai tidak pakai promosi tidak pakai gopay karena suka ada lagi alesan uang cash tidak cukup yakalo uang sudah tidak cukup gausah narik lagi lah balik saja kerumaahh,neutral
yang bom itu buzzer bayaran kompetitor di teruskan oleh pengemudi yang kecewa karena anyep pindah ke soppe karena merasa manusiawi truskatanya ada yang kecewa karena akun nya jadi basic itu lah contoh orang munafik dan tidak tau diri,negative
aplikasi aneh kita nunggu sampai 4 kali tidak dapat drifer pas yang ke 5 coba lagi harganya darin 96 00 jqdi 117 00 kita tidak batalin pesan kita nunggu eh enak banget nikin harga terus aplikasi tolol,negative
senang sekali karena promosi banyak lagian sangat membantu dan jadi bergantung terus sama gojek apalagi kalau sekarang sudah masuk musim penghujan pas mau makan dan minum tinggal digojekin saja terima kasih gojek sudah membantu saya juga untuk berhemat dengan promosi nya yang banyak,positive
terimakasih sangat membantu dengan mudah sukses buat gojek,positive
masih aman terkendali,positive
mantap kasih harga promosi ekonomis yang rutin ya untuk gocar terima kasih,positive
bagus buat perjalanan tidak bikin ribet,positive
maaf sebelumnya untuk pemberitahuan untuk penilaian pengemudi kenapa lambat sekali ya munculnya saya mau aktifkan notifikasinya tapi malah tidak bisa boleh minta sarannya,negative
map suka eror tolong di perbaiki lagi,neutral
kurang ya dalam hal penyelesaian apabila restoran kurang mengantar paket makanan dan waktu ya juga lambat proses yaa disitu orang butuh diselesaikan untuk complain kurang ya pesanan makanan tapi tidak tau kpn penyelesaian ya keburu tidak minat lagi makan yaa kecewa penyelesaian complain via admin ya tidak ad solusi alhasil rugi costumer akibat kelalaian restoran mending restoran ya bisa di hub ini tidak,negative
mohon mapnya lebih diakuratkan lagi mesti pengemudi sering salah ke lokasi rumah saya kalau lagi pesen goride,neutral
pengemudi ramah d sopan,positive
update posisi pengemudi sering terjadi keterlambatan,neutral
cepat dan baik pelanannya,positive
aplikasinya sangat bagus saya pernah pesen ayam bakar sama ayam goreng tapi pas diterima tidak ada ayam bakar nya saya ngelapor ke csnya kirim bukti terus di refund the best,positive
tangapan gercep terimakasih,positive
bantu saya upgrade ke gopay pkus kak saya gagal terus sudah 1 mnggu ini tidak berhasil masalah d id tapi ektp saya kyaknya tidak ada masalah,negative
tidak sengaja klik pesan makanan karena saya kira tombol selanjutnya ehh tidak bisa dibatalin sama sekali beberapa detik saja pesanan langsung diterima gojek dicari2 tombol batalkan pesanan gojek tetap kekeh tidak bisa padahal baru 1 menit di mana makanan juga belum dibuatkan restoran dan pengemudi juga belum dilokasi segitunya ya kalian mau jebak konsumen padahal saya bandingkan dengan grabfood lebih murah 30 dan gratis ongkos kirim mahal banget woy di gofood jadinya emosii dibuat gojek,negative
gojek bener2 yaa saya ini pengguna gopaypinjam saat mau bayar di h 3 jatuh tempo slalu tidak bisa dibuka tab bagian gopaypinjamnya ku uninstall ulang takutnya memang aplikasi butuh itu tapi nyatanya sampai berkali kali install uninstall tetep tidak bisa masuk juga ke tab gopaypinjam oke ditunggu sampai hari jatuh tempo tetep tidak bisa masuk gitu terus setiap mau masuk saja tidak bisa bagaimana mau bayar asli sebel banget tidak ada notifikasi sms juga mana habis itu otomatis telat bayar terus kena denda,negative
aplikasi baru seharusnya lebih simple untuk pemesanan dari aplikasi yang sebelumnya min kemarin malem saya pesan untuk penjemputan terminal bus tamanan kediri tetapi di list map gojek yang baru tidak ada tetapi yang aplikasi lambat ad mhon untuk di lengkapi kembali jangan kalh dengan aplikasi luar trimaksih,negative
bagus sangat membantu sekali banyak diskon sama pengemudi sangat baik banget pada baik baik servicenya memuaskan,positive
mempermudah perjalanan dan menambah ketenangan serta kenyamanan,neutral
bagus banget ngebantu untuk pergi dan laper pas males jalan pengemudi semua baik dan sopan diskon juga banyak banget cuma kalau lagi hujan susah banget dapat pengemudi dan harganya 2 lipat huhu boleh kali pak di kurangin harganya sedikit saya selalu pakai gojek,positive
bagus aplikasi nya kekurangan nya itu tadi saya tidak bisa pakai gopay bayarnya padahal masih ada isinya dan tolong min segera perbaiki sistem nya,negative
maasyaallah aplikasi ini bagus sekalii sungguh sangat membantu dalam keadaan sulit hanya saja untuk destinasi makananya belum terlalu lengkap semoga kedepannya destinasi makananya bertambah dan lebih banyak pilihannya lagi syukron gojek,positive
kenapa saldo saya pindah ke rekening udaa 2hari lebih belum masuk2 keluar di riwayat gojek lagi di proses sayaa sangat kecewaa sama aplikasi ini mohon diperbaiki kinerja a apa ini yang di namakan aplikasi besar mohon sistem a di perbaiki jangan merugikan pihak laen atas kelalayan anda terimakasih,negative
apa pengganti pak nadiem tidak punya solusi dan tidak punya inovasi kalau gitu mereka cuman dapat warisan gojek saja tanpa ada pembaharuan untuk semua masalah dengar ini,neutral
sudah bagus lah sangat membantu ketika mengalami kemacetan di jalan tapi tolong tindak pengemudi yang terkesan lambat untuk menjemput dari gps si pengemudi lambat bergerak itu sangat merugikan costumer yang sedang di kejar waktu,positive
ada kemajuan tapi kalau bisa tolong adain voucher naik gojeknya lagi dong seperti dulu tidak usah gede2 nominalnya itu sangat membantu sekali mudah2an masukan ini bisa diterima ya,positive
pengemudi nya belagu padahal mangkalnya disebelah saya masa tidak ada yang tersambung 1 pun sudah itu kalau tarif nya rendah suka pada tidak mau padahal saya tidak pakai promosi,neutral
saya sudah update aplikasi kenapa tidak bisa masuk ya tolong di bantu,negative
notif pesan dari pengemudi saat memesan gofood kadang muncul kadang tidak akhirnya di beberapa waktu terjadi kesalahpahaman karena notif pesan dari pengemudi tidak terbaca karena tidak muncul notif baik dari notifikasi handphone saat tidak membuka aplikasi maupun saat membuka aplikasinya,positive
buruk banget servicenya saya mau bayar gopay di indomaret saja tidak bisa giliran saya alihin saldo ke bank jago yang katanya partner gojek malah dari jam 12 sampai sekarang tidak masuk masuk saldonya mana saya sudah satu jam di depan kasirnya,negative
terkadang plat polisi beda sama yang saya pesenn contoh nya saja ini ya b 1234 abc yang dateng plat polisi b 4321 coba ini mah contoh bikin orang nyarinya susah giliran di cari tidak ketmu yang pesen di marahinn salah siapa cobaa harusnya di atur jangan sampai beda nmer polisinya sama kan sama yang di pesananyaa tolong bisa di kasih aturan biar tidak beda plat polisi nyaa,negative
untuk pengisian ulang gopay dialfamart maksimumnya pengisian ditingkatkan dari seharusnya 500ribu maksimal kalau mengisi 1juta harus 2 kali isi tingkat kan lagi menjadi 1juta,neutral
sekedar saran saja buat gojek tambahin fitu login pakai user id sama password kalau login pakai otp terus kadang susah kita terima kode otp nya,negative
saran untuk di tambahkan fitur misal kalau sudah di masak bisa nambah makanan gtu,neutral
sangatt kecewaa saldo gopayy tidak masuk padahal sudah berhasil terkirim melalui m banking jelah tertulis berhasil tetapi di lihat di saldo gopay tidak bertambah,neutral
saya kasih bintang 3 dulu ya karena slah 1 aplikasi yaitu go food sering erorr saya bilang error karena sewaktu saya mau pesan go food ad tulisan aktifkan layanan lokasi anda layanan lokasi saya selalu aktif sedangkan pesan go ride bisa ini hanya untuk go food saja dan saya nanya ke kawan saya yang pengemudi go jek juga tidak tau tolong d perbaiki y,negative
kurang suka ah sering minta batal tapi jangan blng minta batal padahal yang lain juga sering koq bisa tapi sering juga d gituin minta batal saja dlu saya pakai ojek online lain tapi karena sering minta batal jadi pakai gojek prtm aman saja kmn pun d antar tapi sekarang sekarang koq sering minta batal yaa kalau zona merah pengemudi yang pintar mh suka buka aksesoris ny dlu bru jmput mkin k snih sekarang mkin susah yaa maaf tolong d perbaiki,negative
makin jelek go food estimasi 75 menit sampai cari pengemudi lambat banget 90 menit lebih itu pun belum sampai makanannya dan baru dapat pengemudi mendingan sebelah jarang promosi tapi sering tepat waktu,negative
sering nga muncul harga tolong dong admin di perbaiki,neutral
server kamu lambat bet babik,negative
mohon pada pihak gojek untuk mendisiplinkan driverny terutama yang nganbil go food sering saya dapati sttusny menunggu dresto sdangkan pesanan sudah siap tapi dia ttp menunggu dresto sampai ganti pengemudi tidak mau ambil pesanan tapi tidak mau batal m,positive
sekarang voucher buat go food tidak bisa digabungin lagi seperti dulu,negative
pesanan lambat banget diantarnya terlalu lambat sampai kelaparan banget respon kurang bisa diterima tidak bisa batalin pesenan,negative
saya kurang suka pengemudi songong sekrg2 masa pesen goofood garagara restaurant terdekatnya tutup terus kita pesen restauran sedikit jauh saja komplainnya minta ampunn padahal kita juga punya otak pasti di kasih tip lebih kecewa banget pelayanan kurang memuaskan padahal saya sering banget laper setiap mlm biasanya solusinya gofood tapi sekarang merasa di kecewakan pengemudi pada galak mlm ini jam ini detik ini saya di tolak 5 pengemudi sekali gus tidak profesional mana laperr,negative
uang saya tidak masuk2 lagi di perbaiki mulu lambat jadi tidak bisa di pakai,negative
pengemudi kurang ahli dlm berkendara,neutral
aplikasi eror mulu kacau,negative
stop muncul d aplikasi saya,neutral
aplikasi yang sangat membantu dalam hal transportasi jaringan nya luas sudah ada di banyak daerah,positive
sangat membatu sekali dengan adanya aplikasi gojek pembayaran jadi cepat dan mudah,positive
saya kasih 5 lagi karena gojek sangat bertanggung jawab hari ini tinggal 1 07 21 ada pilihan pemberian tip pada saat layanan dlm proses saya kasih lah eh pas layanan sudah selesai sekalian kasih bintang sda kolom pilihan tip lagi karena saya takut yang pertama tidak bisa akhirnya saya klik lagi tip dengan nominal tertentu pas cek di riwayat transaksi gopay tip nya jadi 2x lebih profesional dong harusnya kalau sudah yang pertama masuk tidak perlu keluar lagi permintaan tip berikutnya,negative
senang banget ada aplikasi ini sangat membantu sekali tidak pernah ada masalah setiap menggunakan aplikasi ini terbaik banget,positive
kenapa saya nga pernah dapat voucher diskon go ride ya padahal saya pengguna gojek setiap hari berangkat pulang kerja sedangkan temen ku yang punya aplikasinya saja nga pernah dipake malah dapat voucher go ride terus bisa2 ku uninstall ini aplikasi,negative
mungkin untuk mempermudah dalam pemesanan gofood bisa ditambah fitur keadaan pengemudi disekitar lokasi ada atau tidaknya pengemudi karena sering sekali setiap pesan gofood gagal karena tidak mendapat pengemudi,negative
sebenernya ngebantu banget dengan adanya aplikasi gojek tapi akhir2 ini bikin kesal karena selalu dapat pengemudi yang minta di batal dengan alasan kejauhan padahal tidak ada jarak 1km dari lokasi a menuju ke lokasi b dan semakin susah nemuin pengemudi sekarang lambat nunggunya tapi masih ada beberapa juga pengemudi yang masih baik dan pelayanannya bagus mohon ditingkatkan lagi pelayanannya,negative
tidak mau tau tolong suspend ini pengemudi atas nama wiguna tresna yamaha fino z5729lo cuma beda titik 300 meter malah ngambek tidak mau nganterin saya ngalah buat nyamperin malah ngilang suspend atau kamu saya spam bintang 1,neutral
aplikasi ppk saya bagus up lewat baca mbanking ke gopay malah tidak masuk di gopay nya padahal keterangan di aplikasi baca transaksi berhasil tapi pas saya cek ke gopay saldo tidak masuk sama sekalii ppk sudah saya coba hubungin costumer service tetep tidak ada respon hadeh,neutral
reviewnya banyak yang bilang saldo tidak bisa diambil balik jadi ragu ngisi gopay download cuma buat lihat makanan saja mesenny pakai aplikasi sbelah karena lihat rating makin turun,negative
promosi untuk gocar terus padahal saya seringnya pakai goride,neutral
sangat membantu dan pelayananya sangat memuaskan bagus wajib download aplikasi ini,positive
sbaiknya jangan ada biaya aplikasi pelangan sudah beli kuota,neutral
mau hapus saya tidak bisa digunakan juga tidak bisa aneh,negative
hampir semua diver gofood goride dan gocar yang saya temui pemarah tidak ramah mengecewakan bangeet tidak tidak lagi pakai gojek mending aplikasi lain,neutral
mantap tetap semangat pengemudi,positive
aplikasi terburuk dan yang paling buruk jangan mau download aplikasi ini kalau nnti kalian ada kendala dalam transaksi yakin dan percaya bakal diabaikan dan respon customer service nya itu cuek secuek2nya sudah gitu lambat kali membalas nya dan ujung2nya customer service nya bakal membalas mohon maaf atas ketidaknyamanan ini jago minta maaf saja dan penyelesaian nya nihil gadak gunanya menghubungi customer service nya jadi aplikasi ini aplikasi terburuk yang pernah ku pakai enakan aplikasi dana sama shopee pay saya tidak pernah ada masalah itu disebelah bukan kek disini,negative
tolong dong benerin pengaturan lokasinya lokasi saya sering salah saat pesan gofood bikin rame sama deivernya,neutral
ini kenapa mau gunain promosi kenapa dibatalin mulu ya di aplikasinya juga tidak ada live chat atau call centrenya bagaimana solusinya jadinya,negative
gopay bagus sudah ui nya seger dan enak di pandang bahasa pengantar nya sangat ramah dan mudah di mengerti,positive
setiap di butuhkan selalu kembali,neutral
pengemudi pada males hujan sedikit tiba tiba pengemudi pada tidak mau ngambil pesanan,neutral
tempat alamat rumahnya dibenerin lah rumah saya di tengah gang malah dianter ke belakang gang jadi males setiap pesen harus kasih tau pengemudi dlu,neutral
transportasi yang sangat baik dan ramah di saku,positive
sangat membantu masyarakat,positive
terus memantau setiap penumpang menaiki kendaraan tersebut jangan sampai penumpang tersebut tidak nyaman menaiki dan pesan gojek online tsbt semoga lebih baik baik lagi,positive
jangan pernah menginstal aplikasi ini dikarenakan suka blokir akun gopay tanpa sebab yang jelas alasannya aktivitas tidak wajar dipikir dengan logikan pun juga tidak masuk akal terus saja tindas masyarakat yang ada di bawah,neutral
banyak voucher diskon tapi yang bisa di gunakan maksimal hanya 1 voucher coba perbaiki lagi ngasih voucher tapi lebih banyak ed daripada di gunakan kalau pemakaian lebih dari 1 voucher mungkin saya akan lebih sering gunain apl gojek,neutral
draver go jek suka cansel tanpa pemberitahuan se enak nya cansel giliran di cansel juga tidak terima tolong donk pihak go jek pelayanan nya di perbaiki dh kalau mau vetifikasi data susah lagi sering saya isi go pay ke bnyakan mau di tarik lagi susah,neutral
setiap mau pesan gofood selalu muncul area restoran sepi sudah coba berkali2 bahkan ganti restoran tetap sama saja,neutral
pesen makanan dari jam setengah 7 sampai jam setengah 9 belum dapat pengemudi padahal pakai nya yang express,neutral
tingkatkan untuk kepuasan pelangganmu,neutral
mohon banget ini untuk developer gojek diperbaiki mapnya saya sudah mesen di titik a tapi pesenan saya di map di titik b kan merugikan pengemudi dengan saya juga,neutral
limit gopaylaternya naik tapi tidak bisa digunakan padahal tidak pernah telat bayar buat apa dinaikan limitnya kalau begitu,negative
lumayan nyaman n ramah,positive
aplikasi ini sangat membantu mau kemana2 mudah lapar tinggal pesan mau ngirim paket atw belanja sklipun bisa semua dimudahkan jempols deeh,positive
aplikasi tidak jelas tiba tiba main blokir saja akun orang tanpa sebab mana saldo go pay masih ada jadi tidak bisa di pakai demi allah tidak ikhlas saya uang saya tidak bisa di tarik di blokir tanpa sebab saya doain cepat mati orang orang yang main blokir saja sistem apaan ke gitu it pleer buruk terus kamu tujuh turunan aminn,negative
sudah bagus tapi masih banyak yang perlu di tingkatin terutama bug pada aplikasi ini,neutral
permisi min kalau lupa pin nah terus mau ganti pin tapi nomornya yang dipake sudah mati bagaimana ya min,neutral
tolong kalau sudah bikin pesanan terjadwal jangan lambat dong masa saya pesen untuk jadwal 3 40 3 50 pengemudi sampai jam 3 45 keatas belum gerak di chat tidak dibales telpon pun tidak bisa tanggung jawab lah kalau kereta telat tiket pesawat telat memang mau bertanggungjawab tidak kan,negative
gopaylater belum bisa aktif,neutral
aplikasi ini sangat membantu jika kita terburu buru atau membutuhkan makanan tinggal pesan gojek sampainya juga cepat,positive
ngebantu banget lop lop deh,neutral
apasih ini gojek tidak jelas banget saya tidak bisa meng akses voucher makanan selamanya cuma gara gara kesalahan penggunaan voucher padahal saya tidak melakukan tindakan aneh dan saya juga membeli gojek plus karena memang sering beli makanan dan sekarang percuma itu 1bulan masih tetap sama tidak bisa pakai voucher gojek gojek nyusahin orang saja tutup sekalian sana ngk usah adain kirim makanan blokk,negative
tarif gofood sekarang tidak seperti dulu terjangkau sekarang ada tarif tambahan jasa aplikasi jasa kemasan yang nilainya fantastis di masa pandemi gini kenapa harus gitu apa wajib,neutral
pesen ojek online dari halte senayan lambat banget tidak dapat dapat sekalinya dapat lokasinya jauh di kuningan sekitar lotte buang buang waktu saya lambat banget dapetnya ini ditengah kota jakarta loch padahal,negative
sangat bagus apliksinya tapi jangan pelanggan baru saja yang dikasih vouchernya yang lambat juga kasih dong,positive
oke lah paling mudah,positive
tolong untuk sistemnya diperbaiki lagi saya sering banget sudah pesan tapi pengemudi tidak jelas tempatnya di mana tidak sesuai dengan di maps awalnya sudah dekat pas saya cek lagi ternyata lokasi sangat jauh dari tempat saya akhirnya saya batal tapi pengemudi tersebut tetap datang di handphone pengemudi saya masih pesan padahal sudah saya batal sering sekali kejadian seperti ini mengecewakan,negative
baru menggunakan aplikasi ini smoga mmbntu,neutral
mau ngganti nomor di profil saja susah suruh masukin kode lewat sms ditunggu tidak masuk2 sampai ngulangin berkali2 giliran kodenya masuk langsung serenteng dan tidak ada yang bisa dipake giliran mau coba lagi malah gagal dan ada keterangan profil baru saja diubah tunggu 24 jam padahal profilnya masih tetep,negative
aplikasi yang sangat membantu dan bagus,positive
saya kasih 3 bintang dulu untuk daerah kebumen dan sekitar nya bintang 5 untuk kota bandung dan jakarta,neutral
aplikasi yang bagus memudahkan penumpang untuk berpergian,positive
fitur chat tidak bisa sudah uninstal instal lagi pas keluarin aplikasi fitur chat hilang,negative
bagus dan bisa dilihat ongkosnya,positive
aplikasi gojek ini masih yang terbaik buat saya memesan pasti ada toko yang tertera komplit pesanan cepat pengemudi super baik saya yakin gojek akan memperbaiki kekurangannya tapi gojek ngak mau tau keluhan di lapangan sayangnya dan biaya aplikasi nya mahal,positive
mohon maap buat gojek minta saran nya saya pesen gofood susah banget cari pengemudi gunta ganti pengemudi terus kenapa ya apa ke kurangan pengemudi atw bagaimana mohon d perbaiki lagi supaya customer service tidak kecewa,neutral
kalau bisa di kasih kode promosi biar menarik nantinya juga banyak yang pakai aplikasi gojek ini karena harga yang miring,neutral
lambat susah dapat pengemudi,negative
aplikasi menjebak pembayaran buat cash menyulitkan padahal sudah isi saldo gopay di jadikan pembayaran utama tetapi tetap di arahkan ke cash harus teliti pakai aplikasi ini,neutral
ini gojek setiap setelah ujan gilaa gilaa susahnya minta ampun saya sudah 30mnit lebih tidak dapat dapat pengemudi,neutral
terima kasih sama customer service dan timnya yang akhirnya saya bisa pindah ke device baru saya tolong pihak gojek harus naikkan gaji mereka karena mereka sudah membantu saya memindahkan akun saya ke device baru,positive
om gojeknya ad saja yang kurang ramah jadi kalau mau pesen apa kadang ska tidak nyaman si tapi pengantarannya cepat kalau saya pesen go food mohon diperbaiki lagi y kesalahannya,negative
