original_index,text,current_label,reason,confidence,pos_keywords,neg_keywords,suggested_label,notes
11681,tidak ada masalah sama aplikasinya cuman ada masalah sama bbrapa driver yang kurang ramah mimik muka pada manyun d kasih tip bikanny senang malah kucem mukany ngga enak d lihat,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
11732,banyak pengemudi kurang ramah di pontianak mana gofood suka di batalin lagi,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
11914,mohon sering dilakukan perbaikan sistem karena saya sering sekali mengalami gangguan sistem saat melakukan transaksi sayang sekali klo orng sudah terlanjur suka sama aplikasi gojek trs kecewa karena sering terkendala,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
12637,baru kali ini saya mau pesen goride pas dichat ditanya posisi dimana malah dibales diatas bumi kak hahaha oke boleh bercanda tapi ada porsinya ini sesang terjebak macet lagi buru banget malah gitu hmm tapi pelayanannya selalu memuaskan baru kali ini saja sedikit kecewa dengan drivernya,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
12726,sudah pengajuan pengembalian dana sudah hampir hari tidak kembali dan di tlp tidak bisa di email juga tidak bisa sangat menyebalkan menggunakan apps ini tolong pelayanan harap di tingkatkan percuma iklan bagus kalo tidak sesuai pelayanan terima kasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
13190,sangat tidak puas isi saldo gopay via bank saja tidak masuk masuk bagaimana ini harus nunggu x jam lagi tidak sesuai expektasi gopay ny bagus pake mbangking bank saya saja tidak masuk masuk,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
13332,harga sangat mahal jadi maafkan saya bila saya memberi kalian peringkat seperti ini dan terima kasih buat semuanya karena sampai sekarang saya sangat suka pakai aplikasi ini jadi maafkan saya,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
13398,tolong segera di perbaiki masalah di gopulsa saya mau transaksi pulsa selalu gagal akhirini tolong perbaiki terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
13591,nyaman kami sangat terbantu namun terkadang sedikit masukan pengemudi masih tidak tau jalan atau belum hapal dan belum paham menggunakan jps makasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
13599,padahal saya pengguna lambat gojek tapi makin kesini malah makin eror suka keluar sendiri dari aplikasinya tolong dong min perbaiki ini kenapa bisa bgini,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
13962,sangat sangat sangat tidak memuaskan awalnya sangat membantu tapi sekarang sangat tidak membantu saya sampai uninstal dan download lagi karena saya pikir eror tapi ternyata memang aplikasi ini di hp saya tidak bisa di pake karena setiap kali saya mencoba untuk memilih tujuan pasti muncul tulisan tidak tertera pada peta untuk pesan makanan pun tidak bisa terus bagaimana coba tolong perbaiki aplikasi ini seperti semula,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
14006,ko akun saya sudah seminggu lebih tidak bisa di pake apa yah selalu setiap mau masuk aku pasti ada peringatan permintaan di tolak tolong dong perbaiki bagaimana caranya agar akun saya bisa berfungsi lagii terima kasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
14498,baru tau gopay kalo belum bagus up harganya murah banget pas sudah bagus up sesuai harga eh jadi mahal harganya topup lagi gitu lagi terus saja gitu ahaha,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
14539,kenapa versi terbaru nyaa sering eror minta tlg di perbaiki terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 0 negative,medium,2,0,,
14656,aplikasi nya si baguss tapi pas buat gofood apalagi gerimis cuman gerimis lo ya bukan hujan deras angin topan nunggu pengemudi jam tidak dapet padahal pilih tarif nya juga yang diatas reguler tapi masih tidak dapet pengemudi apa mungkin ongkos nya kurang pembagian nya yang dari aplikasi ke pengemudi makanya pas cuaca gerimis saja tidak ada yang mau ngambil karena ongkos tidak seberapa tolong di evaluasi perihal ini harusnya gofood bisa memudahkan disaat seperti ini,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
14682,baik hanya saja kadang kalau mitra super tidak bisa pilih yang lain atau pasangan menu yang lain kura tidak suka yang super kadang permintaan tambahan tidak ditanggapi,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
14699,sever benerin dulu setiap mau pesen go food selalu muter gajelas padahal sinyal sudah bagus terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 0 negative,medium,2,0,,
14745,ini apaan dah lokasi sulit ditentukan padahal gps nyala sinyal oke gitu gitu terus sudah ku restart masih sama padahal ini mau beli buat berbuka keluarga terimakasih gojek sudah membuat keluargaku kecewa sama aku,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
14832,dear gojek mohon untuk tidak menyebarkan nomer customer hal ini sangat mengganggu tolong diperbaiki sistem kalo misalkan menghubungi saat pesanan berlangsung okelah ini pesanan sudah berakhir tetapi ojol bisa save nomer customer dan mengganggu seenaknya tolong diperbaiki kinerja,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
15482,aplikasi nya ada bug nya saat saya sudah memesan lalu pindah ke aplikasi lain saat kembali lagi ke go jek malah terpesan lebih dari pengemudi tolong gojek diperbaiki sekian terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 0 negative,medium,2,0,,
15497,mantap tanpa ribet bawa keranjang ke pasar tenteng capek beli ini beli itu cuman satu menu doang ngapain ribet ambil hp pesan go jek semua ada jalan apapun gunakan aplikasi go jek saja sukses go jek,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
16073,sering cari pengemudi dan butuh cepat disekitar ada banyak driver eehh pas pesan dapetnya pengemudi yang jauuh krn takut telat saya cancel pesan lagi dapat lebih jauh tolong dong diperbaiki aplikasinya kita pesan pasti pengennya cepet dapet klo ada yang dekat kenapa kita dikasih yang jauh apa untungnya kebijakan seperti ini buat konsumen banyak konsumen yang mengalami hal seperti ini tolong diperbaiki ya aplikasinya,negative,Labeled NEGATIVE but has 2 positive keywords vs 0 negative,medium,2,0,,
16429,teruntuk pt karya anak bangsa mohon diperbaiki dong untuk sistemnya jadi gini saya pesan makanan tapi saya lupa liat harga dan sayapun batal pesanan saya sebelum mendapatkan driver lalu saya pesan makanan yang sama dan saat pengantaran makanan saya bingung kenapa pesanan saya yang datang ada kenapa jadi double pesan gini kenapa yang saya batal awal tadi masih terus berjalan mohon diperbaiki lagi terima kasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
16878,kurang update bugs makin kesini makin tidak bagus jaringan saya bagus cm aplikasi lo saja tidak beres updatenya perbaiki saldo gopay saya msh ada,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
17787,saya pesan goride sedang dlm proses mengantar lalu saya buka aplikasi tidak bisa di buka keterangan nya aplikasi sudah di nonaktifkan dan harus di perbarui menurut saya itu mengganggu ya harus di perbarui sementara status pesanan pengemudi sedang mengantar pesanan misal pesan untuk orang lain kita tidak bisa pantau dan tidak tenang kecuali sudah selesai pesanan oke lah update saya benar merasa terganggu untuk ini mohon perbaiki sistem nya,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
17827,banyak pengemudi gocar yang tidak suka terima komplainan waktu di kalimantan barat pernah sampai ada yang datang ribut ke rumah perusahaan gojek harus lebih bisa me manage pengemudi gocar dengan baik apalagi yang tidak tau diatur bahkan dijakarta ada gocar dengan plat palsu kacau,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
18080,aplikasi tolol ini gua bagus up di indomaret kenapa tidak masuk ya harus nunggu hari kerja gila kali gua butuh duitnya kocak biasanya juga langsung masuk mau topup saja harus verifikasi mulu padahal sudah aktifin bca oneklik nyusahin gua aja,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
18349,setiap kali saya pindah kota app gojek tidak bisa buat pesen saya mau tulis tujuan saya blank putih abis itu kembali ke menu awal begitu seterus nya sinyal bagus update juga sudah tapi tetep gitu mulu kenapa ya makasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
18888,overall baik tapi kadang ada pengemudi yang menjengkelkan dan kurang ramah,negative,Labeled NEGATIVE but has 2 positive keywords vs 0 negative,medium,2,0,,
19532,lambat soal transfer gopay proses nya mohon di perbaiki terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
19685,terlalu lambat dalam mencari pengemudi tolong perbaiki terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
20026,setiap kali pesen gocar pasti dicancel terus drivernya kebanyakan alasan nyuruh batal saja mb jadi pengemudi tuh yang niat ngapain diterima ordernya klo ujung nya dicancel juga tolong pihak gojek perbaiki secepatnya,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
20086,min kenapa saya tidak bisa mendaftar padahal akun nomor telpon sudah bener semua tp kenapa tidak dapat kode masuk otp tolong perbaiki lagi jika sudah baru kukasih bintang lagi thanks,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
20135,mohon perbaiki kualitas aplikasi jgn upgrade terus sedangkan persi yang baru ttp bermasalah jadi percuma upgrade jika aplikasi ttp tidak ada perubahan atau perbaikan terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
20214,tidak suka dengan biaya peningkatan kualitas dan ongkir yang terus naik selain itu juga voucher saya semenjak ke retas pada hilang lali saya laporkan melalui aplikasi harus upload bukti ketika upload bukti gaada fitur upload album foto setelah itu saya telepon lewar call center ketika baru dijelaskan sebentar malah langsung dimatikan teleponnya sangat menyesal akhir akhir ini saya menggunakan gojek tolong perbaiki yang benar jangan hanya tarifnya saja yang dibebankan ke kita,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
20490,pada saat mau mengkonfirmasikan akun bank agar bisa di tarik via atm tidak bisa di klik kolom kirim mohon diperbaiki membingungkan customer antara tidak bekerja sama dengan bank yang dipilih atau bagaimana saya bingung makasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
20590,all service baik tapi sayang nya untuk registrasi gofood di app gobiz selalu sulit tidak bisa di submit dan seringkali di saat pengisian data harus mgulang lagi pegisiannya karena tiba hilang mohon diperhatikan terimakasih,negative,Labeled NEGATIVE but has 2 positive keywords vs 1 negative,medium,2,1,,
223,masih bingung bagaimana cara yang pas buat pesen gojek agar tidak salah alamat tempat tujuan soalnya masih belum begitu phm aplikasi gojek yang sebenarnya kadang sering dimarahin sama kang gojek nya karena salah tempat an sebelumnya maaf sebenarnya sich mudah banget klu sudah punya aplikasi gojek mau kemana saja ada yang nganterin tpi kenapa salah mulu caranya mau pesen ada yang mau bantu jelasin nggk terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
246,pakbuk admin kenapa sekarang pesanan susah dan banyak pengemudi yang tidak ke deteksi lokasi nya lalu untuk versi trus naik tetapi pesanan makin sepi apakah kalian keteteran selama di tinggal pak nadiem kalo iya tolong lah minta solusinya dari beliau kenapa sistem nya jadi hancur kami rakyat kecil hanya bisa pasrah dengan keadaan sekarang yang gacor ya gacor dan yang sepi hanya jadi penonton kami juga punya keluarga yang harus di beri kebutuhan untuk hidup pakbuk tolong lah kami,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
1016,min saya ingin bertanya apakah kalau menggunakan voucher pengemudi tidak mau pick up karena jarak yang jauh saya memesan gocar hemat dengan voucher namun ketika mendapatkan driver pengemudi tidak berkenanan menjemput dengan alasan terlalu jauh titik jemputnya saya hingga x melakukan batal pesan karena pengemudi alasannya begitu semua sehingga ketika sekarang saya mau cari pengemudi lagi butuh waktu lebih lambat dan susah untuk bukti ss an chat saya ada terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:4)",medium,1,4,,
1138,tidak pernah dapat pengalaman bagus pake gojek pengemudi jauh lah pengemudi tidak datang sudah ditungguin padahal posisi map sudah deket banget dari harga juga lebih mahal daripada aplikasi sebelah heran dah padahal katanya app asli merah putih tpi kualitas kurang bersaing,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
1570,aplikasinya bagus membantu juga tapi fitur chat ke ojolnya kenapa tidak bisa ah padahal mau nambah pesan pas mau di batal juga tidak bisa ah baru kali ini mengecewakan,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
1606,salam buat go jek team izinkan saya menyampaikan sedikit masukkan bagi go jek team khususnya bagi yang beroperasi diwilayah bukittinggi sumatera barat terkait layanan go send saya biasa mengirim bekal makan anak ke sekolah dengan layanan go send jarak tempuh diaplikasi terlihat km biasanya saya membayar rp namun minggu terakhir tarifnya naik menjadi rp saya konfirmasi ke driver kata mereka tidak masuk akal klo naik dengan angka bombastis begitu biasanya klo naik pun cuma atau saja saya coba bandingkan dengan go send ke tempat lain yang biasa saya tuju juga nilainya tidak berubah sama sekali masih seperti biasa jadi ada yang aneh dan kurang logis demikian masukkan dari saya semoga ke depannya go jek semakin sukses dengan layanan yang semakin baik terima kasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:1)",medium,3,1,,
1858,aplikasi bagus pengemudi nya buruk kl tidak sanggup nerima pesan diem saja tlp tidak diangkat message tidak di bales berharap kita yang membatalkan mungkin harus ada sanksi atau apa lah supaya gax seenaknya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
2047,alamat saya susah di tentukan ya padahal sudah ketik alamat yang jelas tetep saja tidak muncul nyari lewat peta juga bgtu,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
2223,kalo ada masalah tentang gopay cs nya lambat balas keluhan loading aplikasi lamanya suka eror kalo order ada limit cashback tapi fitur nya tidak da,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
2373,mau buka layanan gofood susahh banget di keterangan server error terus kalau mau buka goride oke go car oke mau buka go food doank ni tunggu berjam jam tidak kebuka apk nya kecewa,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:4)",medium,1,4,,
2828,aplikasi ini cukup membantu tapi saya ada kecewa karena ada restoran cepat saji yang tidak bisa dibatalkan setelah membuat pesanan dalam sekian detik padahal itu terjadi tidak sengaja kepencet dan gojeknya pun belum jalan karena ini merugikan saya sebagai customer dan juga gojeknya yang harus tetap membeli pesanannya alhasil saya harus tetep membeli pesanan meski tak sesuai dengan estimasi dan lokasinya yang berbeda mungkin bisa dibenahi untuk diberi waktu membatalkan sblum psanan dibeli thanks,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:4)",medium,2,4,,
3045,bintang dulu sebagai tanda terima kasih sudah sering dpt diskon kurang bintang karena ketika aku lagi susah khujanan lagi waktu plg sekolahberangkat tidak pernah dapet gojek jadi sering terlambat deh,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
3263,bulan ini saya kecewa terhadap go food dan go ride yang kerap tidak mau dengan banyak alasan pesan go food dengan gopay sampai x br ad yang belikan pesan goride menggunakan gopay jg kerap mnt di batalkan sudah tidak spt dulu lg saat ini saya akhirnya pindah ke tetangga yang lbh cepat bahkan selisi lebih murah,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
3629,tolong dong untuk gofood pembatalan pesan diperbaiki lagi kedepannya misal dikasih waktu menit setidaknya karena ketika tidak sengaja untuk melakukan pembelian pesanan terus ingin membatalkan pesanan lagi sudah tidak bisa karena cepatnya proses waktu pembatalan pesan tersebut sebelumnya terimakasih dan mohon segera diperbaiki yaa,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:2)",medium,3,2,,
3784,benar benar mengecewakan drivernya menunggu lambat dalam keadaan panas dan balita juga bawaan belanja tiba tiba di batalkan begitu saja padahal sudah nego tarifnya jadi nambah walau uangnya sedikit setidaknya beri tahu dlu jika mau membatalkan agar jelas alasannya dan saya tidak menunggu lagi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:4)",medium,0,4,,
3791,susah banget cari pengemudi sekalinya sudah dapet malah main batalin saja tidak ada konfirmasi juga plis donk bikin custamer nyaman pakek aplikasi ini,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
4256,sekarang suka otomatis ke klik pesanan pdhal belum d klik mau masukin vocher atau apa tiba malah otomatis di pesan kan pernah d batalin tiba pengemudi dtg marah merusak nilai pengemudi katanya wajr lah aku batalin sistem nya yang salah sudah ng klik sendiri aneh ternyata baca ulasan yang lain pny pengalaman yang sama jg pernah gofood jg otomatis ky gini mau d batalin sudah tidak bs,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:5)",medium,1,5,,
4370,lumayan bagus tapi buruk nya sistem tidak peka kalau pesan goshop sudah tau dibatalin karena pengemudi tidak cukup bawa uang pesan lagi malah pilih pengemudi itu lagi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
4441,aplikasi yang sangat membantu tapi sangat mengecewakan juga karena banyak pengemudi yang sering minta dicancel susah dapet driver dan kadang harga tidak sesuai aplikasi karena kondisi jalana n yang diluar dugaan mohon tingkatkan lagi pelayanan agar sama sama nyaman dan saling menguntungkan,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
4481,kalau untuk go food nya kadang suka bikin sedih lagi laper banget di kantor terus pesan gofood eh drivernya tidak mau anter sampai atas padahal minta tlg karena saya kerjanya itu terbatas di waktu untuk turun ke loby susah kadang suka berfikir apa gunanya ada go food kalau antar makanan sampai tujuan saja pengemudi nya suka minta di batal karena tidak mau anter ke kantor padahal kalau lihat di iklan di bioskop sampe ke atas pohon kuntilanak pesan go food saja di aterin hehe,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
4734,kenapa pencairan insetif prakerja lambat prosesnya tolong donk di perbaiki lagi agr kami puas trimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:1)",medium,3,1,,
5013,untuk gofood ya semenjak pesanan langsung konfirmasi resto terkait sekarang sering mendapat masalah dengan kesalahan pesanan saya dan pengemudi tidak mau tau dengan pesanan yang salah tersebut seandainya ada cara untuk komplain langsung ke resto mungkin lebih baik jadi jika ada kesalahan pesanan atau pesanan kurang bisa langsung di perbaiki terkadang saat kita pesan gofood itu karena mau makan atau pengen sesuatu tapi dengan pesanan yang salah jadi ribet sana sini,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
5630,kenapa sekarang tidak ada go market padahal sangat membantu sekali go market jadi kita bisa belanja yang dekat situ di go shop agak susah mesti tulis alamat lagi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
5680,makin kesini makin kecewa sama app gojek resto yang jelas cuma sekilo dari rumah berubah jadi kiloan naikin ongkir tidak gtu jg kali min dan sekarang suka nunggu lama pernah jam lebih saya menunggu gofood tidak dapat driver,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
6080,terkadang aplikasi nya kek nge bug gtu padahal pengemudi nya dekat tpii saya tidak di kasih cepat padahal hari baguss loo tidak ada hujan tolong di perbaiki min,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:1)",medium,3,1,,
7381,untuk pesan mc d hati y gabisa dibatalin jadi mesti dipastikan dlu klo mau beli mc d uda gitu kenapa sih mc d pake makanan lagi disiapin segala bikin rugi aja mau bayar pake gopay malah kepencet tunai gabisa dibatalin gopay sih banyak tapi gaada cash mau tidak mau minjem temen deh,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
7554,tidak pernah sekecewa ini dengan aplikasi gojek aplikasi akhir ini sering banget lemot belum diklik promo tiba sudah diterima saja pesanan oleh resto dan tidak bs dibatalkan mana pesanan besar lg promosi br bs diklik ketika harga saldo sebesar harga sebelum promosi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
7647,gofood sangat membantu saya suka dengan promosi dan go club dengan harta karunnya tapi akhir ini mengecewakan harta karun yang ditawarkan tidak menarik malah ada yang promosi yang tidak ada penjualnya lha bagaimana ini apakah itu promosi bodong program loyalitasnya diperbaiki lagi costumer yang loyal itu susah lho carinya apalagi sekarang banyak alternatifnya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
7700,kpd gojek yth kenapa akun saya di gobiz pawon dhe ram tiba dinonaktifkan memang sebelumnya ada kesalahan apa terhadap akun saya atau mungkin makanan saya mendapat rating buruk dari pelanggan yang tidak menyukai saya padahal sebelumnya akun saya dengan pelanggan tidak ada yang bermasalah mohon bersifat profesional sebelum menonaktifkan akun mohon maaf kalau ada kata yang tidak pantas terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
8322,apk sudah lumayan bagus tapi ada kekurangan yang saya alami berulang ulang pada topup saldo sering kendala saldo tidak masuk dan waktu penanganan selama hari sebaik nya jgn terlalu lama untuk waktu penanganan cukup menit atau menit saja,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:2)",medium,3,2,,
8545,sebenernya bagus c harga lmyn standar kadang sering ada voucher tapi yang bwt saya kurang kl abis batal kenapa gopay nya lambat banget baliknya ya jadi kalo pas lagi pasan saldonya tidak bs mesen ulang apalagi pas tidak bawa uang bwt bayar tunai dan kl bs paylater nya bs utk goridegocar jg jgn gofood saja,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
8573,beberapa bulan terakhir ini pesanan saya baik kendaraan atau mobil yang jemput saya selalu jauh diaplikasi sering terbaca sekitar mnt dtgnya bs mnt jd lama katanya mencarikan yang terdekat tapi kenapa jauh saya tanya pengemudi mrk juga heran sering dapat pesanan yang jauh sehingga mereka sering minta pelanggan untuk mbatalkan karena jarak tempuh jemputan yang jauh kadang tidak sebanding dengan jarak yang diantar tolong pihak admin gojek perbaiki pelayanannya agar benar mencarikan yang terdekat tks,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
8827,buat gojek tolong segera perbaiki sistem setiap mau pesan kadang susah dapat driver padahal di sekitar saya banyak pengemudi yang mangkal kadang di aplikasi nya juga tidak muncul driver malah kadang dapatnya pengemudi jauh dr saya padahal kadang saya pengen cepat terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:2)",medium,3,2,,
9230,secara keseluruhan apk ini bagus cuma hari ini saya disuruh memperbarui tapi malah tidak bisa dan berulang notifikasi kesalahan tambahan satu lagi sekarang kalau pesan gojek kenapa agak susah ya drivernya banyak alasan lokasinya kejauhan atau harus bagus up biar poinnya memenuhi padahal penumpangnya lagi tidak ada uang buat bagus up trus kalo penumpangnya tidak bisa bagus up ehh minta di batal aja begitu di cancel kan aku juga jujur dong itu permintaan driver ehh si drivernya malah marah marah dan minta tolong jangan di centang atas permintaan driver bagaimana saya tidak sedikit terganggu trus di itung itung setiap kali pesan gojek dari kampus ke rumah selalu tidak pernah kurang dari kali,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:5)",medium,1,5,,
9359,apk nya bagus tapi sekarang kalo mau mau cari drivernya suka lambat padahal lagi buru buru kadang lokasi pengemudi terlalu jauh pengemudi suka tiba tiba batal tidak ada kabar walaupun pake fitur prioritas tetep saja tidak dapet dapet tolong diperbaiki banyak pengemudi di sekitar tapi kenapa pencarian pengemudi nya sangat lama saya juga pernah dapat pengemudi yang tiba tiba marah tidak ada pelayanan ramah,neutral,"Labeled NEUTRAL but has strong sentiment (pos:4, neg:5)",medium,4,5,,
9557,pesan nya dekat dari rumah tpi malah selalu dpt pengemudi yang jauh di tambah pesanan dak bisa di batalin lagi mau cepat malah jadi lambat belum lagi pengemudi nya tidak mau ambilin karena jauh lokasi,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
9611,buat transportasi nya bagus tapi klo buat gofood kurang banget karena sudah ditunggu sejam ttpi tidak kunjung berubah juga statusnya disuru nggu berjam akhirnya harus dibatalin kejadian nya tidak sekali dua kali saja tapi sering sayang banget ya padahal saya pengguna gojek banget tapi kecewa sama layanan gofood nya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
10150,lumayan membantu saya sering pake karena gampang topupnya tapi pertimbangkan tes para driver sering saya dapet pengemudi yang kayanya tidak tau apa apa tentang aplikasi seringnya gagal baca maps yang paling parah pengemudi jemputnya di titik tujuan hari ini dapet yang tidak bisa edit pesanan go food padahal gopay saya masih ada tidak dipotong dari situ aja mana cuma seribu tolong pengemudi dites dulu okelah baru asalkan lulus uji bintang dulu ya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
10570,akhirnya aplikasi ini jadi bukan prioritas lagi setelah sll dikecewakan di probolinggo saat urgent sll eror aplikasi tidak tersedia ya masih saja selalu lambat mendapatkan pengemudi dan sll yang jauh nda seperti b cepat ternyata potongan harganya di b selalu ada di gojek nga tau bagaimana perhitungannya kadang ada kadang nga ada beberapa kali setiap scan qris suka saja bermasalah makasih ya gojek sukses selalu,neutral,"Labeled NEUTRAL but has strong sentiment (pos:4, neg:3)",medium,4,3,,
10755,maaf kemana nih alamatnya untuk customer complain masalahnya saya baru pakai layanan paylater pakai kali tok yang ke dan ke saya coba lagi pakai paylater tapi gopay saya kepotong dan tagihan paylater saya totalnya pemakaian tersebut bagaimana sih mohon bantuannya dong dicek ulang saya tidak mau rugi lo,neutral,"Labeled NEUTRAL but has strong sentiment (pos:0, neg:3)",medium,0,3,,
10876,tolong perbaiki aplikasi dan beri fitur saran terbaik dimana harus naik dan turun gojek setelah pesanan yang gagal gojek tidak bisa akses ke alamat yang d tentukan pemesan,neutral,"Labeled NEUTRAL but has strong sentiment (pos:2, neg:3)",medium,2,3,,
10960,tolong algoritma penentuan pengemudi diperbaiki lagi soalnya sering pesen makanan tapi drivernya jauh dari resto sudah jauh pengemudi tidak langsung gerak menuju resto estimasi waktu tiba seenak jidat kecepatan dalam pelayanan itu penting setidaknya ketepatan kalo tidak bisa cepet jangan buat estimasi tiba dalam menit gw nungguin jam lebih masbro tolong ya terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:3, neg:1)",medium,3,1,,
11212,tolong untuk verifikasi e ktpnya dipermudahkan sudah berkali kali gagal tidak tau kesalahannya dimana foto e ktp sudah jelas tidak blur foto selfie juga sama tolong untuk pihak gojek di permudahkan kembali terimakasih,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
12009,pas beres ujan cari pengemudi susah dapetnya bukan pas ujan lho tapi selesai hujan padahal si doi ada di sepan mata tapi tetep tidak ketarik hampir menit tidak nyangkut dapetin itu driver akhirnya pake ojol sebelah yang harganya lebih mahal padahal tadinya aku beralih ke gojek tarifnya lebih murah tapi pas momen ujan beres ujaan udahlah jangan berharap dapetin cepet smoga system gojek kedepan nya makin oke ya,neutral,"Labeled NEUTRAL but has strong sentiment (pos:1, neg:3)",medium,1,3,,
