index,text,old_label,new_label,confidence,reason
4871,banyak promonya sangking murah tiap hari ngecek makanan dan belanja susah klo disrh diet kalau ada gofood,positive,negative,medium,Negative (score:-2.0)
4878,enak dan cepat cuma harga ongkir nya lumayan agak mahal,positive,neutral,high,"Mixed sentiment (pos:2, neg:2)"
4879,untuk go car emang sih tarif nya murah tapi pengemudi mobil nya yang tidak ada susah banget di sini untuk nyari pengemud...,negative,positive,medium,Positive (score:2.6)
4884,terimakasih gopaygojek sangat baik dengan adanya aplikasi ini memudahkan kami dalam menggunakan berbelanja atau pembayar...,positive,negative,medium,Negative (score:-3.9)
4904,ongkir utk resto terdekat agak mahal,negative,neutral,medium,Neutral (score:1.0)
4908,saya sudah x daftar full service dan selalu ditolak padal foto ktp saya jelas tolong bantuannya saya sangat kecewa,negative,positive,medium,Positive (score:3.9)
4912,bagus dan sangat membantu bisalah promosi ongkir supaya lebih murah,positive,neutral,medium,Neutral (score:1.3)
4926,itu drivernya banyak yang pakai mood curang di kota surabaya tolong segera ditindak soalnya makin susah dapat driver sek...,negative,positive,high,Strong positive (score:6.4)
4931,mengapa tidak bisa menentukan sendiri vocer gofood mana yang ingin saya gunakan saya ingin mwngunakan vocer diskon namun...,positive,negative,medium,Negative (score:-3.0)
4936,aplikasi yang menyenangkan dan memudahkan untuk segala kebutuhan saya sangat senang dengan adanya gojek kapan dan di man...,positive,negative,high,Strong negative (score:-6.5)
4941,gopay later kenapa tidak bisa dipakai pesan gofood katanya lebih mudah sudah hari ini tidak bisa dipakai error mulu ah t...,positive,negative,high,Strong negative (score:-5.0)
4958,dengan gojek kita bisa pergi kemana saja dengan cepat dan untuk jarak jauh kita bisa menggunakan gocar kita dirumah kala...,positive,negative,high,Strong negative (score:-6.4)
4967,menggunakan aplikasi gojek ini memudahkan saya dalam beraktifitas mulai dari hendak bepergian mengirimkan pesanan custom...,positive,neutral,medium,Neutral (score:0.0)
4982,harga makanan suka tiba jadi naik sebelum dibayar dan voucher potongan go food tiba jadi hilang kalau mengulang pesanan ...,positive,negative,medium,Negative (score:-2.0)
4986,saya rasa pengemudi dan penjual makanan belum tahu sistem diskon go food di gojek saya langganan go food plis bebas ongk...,negative,neutral,medium,Neutral (score:-1.0)
4989,sangat membantu memperlancar transfortasimempercepat pekerjaan,positive,negative,medium,Negative (score:-2.6)
4993,tepat waktu menjemput umum nya semua pandai memilih rute cepat tanpa macet,positive,neutral,medium,Neutral (score:0.0)
4998,pasti pengguna gojek sekarang pernah ngalami akun tiba pesan sendiri saat pilih menu gofood saat jaringan lemah maps hil...,negative,positive,medium,Positive (score:2.0)
5005,wooy ini bagaimana sih mau kasih tip pengemudi pas sudah selesai malah tidak bisa bisa nya pas pesanan belum selesai jad...,positive,negative,medium,Negative (score:-3.0)
5015,sangat membantu buat aku yang tidak bisa motoran karena ada bocil dan mager klo suruh beli makan keluar,positive,negative,medium,Negative (score:-2.6)
5021,sangat kecewa saya tidak akan menggunakan akun gojeg lagi berawal dari bonus paylater tapi akhirnya saya disuruh membaya...,negative,positive,medium,Positive (score:3.9)
5025,saya tidak sengaja pesan dan sudah sempat tekan pembatalan namun pesanan tetap berlanjut dan pembatalan tidak bisa dilak...,positive,negative,medium,Negative (score:-2.6)
5033,sangat membantu saat di beri voucher belanja dan gofood semoga sering di beri voucher mantabb,positive,negative,medium,Negative (score:-2.6)
5048,aplikasi gofood makanannya sangat lambat di antar pengemudi dapat pesanan food saya dapat giliran terakhir di antar data...,negative,neutral,medium,Neutral (score:0.0)
5055,mohon perbaiki kinerja gps sangat susah ketika compare titik alamat rumah saya untuk data tq,negative,positive,medium,Positive (score:3.2)
5074,aplikasi gofoodnya sekarang ada mode hemat mode instan milih mode hemat makanan nya lambat sampai mending jalan sendiri ...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5078,gojek makin kemari ongkirnya makin mahal padahal jarak yang dipesan kerumah cukup dekat dan sering gofood di gojek tapi ...,neutral,negative,medium,Negative (score:-2.0)
5086,saya sangat suka banget sama aplikasi ini jadi kalau kemana mana tidak perlu nungguin angkot atau ojek kita bisa pesen a...,positive,negative,medium,Negative (score:-3.2)
5106,xiaomi redmi gabisa buat verifikasi ktp buat upgrade go pay bingung ini cs nya tolong cepat balas,neutral,positive,medium,Positive (score:2.0)
5111,ini kenapa sih saya tidak dapet kode otp nya padahal nomernya sudah bener saya bahkan isi pulsa karena takut karena puls...,negative,positive,medium,Positive (score:2.0)
5112,pelayanan sangat bagus sekali cepat pengantar sangat ramah pokoknya puas dech,positive,negative,high,Strong negative (score:-16.0)
5117,terima kasih gojek karena sudah memberi banyak sekali vocher sehingga sangat membantu semoga kedepan ny bisa di tambah i...,positive,negative,medium,Negative (score:-3.2)
5134,saya sangat kecewa dengan gopay saya sudah coba buat upgrade gopay ke gopay plus tidak bisa sudah x an saya coba dan sya...,negative,positive,high,Strong positive (score:7.8)
5140,kenapa gofod sekarang tidak bisa kasih rating bkin resto semena semena smbarangan komplain tidak bisa kasih rating tidak...,negative,positive,medium,Positive (score:3.0)
5142,jujur saja secara uiux enak yang lama tampilan menu langsung di depan jadi tidak perlu cari cari mana gosend mana go yan...,positive,negative,medium,Negative (score:-2.0)
5146,aplikasi yang sangat bermanfaat bagi saya karena sangat membantu dalam kegiatan keseharian saya,positive,negative,medium,Negative (score:-2.6)
5150,aplikasi nya sangat bagus mudah menggunakan nya terimakasih gojek dan banyak potongan harga juga,positive,negative,high,Strong negative (score:-6.5)
5153,haduh tidak usah ada fitur isi emoney deh kalo status sukses tapi saldo tidak masuk mah padahal sudah email sudah kirim ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5159,ada armada mobil terbaca di peta tapi pada tidak mengambil pesanan mengsedih hampir semua pengemudi dengan enaknya meng ...,negative,positive,high,Strong positive (score:4.0)
5163,segala sesuatu lebih mudah dengan gojek,positive,negative,medium,Negative (score:-2.0)
5166,aplikasi baru di perbarui malah suka brenti layanan nya padahal lagi pesan gofood pesanan an yolanda gara gara brenti se...,negative,neutral,medium,Neutral (score:-1.0)
5181,mudah di gunakan sangat puas bagus,positive,negative,high,Strong negative (score:-5.2)
5184,scan kode qr sangat buruk susah membaca barcode qr tidak ada pilihan transfer ke rekening bank kalau bukan karena kebutu...,negative,positive,high,Strong positive (score:6.5)
5187,sempat uninstall gojek lalu install lagi tapi waktu login selalu pemberitahuan internet mati sudah dihapus dan install u...,negative,positive,medium,Positive (score:2.0)
5189,suka eror aplikasinya jadi mls makenya,neutral,positive,medium,Positive (score:2.0)
5191,gojek ini kan aplikasi untuk mempermudah masyarakat tapi makin kesini kenapa makin banyak biaya aneh yang tidak masuk ak...,negative,positive,medium,Positive (score:2.0)
5196,sejauh ini pake gojek mau pesan goride atau gofood tidak pernah ngecewain sih dari segi aplikasi juga lancar lancar aja ...,positive,negative,high,Strong negative (score:-4.0)
5203,semoga kedepannya lebih praktis harga lebih murah dng ojol lain,positive,negative,medium,Negative (score:-2.0)
5210,pesanan sudah diset aplikator jadi pesanan tidak fair yang gacor jam tupo yang anyeb trip saja susah setengah mati kadan...,positive,neutral,medium,Neutral (score:1.0)
5212,kurang promosi pengguna gratis,positive,neutral,medium,Neutral (score:-1.0)
5228,walau untuk sekarang promonya tidak banyak tetapi penanganan masalah oleh gojek ini sangat bagus sedikit cerita saya per...,positive,negative,high,Strong negative (score:-6.5)
5235,tolong aplikasi gojek saya pakai alamat yang sudah clear malah berubah saat pesan goridegofood di perbaiki lagi aplikasi...,negative,positive,medium,Positive (score:3.9)
5237,tolong dong kepada cs kalau mau ngejar waktu naik kereta di lihat dulu kalau posisi macet harus ngerti jangan minta ngeb...,positive,negative,medium,Negative (score:-2.6)
5249,tingkat kan lagi aplikasi nya saya pernah batalkan pengemudi go car karena mobil yang saya mau tidak sesui tapi sangat s...,negative,positive,high,Strong positive (score:5.2)
5250,dari kemarin mo pakai aplikasi tidak bisa terus sudah update versi tetep saja loading terus aplikasi tidak bisa dibuka p...,negative,neutral,medium,Neutral (score:0.0)
5254,kenapa saya ngisi gopay tidak masuk dan saldo masih blum nambah juga padahal sudah komplain juga lewat emailnya tapi gad...,neutral,negative,medium,Negative (score:-3.0)
5257,tidak sekamanya harus menggunakan jln tol klau hamya daerah cinangka ke bsd lumayan tolnya mahal,negative,neutral,medium,Neutral (score:0.0)
5260,sangat ramah sekali n baik banget trus ahli arah navigasi arah navigasi arah,positive,neutral,medium,Neutral (score:1.9)
5264,aplikasi sangat membantu apalagi bekerja sama dengan tokopedia jadi gampang membayar dan pengantaran barang,positive,negative,medium,Negative (score:-3.9)
5265,tidak bisa mengubah pin saya sudah memperbarui pin gopay saya melalui lupa pin lalu saat saya coba di ganti pin terdapat...,neutral,positive,medium,Positive (score:2.6)
5266,good selama ini aplikasinya lancar dan jarang ada gangguan pengemudi nya juga baik baik sopan dan tidak macem macem,positive,negative,high,Strong negative (score:-4.0)
5269,pengemudi sekarang kalo antar makanan lamaa banget menit itu kelamaan tau kalo di luar negeri sudah gratis kalo sampe se...,neutral,negative,medium,Negative (score:-2.6)
5292,sangat membantu hanya saja untuk chat nya sering tertunda sehingga komunikasi agak terganggu mohon ditingkat lagi kualit...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5297,harga bagus tolong lebih tingkatkan maps nya,positive,negative,medium,Negative (score:-3.0)
5298,aplikasi yang sangat keren sangan membantu fan mudah di gunakan proses cepat dan mudah ok,positive,neutral,medium,Neutral (score:1.3)
5301,saya bayar gojek plus biar dapat promo tapi malah tidak dapat promosi potongan makanan tidak semua resto potongan ongkir...,positive,negative,high,Strong negative (score:-4.0)
5307,sangat membantu untuk setiap kebutuhan baik transportasi makanan dll,positive,neutral,medium,Neutral (score:1.3)
5309,baguss walau kadang pas pesen gocar maps titik jemput nya tidak sesuai kadang malah masuk ke daerah yang ada di sebelah ...,negative,neutral,medium,Neutral (score:-1.0)
5310,tolong kasih waktu menit untuk konfirmasi pesanan dari consumer pencet oke dari consumer sendiri yang butuh tambahan pes...,positive,neutral,medium,Neutral (score:1.3)
5315,sering sering saja diskon klo tidak diskon naujubile mahal jadi klo tidak diskonan si gojek bukan pengganti alat transpo...,negative,positive,medium,Positive (score:2.0)
5316,petanya tidak jelas dan tidak sesuai waktu lambat dan tidak teratur,negative,positive,medium,Positive (score:2.0)
5317,kenapa belakangan aplikasinya suka error ya aplikasi tidak menanggapi lah tau keluar sendiri lah tolong dong dibenerin j...,negative,positive,medium,Positive (score:2.0)
5322,setelah di upgrade gopay later tidak bisa diaktifasi pdhal sebelumnya baik saja in bagaimana sih sedikit kecewaa,neutral,negative,medium,Negative (score:-3.0)
5323,tolong buat aplikasi saya pesan hemat suka dapet motor yang besar kebanyakan pengemudi memakai plat nomer tidak sesuai d...,positive,neutral,medium,Neutral (score:0.0)
5328,makasih gojek sesering mungkin ya kasih promosi nya hehehehehe,neutral,positive,medium,Positive (score:2.0)
5332,fitur paylater sama seperti rentenir iklannya di tv bilang bukan riba tapi kenapa terlambat bayar tetap kena denda berli...,negative,positive,medium,Positive (score:3.0)
5335,saya selalu naik gokar setiap kali bepergian dan bagi saya adanya transportasi gokar sangat membantu aktivitas saya teri...,positive,negative,medium,Negative (score:-2.6)
5344,aplikasi yang sangat membantu dalam kebutuhan saya dan bergaransi bila ada kesalahan dlm pesanan oleh restoran atau toko...,positive,negative,high,Strong negative (score:-6.4)
5349,aplikasi yang sangat membantu,positive,negative,medium,Negative (score:-2.6)
5351,sangat membantu dan aman,positive,negative,medium,Negative (score:-2.6)
5359,pelayanan ganti no nya lama gak bisa login juga via email kalau no lamanya hangus tolong dikembangkan lagi katanya sudah...,negative,positive,medium,Positive (score:2.0)
5365,tolong ya jangan gampang percaya sama yang melaporkan penipuan saldo saya yang awalnya sekarang di blokir saya saja tida...,negative,neutral,medium,Neutral (score:-1.0)
5368,kenapa harus ada biaya pesanan lagi voucher nya kalo bayar cash tidak bisa di pake terus kadang kalo pesan gocar sudah d...,neutral,negative,medium,Negative (score:-2.0)
5382,slalu gagal upgrade premium padahal ktp baru bikin loading menu lambat sinyal datawifi padahal bagus buka app lain lanca...,negative,neutral,medium,Neutral (score:0.0)
5397,semakin lambat apl ini semakin mahal dan tidak mendapatkan voucher untuk go ride tolong beri diskon seperti dulu diskon ...,positive,negative,high,Strong negative (score:-7.8)
5400,sangat membantu disaat bepergian pesan makan disaat sibuk berkendara dengan aman dan nyaman,positive,negative,high,Strong negative (score:-5.2)
5405,saya kurang suka sekarang harga gojek naik tapi ke pengemudi tidak sesuai dengan yang dibayar penumpang kasihan driver t...,negative,neutral,high,"Mixed sentiment (pos:2, neg:3)"
5410,bagus dan sangat membantu pandai kita menggunakan teknologi,positive,neutral,medium,Neutral (score:1.3)
5412,sangat membantu dan praktis tapi sayang gopay later saya di blokir sampai bulan dan tidak di buka buka juga sampai saat ...,positive,negative,high,Strong negative (score:-5.2)
5418,ni kenapa si aplikasi nya tidak bsa error mulu dibilang sruh nyalain aplikasi padahal sudah nyala sudah coba berbagai ca...,negative,positive,medium,Positive (score:2.0)
5421,sebenernya oke sih apk nyaa sangat membantu tpi kenapa yaa setiap gofood pasti ongkir nyaa kadang seharga sama makanan n...,positive,neutral,medium,Neutral (score:0.0)
5422,kenapa sekarang lambat sekali muncul fitur gopaylaternya pdahal saya sudah selalu pakai gopay dan isi gopay bahkan untuk...,positive,negative,medium,Negative (score:-2.6)
5427,aplikasi canggih ini sangat bermanfaat buat saya pribadi selain responsnya yang sangat cepat terlebih saya dapat membant...,positive,neutral,medium,Neutral (score:0.0)
5431,bagus up gopay rb jam baru masuk sangat kecewa padahal selama ini pakai gojek terus cs slow respons,neutral,positive,high,Strong positive (score:7.8)
5437,aplikasi yang bagus tetapi mohon diperbaiki promosi gofoodnya karena terkadang error dan tidak bisa digunakan terimakasi...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5453,saya tidak dapet pengemudi lambat banget,negative,positive,medium,Positive (score:2.6)
5458,drivernya ramah semua waktu penjemputan juga cepat sikap serta keamanan dalam mengemudi juga baik terbaik dah,positive,negative,high,Strong negative (score:-6.0)
5484,sangat membantu tapi kecewa karena suka eror,neutral,positive,medium,Positive (score:3.9)
5486,sangat di rekomendasikan untuk uninstall aplikasi estimasi mnt tapi sudah lebih mnt estimasi tidak berubah tetap mnt pad...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5500,mempermudah semua transaksi mudahan kedepanya lebih bagus dengan bisa naikan limit paylaters karena sangat membantu bngt,positive,neutral,medium,Neutral (score:1.3)
5504,apk ini sangat membantu memberikan fasilitas yang nyaman saat di perjalanan dan ya kalian bisa dengan mudah mendapatkan ...,positive,negative,medium,Negative (score:-2.6)
5505,wat saya si da sangat bagus ya aplikasi gojek sangat membantu w juga sering dapet diskonan harga tu dan semua ny real,positive,negative,high,Strong negative (score:-6.5)
5510,memudahkan dan sangat membantu aktivitas dan pengiriman barang terutama saat musim hujan,positive,negative,medium,Negative (score:-2.6)
5512,masih banyak rute memutar yang bikin harga naik padahal jalan tidak arah makin mahal bisa kali lipat di jam kosonglongga...,negative,positive,high,Strong positive (score:5.0)
5521,sangat bermsnfaat tetapi harga juga terlslu mahal dan jangan pelit promosi,negative,positive,medium,Positive (score:2.6)
5528,sangat membantu dan memudahkan saya belanja tanpa harus keluar desa saat pandemi ini di desa saya tidak boleh keluar jad...,positive,negative,high,Strong negative (score:-5.2)
5532,saya pernah salah kirim tip dan tidak bisa di batal,negative,positive,medium,Positive (score:2.0)
5533,saya sangat kecewa pda gopay saya pengguna gopay tapi beberapa kali ini saya tidak pernah mendapartkan cash back padahal...,negative,positive,medium,Positive (score:3.9)
5541,sangat membantu mungkin harus lbih di tingkatkan lagi kualitasnya spya lbih canggih ok,positive,neutral,medium,Neutral (score:0.0)
5542,gojek siaalaan bbrp kali bagus up masuknya lambat bgt kadang sudah pesan tiba dicancel org sudah nunggu lama kadang juga...,negative,positive,high,Strong positive (score:10.4)
5544,apaan sekarang gojek mahal entah itu dri transpot food dan gosen dan diskon nya jarang mending pilih grab saja lebih mur...,positive,negative,medium,Negative (score:-2.0)
5552,sikap pengemudi sangat sopan dan sangat membantu menurunkan barang bawaan saya terima kasih orang baik,positive,neutral,medium,Neutral (score:1.3)
5562,sangat memuaskan pelayanannya dan ramah,positive,neutral,medium,Neutral (score:-1.3)
5563,gojek sedang saya uninstal ongkir nya tidak masuk akal banget masa saya mau pesan goofud yang yang harga nya rb ongkir n...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5577,saya sudah dua kali cancle tapi pesannya malah keterima sama driver kadang suka eror pula,neutral,positive,medium,Positive (score:2.0)
5578,tolong ditingkatkan browser go foodnya soalnya mau cari restoran menu gofoodnya suka hilang sendiri masih jauh kualitas ...,negative,positive,medium,Positive (score:2.0)
5582,sangat membantu kalau mau bepergian atau belanja online,positive,negative,medium,Negative (score:-2.6)
5583,sangat membantu sekali tingkatkan terus pelayanannya,positive,negative,medium,Negative (score:-3.2)
5594,gopay bagus dah ui nya seger dan enak di pandang bahasa pengantar nya sangat ramah dan mudah di mengerti,positive,neutral,medium,Neutral (score:-1.3)
5595,aplikasi yang sangat bagus dan sangat membantu tapi tolong dong kembangin lagi dan bisa menjangkau seluruh wilayah di in...,positive,negative,high,Strong negative (score:-6.5)
5599,aplikasi yang sangat membantu untuk segala kegiatan aplikasi mudah utk digunakan dan banyak promosi menarik yang bisa ki...,positive,neutral,medium,Neutral (score:-1.3)
5609,sangat membantu dan makin kesini makin luamaa anternya,positive,negative,medium,Negative (score:-2.6)
5617,selamat malam barusan saya mau pesan makanan belum di klik pesan tb toko sudah siapin makanannya mau d batal jg gabisa p...,negative,neutral,medium,Neutral (score:1.3)
5619,sangat membantu sekali aplikasi ini,positive,negative,medium,Negative (score:-3.2)
5621,mungkin yang kurang enak di gojek karena tarifnya berubah padahal baru ngecek buat nanti ehh sudah beda ada tarifnya mis...,positive,neutral,medium,Neutral (score:-1.0)
5626,nyaman sih pake bayar pulsa ama tagihan pakai gojek tapi saranku biaya admin dikurangi biar pengguna gojek tidak mengelu...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5632,kenapa tombol pembatalan pemesanan go food tidak ada ya saya kurang suka seperti ini masalah nya yang sudah di pesan tid...,negative,neutral,medium,Neutral (score:1.0)
5634,saya beli tiket di go transit lewat gopay sudah kali beli tiket kereta dari stasiun bekasi ke stasiun rangkasbitung tida...,negative,neutral,high,"Mixed sentiment (pos:2, neg:2)"
5636,sekarang antar paket lewat gosend lambat penanganan nya tidak seperti sebelum nya cepat penanganan nya tolong di perbaik...,neutral,negative,high,Strong negative (score:-4.0)
5637,pengemudi tidak pernah mengecewakan ramah selalu sesuai pesanan,positive,neutral,medium,Neutral (score:1.0)
5643,mengecewkan cuma pengen cek harga saja gabisa pesan pun lemot balasan cek koneksi internet padahal internet tidak ada ma...,negative,positive,medium,Positive (score:2.0)
5647,sangat bagus dengan aplikasi ini ketika saya lapar bisa tinggal langsung pesan pakai go food jadi tidak ribet lagi deh,positive,neutral,medium,Neutral (score:-1.6)
5649,sangat membantu saya sekali dlm belanja kirm barang pesen barang mudah sudah tu ongkirnya murah n tidak ribet sukses trs...,positive,neutral,medium,Neutral (score:-1.9)
5653,sangat kecewa dengan harga yang drastis naik secara tiba tiba padahal tujuan nya sama yang biasanya sekarang kalo kayak ...,negative,positive,high,Strong positive (score:6.5)
5656,lbih byk memuaskan meski terkadang pengemudi main batal pesanan belum lagi yang susah dihubungi sy tidak keberatan klo k...,negative,neutral,medium,Neutral (score:1.0)
5659,bagus sangat membantu cuma ada masukan sedikit coba adain sistem pulang pergi buat yang cuma sebentar saja keluarnya jad...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5664,aplikasi sangat bagus penyelesaian masalah sangat cepat ditanggapi terimakasih banyak akun saya yang sebelumnya kena sus...,positive,negative,high,Strong negative (score:-6.5)
5675,aplikasi bagus sangat membantu jadi alternatif transportasi buat mengantar tepat dan cepat ke tujuan,positive,neutral,medium,Neutral (score:-1.3)
5680,makin kesini makin kecewa sama app gojek resto yang jelas cuma sekilo dari rumah berubah jadi kiloan naikin ongkir tidak...,neutral,negative,medium,Negative (score:-3.0)
5683,perbaiki aplikasi chat nya deh susah banget kalo selemot ini padahal koneksi jaringan lancar bikin salah paham dengan pe...,positive,negative,high,Strong negative (score:-5.2)
5692,sangat membantu sekali hemat waktu nbisa ngerjakan yang lainya trims gojek,positive,negative,medium,Negative (score:-3.2)
5693,padahal baru daftar sudah diminta masukan go to pin saya mana tau go to pin nya berapa jadi menurut saya aplikasi ini me...,negative,positive,medium,Positive (score:2.6)
5695,aplikasi ini sifatnya membantu belum ada kendala berarti selama memakai aplikasi ini kecuali saat pengemudi akan pick up...,negative,positive,high,Strong positive (score:4.0)
5700,aplikasi ini sangat membantu dan fiturnya juga bagus kemarin saya upgrade ke gopay plus alhamdulillah lumayan cepat x ja...,positive,neutral,medium,Neutral (score:-1.3)
5701,aplikasi ini sangat membantu tapi kenapa di hp kakak saya sering force close setelah dicek ternyata versi update an terb...,positive,negative,medium,Negative (score:-2.6)
5705,agak kecewa sama gojek kemaren fitur paylater sudah bisa dipakai di akunku selama hampir setahun eh tau taunya di blokir,negative,positive,medium,Positive (score:2.0)
5716,saya sudah pengguna gojek begitu lama baru kali ini saya sangat kecewa berat saya tf ke gopay dengan jumlah besar gopay ...,negative,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5719,aplikasi ini emang bagus tapi kadang suka macet dan ngaco kadang saya suka kesal,positive,negative,medium,Negative (score:-2.0)
5729,mudah diakses tapi saya menggunakan aplikasi punya teman kalau download sendiri ko susah sudah dicoba ulang tapi tidak b...,positive,neutral,high,"Mixed sentiment (pos:1, neg:1)"
5733,pada tgl saya mendapat kiriman jt di akun bank saya utk go pay dari gojek dan saya jg menerima sms dr gojek uangku dan s...,neutral,positive,medium,Positive (score:3.0)
5740,seandainya tidak ada bug sama aplikasinya bakalan ngasih bintang aplikasi suka keluar sendiri kadang juga suka membuka s...,neutral,negative,high,Strong negative (score:-5.2)
5747,untuk pengemudi nya di tinggkat kan lagi ya jadi tidak cuma di kota saja yang banyak pengemudi semoga di plosok juga soa...,negative,neutral,medium,Neutral (score:-1.0)
5755,saya naik gokar harga pas klik pesan gokar setelah sampai mau bayar harganya berubah lebih mahal beda harga rb mohon dic...,negative,positive,medium,Positive (score:2.0)
5760,gmna si ini customer service nya gabisa dihubungi terus lagi darurat malah susah di hubungin dibanyakin dong customer se...,negative,neutral,medium,Neutral (score:0.0)
5763,aplikasi makin kesini makin sering eror apalg klo pake goridegocar pengemudi dimap nya deket eh dapetnya suka jauh keban...,negative,positive,medium,Positive (score:2.0)
5775,selalu terbantu dengan pelayanan yang memuaskan,positive,negative,medium,Negative (score:-3.0)
5780,kenapa sekarang point gopay sedikit banget pilihan reedem nya dan tidak ada pilihan tukar poin dengan voucher gofood or ...,neutral,negative,medium,Negative (score:-3.9)
5783,sangat bagus cepat lumayan ramah selama yang aku dapat tukang gojek nya tidak menyiakan waktu,positive,negative,high,Strong negative (score:-6.5)
5786,lagi ngapa ngapain jadi gampang karena gojek bagus,positive,negative,high,Strong negative (score:-4.0)
5787,tim gojek aneh ya dapat voucher gofood tpi tidak bisa di gunaiin alasan nya gagal di gunakan pdhal bru pembaruan aplikas...,neutral,negative,medium,Negative (score:-3.0)
5792,ketika pesan gofood makanannya tidak ada dan diganti menu lain dengan harga yang lebih murah seharusnya saldo gopay yang...,positive,negative,medium,Negative (score:-3.0)
5807,bagi saya sangat membantu banget di saat kesibukan kita di di rumah di kantor dan di mana saja sangat membatu kita dan p...,positive,neutral,medium,Neutral (score:1.9)
5809,aplikasi yang sangat membantu saya dan sangat bermanfaat upgrade ke premiumnya juga mudah,positive,negative,high,Strong negative (score:-5.2)
5813,bermanfaat sih cuma buat gofood nya kurang saja gitu,positive,neutral,medium,Neutral (score:-1.0)
5814,kalau lagi mager sangat membantu nich aplikasi saran perbanyak diskonnya alias sering saja sayang ongkos aplikasi dibeba...,positive,negative,medium,Negative (score:-2.6)
5816,aplikasi sangat buruk sebelum update ini saya gampang transfer uang ke penjual akun game tapi sekarang jadi susah sudah ...,negative,positive,high,Strong positive (score:4.8)
5823,servernya jelek selelu lost connettion padahal sinyal aman saja buat aplikasi laen semoga pihak developer segera memperb...,neutral,negative,medium,Negative (score:-3.0)
5829,sangat membantu sekali dan harganya pun terjangkau sekali,positive,negative,medium,Negative (score:-3.2)
5832,alhamdulillah bagus cuma sekarang kalau gofood tidak bisa di cancel,neutral,positive,medium,Positive (score:3.0)
5837,terimakasih gojek apalikasi ini sngat membantu bgi kaum kmi yang tidak bisa naik motor bisa kmn bisa jajan apa aja jd ti...,positive,negative,medium,Negative (score:-2.0)
5844,terimakasih gojek aplikasi ini tidak hanya membantu dalam pesan online tapi bisa juga untuk pembayaran terlebih saat ini...,positive,negative,high,Strong negative (score:-5.2)
5845,ampun sama koneksinya jaringan internet bagus tpi aplikasi koneksinya lemot apalagi klo hujan ammpunn minta tolong diper...,neutral,negative,high,Strong negative (score:-5.0)
5852,sekarang gopay later nggax bisa di gunakan lagi padahal sangat membantu sekali adanya gopay later untuk berbelanja di to...,positive,negative,medium,Negative (score:-3.2)
5853,aku pengen kasar rasanya ya akunku kena blokir dah beberapa kali karena melakukan cancel he dibaca dong di deskripsinya ...,negative,neutral,medium,Neutral (score:0.0)
5855,sangat suka pa lagi lok anak pngen makanan apa tidak prlu kluar sangat mmbantu sukses sll,positive,negative,high,Strong negative (score:-6.5)
5858,maaf bintang dulu saya kecewa sudah dua bulan saya tidak mendapatkan voucher cashback maksimal rp di level sultan saya s...,positive,negative,high,Strong negative (score:-6.0)
5869,akun saya tidak bsa msuk lagi kenapa ko bsa atau karena kemarin saya sering nge cancel maaf ya kalau saya tidak d suruh ...,negative,neutral,medium,Neutral (score:-1.0)
5885,jek saya mohon perbaikilah pasa sistem gosend ongkos tuh harus nya gosend yang lebih mahal dikarenakan pengemudi tuh suk...,positive,neutral,medium,Neutral (score:0.0)
5887,agak kesal kalau apk gojek selalu padat mana lagi butuh banget pesan pesanan,negative,positive,medium,Positive (score:2.6)
5888,sangat membantu sekali buat kebutuhan mendadak,positive,negative,medium,Negative (score:-3.2)
5904,estimasi tidak tepat waktu kalo emg gada pengemudi ya tolong sediakan pembatalan pesanan jadi tidak nunggu lebih lambat,negative,positive,medium,Positive (score:2.0)
5905,sangat mantap dan bisa mendapatkan pesanan makanan maupun berpegian dengan lancar ditambah promosi dan pengemudi gojek y...,positive,negative,high,Strong negative (score:-6.4)
5913,pakai paylater untuk isi pulsa buat beli kuota simpati pada tgl agustus pukul karena saya br dapat notif dr simpati masa...,negative,neutral,medium,Neutral (score:-1.0)
5917,fitur berita gosip terlalu banyak sangat tidak efisien,neutral,negative,medium,Negative (score:-2.6)
5930,masaan selalu timbul bacaan tenng silahlan coba nanti sedangkan setelah ditunggu berapa jam kemudian dan dicoba lagi tet...,negative,positive,medium,Positive (score:3.9)
5933,aplikasinya memuaskan dan sangat membantu disaat kita sedang ingin berpergian secara mendadak pokonya sangat membantu,positive,neutral,medium,Neutral (score:-1.3)
5939,sangat membantu dan selalu tepat waktu,positive,negative,medium,Negative (score:-2.6)
5940,sangat mengecewakan upgrade gopay plus dr tgl agustus sampai saat ini tidak bisa keterangannya lagi diproses saya sudah ...,negative,positive,medium,Positive (score:3.9)
5942,sering mengalami macet pada aplikasi atau bug sinyal padahal sinyal bagus saya pernah kehilangan sinyal dan lagi memesan...,negative,positive,high,Strong positive (score:5.0)
5945,dengan adanya gojek sngat membantu klw sdg buru semangat trus bpa pengemudi gojek,positive,negative,medium,Negative (score:-2.0)
